Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-01,13:00,Argentine Division 2  ,Agropecuario de Carlos Casares,Almirante Brown,-16.799999999999997,35.63,0.8143064655309903,-0.1412922263790899,0.0968149455974775,1.734328590000213,-1.3124565525009804,2.35,2.87,3.4,0.2381071719765675,3.0467851425011934,Away,Home,0.78,0.5,1.03,3,1
2025-09-01,16:00,Colombia Primera B  ,Tigres Zipaquira,Cucuta,12.259999999999993,28.390000000000004,0.5649508011830748,1.809971894042084,0.5559389776281389,1.9270857463623663,-0.1780183003171293,2.88,2.9,2.6,1.2540329164139452,2.105104046679496,Home,Home,0.78,0/-0.5,1.03,0,0
2025-09-01,16:00,Argentine Division 1  ,Gimnasia La Plata,Atletico Tucuman,-2.08,-0.8700000000000009,0.3093570281546569,0.2366605039595761,0.1512062746358564,-0.7085150354156732,-1.3221702719304047,2.7,2.8,3.0,0.0854542293237196,0.6136552365147315,Home,Home,0.9,0/0.5,0.9,1,0
2025-09-01,16:10,Argentine Division 2  ,Nueva Chicago,Gimnasia Mendoza,-1.0199999999999965,-21.9,0.7458423971202994,0.9768713463203712,-0.2603372483314772,-0.1867240592700274,0.4639021209907515,3.2,2.88,2.5,1.2372085946518483,0.650626180260779,Home,Away,0.78,0/-0.5,1.03,1,1
2025-09-01,18:00,Uruguay Primera Division  ,Cerro Largo,Wanderers FC,0.0,9.970000000000006,0.4308726362057903,-1.008559047985607,-0.9310259514798696,-0.4214198063796628,0.022175254470121,2.15,3.2,3.5,0.0775330965057374,0.4435950608497839,Away,Away,0.98,0/0.5,0.83,0,1
2025-09-01,18:00,Primera Division de Venezuela  ,Caracas FC,Yaracuyanos,-31.140000000000004,-5.230000000000005,0.2887591798862525,-0.4565240969878618,0.9903459760054372,-0.318040028726421,0.2026951218581243,1.6,3.75,4.75,1.446870072993299,0.5207351505845454,Away,Away,1.03,1,0.78,3,1
2025-09-01,18:00,Brazil Serie B  ,Chapecoense SC,Vila Nova,25.980000000000004,31.000000000000004,0.7267464403362107,1.9320930073411635,-0.459606035975806,1.2260651734344454,-0.1950943318345069,1.8,3.2,5.0,2.391699043316969,1.4211595052689523,Home,Home,1.03,0.5,0.78,2,2
2025-09-01,18:10,Argentine Division 2  ,Defensores de Belgrano,Colon de Santa Fe,-3.08,0.0,0.6557464211482578,-0.9560120260160406,-0.9226822817893092,-1.0879117770448208,-1.3087752344431776,2.0,2.88,4.6,0.0333297442267312,0.2208634573983567,Away,Home,0.85,0.5,0.95,1,0
2025-09-01,18:15,Argentine Division 1  ,CA Platense,Godoy Cruz Antonio Tomba,-13.640000000000004,8.189999999999998,0.5223749287025993,-1.1836938175071734,0.329993555312899,-0.0541465768510565,0.3346715065206096,2.35,2.8,3.7,1.5136873728200724,0.3888180833716661,Away,Away,0.8,0/0.5,1.0,1,3
2025-09-01,18:15,Colombia Primera B  ,Barranquilla FC,Inter Palmira,1.1799999999999955,-23.300000000000004,0.4953002825144301,-0.4654788677624373,-0.504922955337454,-1.6469327252926125,0.1614311996843564,2.3,3.3,3.0,0.0394440875750166,1.8083639249769687,Home,Away,0.8,0/-0.5,1.0,1,4
2025-09-01,18:45,Colombia Primera B  ,Atletico Huila,Real Cartagena,7.610000000000002,11.129999999999995,0.4685287901306885,-0.0864814699637671,0.2007302467335145,1.2678163329082772,0.5412970823933191,2.6,3.1,2.8,0.2872117166972817,0.7265192505149581,Away,Home,0.83,0/0.5,0.98,0,1
2025-09-01,19:00,Chile Primera B  ,Universidad de Concepcion,Deportes Recoleta,5.0,-12.5,0.2974296925334573,-0.2982099859854397,-0.5323499517433489,0.854361481610996,0.8927296166814469,2.05,3.0,3.6,0.2341399657579091,0.0383681350704508,Home,Away,0.88,0/0.5,0.93,1,0
2025-09-01,20:00,Primera Division de Ecuador  ,Delfin SC,Libertad FC,-21.499999999999996,-36.13,0.2536099432323618,0.1899123294450703,0.0280331650203824,0.8071248131195031,1.4340786650279655,2.38,3.3,2.88,0.1618791644246878,0.6269538519084624,Home,Away,0.9,0,0.9,0,0
2025-09-01,20:15,Argentine Division 2  ,Ferrol Carril Oeste,Racing de Cordoba,5.720000000000001,0.0,0.6355490999460921,-0.5469465496617318,-1.4766419251038214,-0.3829691275441362,-0.2545377756399277,2.5,2.8,3.25,0.9296953754420896,0.1284313519042084,Home,Away,0.98,0/0.5,0.83,2,2
2025-09-01,20:30,Brazil Serie B  ,Ferroviaria SP,Cuiaba,8.97,-2.37,0.4039879562963558,0.7652029355696343,-0.8568054465846963,-0.5736346725856484,0.0149599591122025,2.63,2.9,3.0,1.6220083821543303,0.588594631697851,Home,Away,1.0,0/0.5,0.8,2,2
2025-09-01,20:30,Categoria Primera A  ,Independiente Santa Fe,Deportiva Once Caldas,9.150000000000006,-2.930000000000004,0.500046222209634,-0.4944090703703733,-1.880768841879012,-0.8337468094756528,-1.022356895490024,1.95,3.2,4.2,1.3863597715086384,0.1886100860143711,Home,Home,1.0,0.5,0.8,1,2
