Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-08-15,NSW Premier League  ,Sydney FC (Youth),St George Saints,-3.619999999999999,10.590000000000009,0.4919146167889985,1.0,1.0,2.3,4.0,2.3
2025-08-15,K League 2  ,Jeonnam Dragons,Bucheon FC 1995,29.95,-10.109999999999996,0.6204441226356667,2.0,1.0,2.35,3.5,2.63
2025-08-15,K League 2  ,Ansan Greeners FC,Chungnam Asan,2.49,-10.890000000000008,0.2491210418805284,0.0,2.0,3.9,3.4,1.85
2025-08-15,K League 1  ,Jeju SK FC,Gangwon FC,-22.510000000000005,8.299999999999997,0.4470356322986687,0.0,0.0,2.45,3.25,2.8
2025-08-15,K League 1  ,FC Anyang,Pohang Steelers,10.890000000000002,-8.299999999999997,0.4470356322986687,0.0,1.0,2.88,3.1,2.55
2025-08-15,Chinese Super League  ,Shanghai Port,Henan Football Club,14.0,-17.0,0.4348249269475391,4.0,1.0,1.45,4.75,6.25
2025-08-15,Chinese Super League  ,Yunnan Yukun,Wuhan Three Towns,-14.530000000000005,33.400000000000006,0.4818598725684715,2.0,1.0,2.3,3.9,2.7
2025-08-15,Finland Veikkausliga  ,Gnistan Helsinki,Vaasa VPS,17.500000000000004,17.120000000000005,0.8154480156409656,0.0,0.0,2.0,3.8,3.3
2025-08-15,Chile Primera B  ,Universidad de Concepcion,San Marcos de Arica,-16.25,12.5,0.4304250536488838,4.0,1.0,2.45,3.2,2.75
2025-08-15,Sweden Superettan  ,Utsiktens BK,Varbergs BoIS FC,22.260000000000005,3.330000000000002,0.7083946949981794,1.0,1.0,3.7,3.4,2.0
2025-08-15,Sweden Superettan  ,IK Oddevold,Trelleborgs FF,-12.17,11.1,0.5429727769710038,3.0,2.0,2.2,3.0,3.5
2025-08-15,Norway Eliteserien  ,Stromsgodset,Bodo Glimt,-50.0,-28.75,0.5561920849928277,0.0,5.0,7.5,5.75,1.33
2025-08-15,Argentine Division 1  ,Aldosivi Mar del Plata,Belgrano,-20.0,-27.0,0.5694098743235316,0.0,0.0,3.0,2.88,2.7
2025-08-15,Ireland FAI Cup  ,Bohemians,Sligo Rovers,-15.400000000000007,7.6399999999999935,0.4820297813388664,0.0,1.0,1.45,4.0,6.0
2025-08-15,Ireland FAI Cup  ,Cork City,Waterford United,-7.140000000000001,0.0,0.4548792316903477,2.0,1.0,2.0,3.3,3.2
2025-08-15,Ireland FAI Cup  ,Finn Harps,Bray Wanderers,-28.389999999999997,-7.599999999999991,0.5872823527375668,3.0,1.0,2.63,3.5,2.25
2025-08-15,Ireland FAI Cup  ,Kerry FC,Cobh Ramblers,-10.61,-14.02,0.4450831450071209,2.0,0.0,2.63,3.25,2.35
2025-08-15,Chile Primera B  ,Santiago Morning,Deportes Santa Cruz,24.61,37.10000000000001,0.368072461568279,0.0,1.0,2.45,3.3,2.55
2025-08-15,Chile Primera Division  ,Union Espanola,Deportes Iquique,-23.0,10.0,0.6253390949003726,2.0,2.0,1.9,4.0,3.4
2025-08-15,Primera Division de Paraguay  ,Atletico Tembetary,2 de Mayo PJC,-9.06,-33.410000000000004,0.4876849168588824,1.0,1.0,3.1,3.0,2.38
2025-08-15,Peru Primera Division  ,Atletico Grau,Comerciantes Unidos,-32.7,-24.229999999999997,0.3878770431762,1.0,2.0,1.33,4.75,9.0
2025-08-15,Ecuador Campeonato Serie B  ,Leones del Norte,SC Imbabura,4.11,39.45,0.5171460124108394,2.0,0.0,1.55,3.6,5.75
