Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-19,07:35,Chinese Super League  ,Wuhan Three Towns,Henan Football Club,11.69,5.81,0.599595091345361,-0.1195570986542143,0.1574499381306622,0.6369629194551298,0.1772831984493033,3.25,3.4,2.2,0.2770070367848766,0.4596797210058265,Away,Home,0.85,0/-0.5,0.95,2,5
2025-09-19,08:00,Chinese Super League  ,Yunnan Yukun,Dalian Zhixing,1.8099999999999987,36.67,0.3775465614292028,-1.4428963177061158,0.5250681072932745,1.2815735961398358,-0.998509621100213,1.83,3.8,3.9,1.9679644249993904,2.280083217240049,Away,Home,0.98,0.5,0.83,1,1
2025-09-19,11:00,Finland Veikkausliga  ,FC Haka,AC Oulu,-30.200000000000003,-16.890000000000004,0.8214864377709773,-1.4753157665584145,1.748942645702371,-0.3812660186639103,-0.6019279764533866,2.5,3.6,2.4,3.2242584122607854,0.2206619577894762,Away,Home,0.95,0,0.85,0,1
2025-09-19,12:00,Finland Veikkausliga  ,KTP Kotka,Jaro,-6.309999999999995,-27.2,0.5219743580951468,0.889526490045352,0.3375973917871238,0.4036536121735427,1.0501211546219915,2.2,3.75,2.7,0.5519290982582282,0.6464675424484488,Home,Away,1.0,0/0.5,0.8,1,2
2025-09-19,13:00,Sweden Superettan  ,Falkenberg,GIF Sundsvall,3.65,-15.770000000000008,0.5903863705071245,0.9604433182163932,0.6991352584743541,1.253647868322494,1.6834778636501335,1.95,3.6,3.7,0.2613080597420391,0.4298299953276394,Home,Away,0.95,0.5,0.85,3,0
2025-09-19,13:00,Sweden Superettan  ,Ostersunds FK,Umea FC,19.0,6.0,0.7267464403362107,1.1221877247535543,-2.047031758705696,0.7528842260522052,-0.916187744400084,1.6,4.2,4.2,3.1692194834592504,1.6690719704522894,Home,Home,1.0,1,0.8,3,0
2025-09-19,13:00,Sweden Superettan  ,Vasteras SK FK,IK Oddevold,-22.649999999999995,-39.98,0.3641061514832442,0.032146591434314,0.9998713563611928,0.0002299334601522,1.6834778636501335,1.55,4.2,5.25,0.9677247649268788,1.6832479301899812,Away,Away,0.88,1,0.93,2,0
2025-09-19,13:30,Romania Liga I  ,FC Botosani,FC Steaua Bucuresti,60.0,34.0,0.461439864417674,,,,,3.9,3.3,1.95,,,Even,Even,0.83,-0.5,0.98,3,1
2025-09-19,14:45,Ireland First Division  ,UC Dublin,Kerry FC,-37.68,-6.890000000000003,0.5292843973410146,-0.6093868716938556,1.5677190317299765,-1.4287461538438455,-1.0973734628192229,1.73,3.6,4.2,2.1771059034238323,0.3313726910246226,Away,Away,1.0,0.5/1,0.8,2,1
2025-09-19,14:45,Ireland First Division  ,Treaty United,Athlone Town,8.900000000000006,35.0,0.5811586776240162,1.4055690557826956,1.2895448832508696,1.3421042492817972,-0.8941850513517778,1.73,3.6,4.1,0.116024172531826,2.236289300633575,Home,Home,0.98,0.5/1,0.83,3,2
