,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Diff_Power,M_H,M_A,p_home,p_draw,p_away,EV_Home,EV_Draw,EV_Away,Bet_Indicator
19,2025-09-12,17:00,Colombia Primera B  ,Atletico Huila,Boca Juniors De Cali,1.42,4,8,-16.25,1.3565256242297572,0.7413501431506758,0.6666666666666666,0.27666666666666667,0.056666666666666664,-0.053333333333333455,0.10666666666666669,-0.5466666666666666,⚪ Back Draw
20,2025-09-12,17:00,Primera Division de Venezuela  ,Yaracuyanos,Academia Anzoategui,3.1,3.4,2.05,10.73,1.1625901649551869,0.4827182643585377,0.10333333333333333,0.34,0.5566666666666666,-0.6796666666666666,0.15600000000000014,0.14116666666666644,⚪ Back Draw
21,2025-09-12,17:00,Chile Primera Division  ,Coquimbo Unido,Nublense,1.73,3.6,4.5,3.299999999999997,0.4995507095192557,0.7243298472182345,0.7733333333333333,0.06333333333333334,0.16333333333333333,0.33786666666666654,-0.772,-0.265,🟢 Back Home
22,2025-09-12,18:00,Primera Division de Paraguay  ,2 de Mayo PJC,Guarani CA,3.1,3.1,2.3,-40.010000000000005,-0.3605716457993947,1.2378383131841753,0.27,0.23666666666666666,0.49333333333333335,-0.16299999999999992,-0.2663333333333333,0.1346666666666667,🟠 Back Away
23,2025-09-12,18:00,Brazil Serie B  ,Volta Redonda,Criciuma,2.5,3,3,-16.700000000000003,1.2896642384077683,1.534533846187155,0.35333333333333333,0.34,0.30666666666666664,-0.1166666666666667,0.020000000000000018,-0.08000000000000007,⚪ Back Draw
24,2025-09-12,18:00,Argentine Division 1  ,CA Huracan,Velez Sarsfield,2.5,2.63,3.5,16.979999999999997,0.0858357035061486,-0.4167251506372906,0.6633333333333333,0.10333333333333333,0.23333333333333334,0.6583333333333332,-0.7282333333333333,-0.18333333333333335,🟢 Back Home
25,2025-09-12,18:00,Argentine Division 1  ,Racing Club,San Lorenzo,1.85,3.1,5,-21.61,0.9388719008109796,1.3422429714624735,0.4033333333333333,0.4533333333333333,0.14333333333333334,-0.25383333333333336,0.4053333333333333,-0.2833333333333333,⚪ Back Draw
26,2025-09-12,18:00,USL Championship  ,Lexington,Orange County Blues FC,2,3.4,3.3,24.43,0.2452521120643127,-1.0023267101163102,0.6366666666666667,0.15333333333333332,0.21,0.27333333333333343,-0.4786666666666667,-0.30700000000000005,🟢 Back Home
27,2025-09-12,19:00,Categoria Primera A  ,Aguilas Doradas,Dep.Independiente Medellin,3.6,3,2.2,-44.61000000000001,-2.144987483011339,0.7639677946410556,0.43,0.23333333333333334,0.33666666666666667,0.548,-0.30000000000000004,-0.2593333333333333,🟢 Back Home
28,2025-09-12,19:30,Chile Primera Division  ,Union La Calera,Everton CD,2.9,3.25,2.38,16.930000000000003,-0.6145295652868579,-0.46710325739538,0.28,0.24333333333333335,0.4766666666666667,-0.18799999999999994,-0.2091666666666666,0.13446666666666673,🟠 Back Away
29,2025-09-12,19:30,Primera Division de Venezuela  ,Metropolitanos FC,Estudiantes Merida FC,2.15,3.4,2.9,10.4,-0.7827419684801196,-1.5852700210740789,0.55,0.09,0.36,0.1825000000000001,-0.694,0.04400000000000004,🟢 Back Home
30,2025-09-12,20:00,Primera Division de Ecuador  ,Libertad FC,Liga Dep. Universitaria Quito,3.75,3.75,1.9,15.299999999999995,1.6712510361675783,0.2504183565838477,0.4066666666666667,0.20666666666666667,0.38666666666666666,0.5250000000000001,-0.22499999999999998,-0.2653333333333334,🟢 Back Home
31,2025-09-12,20:00,Bolivia Primera Division  ,Bolivar,Club Guabira,1.13,8,17,11.200000000000005,0.1662042096227777,-0.5613818876056723,0.8766666666666667,0.056666666666666664,0.06666666666666667,-0.009366666666666745,-0.5466666666666666,0.1333333333333333,🟠 Back Away
32,2025-09-12,20:15,Argentine Division 1  ,Lanus,Independiente Rivadavia,2,3,4.5,-15.329999999999998,-0.7642180884913485,1.331988970195491,0.5233333333333333,0.20333333333333334,0.2733333333333333,0.046666666666666634,-0.39,0.22999999999999998,🟠 Back Away
33,2025-09-12,20:15,Argentine Division 1  ,Newells Old Boys,Atletico Tucuman,2.63,2.9,3,-6.370000000000001,-0.4369325390945616,-1.2769219235897526,0.5366666666666666,0.23666666666666666,0.22666666666666666,0.4114333333333331,-0.31366666666666665,-0.32000000000000006,🟢 Back Home
34,2025-09-12,20:30,Brazil Serie B  ,Coritiba PR,Goias,2,2.88,4.33,11.63,1.2921399214227978,1.0597179936600634,0.5433333333333333,0.3466666666666667,0.11,0.08666666666666667,-0.0016000000000000458,-0.5237,🟢 Back Home
35,2025-09-12,20:30,Categoria Primera A  ,Atletico Junior Barranquilla,La Equidad,1.42,4.2,8,22.21,-0.1879678285793761,-1.7054050915378285,0.76,0.11,0.13,0.07919999999999994,-0.538,0.040000000000000036,🟢 Back Home
