Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Goals_H_FT,Goals_A_FT
2702663,2025-09-26,00:00,J3 League  ,Vanraure Hachinohe FC,Kagoshima United,2.55,2.75,2.75,1.05,0/0.5,0.75,1.88,2/2.5,1.93,H,15.0,13.0,0.8,23.99,0.3846153846153846,-2.31,0.8,26.0,0.1770944658123681,0.6153846153846154,-1.5000000000000036,0.2914343243183204,26.3,27.500000000000004,0.4685287901306885,1.7732510643055237,1.2863739435572277,-0.4398672448724718,-0.3707242861505526,2.213118309177996,1.6570982297077803,Home,Home,1.0,0.0
2726360,2025-09-26,06:00,Chinese Super League  ,Shanghai Shenhua,Meizhou Hakka,1.13,7.5,15.0,0.88,2,0.93,1.93,3.5,1.88,A,25.0,12.0,0.9166666666666666,12.489999999999997,-0.8333333333333334,10.0,0.88,1.199999999999998,0.3507455355310663,-0.9166666666666666,4.19,0.0974588057392146,2.4899999999999967,-2.9900000000000024,0.4482043412702809,0.9697555764080266,0.1055015070071718,0.293069627679779,0.6557097492330013,0.6766859487282475,0.5502082422258294,Home,Away,6.0,1.0
2744075,2025-09-26,07:30,Chinese Football Association Jia League  ,Foshan Nanshi,Guangxi Pingguo Football Club,2.6,3.25,2.5,0.95,0,0.85,1.95,2/2.5,1.85,A,11.0,11.0,-0.3636363636363636,29.059999999999995,-0.9090909090909092,32.7,-0.6363636363636364,10.92,0.2666473457440296,-1.0,8.190000000000001,0.1516622361413138,-3.640000000000008,2.729999999999998,0.4183095818853434,1.3069226346310725,0.2742519841816359,1.9187102753868133,0.1700881474688424,0.6117876407557408,0.1041638367127934,Away,Home,1.0,2.0
2744076,2025-09-26,07:30,Chinese Football Association Jia League  ,Nantong Zhiyun,ShanXi Union,2.15,3.4,3.0,0.78,0/0.5,1.03,1.98,2.5,1.83,A,11.0,11.0,0.2727272727272727,5.5,-0.1818181818181818,19.96,0.4545454545454545,5.5,0.1205815986827429,0.0909090909090909,-0.8700000000000009,0.2127095754398804,-14.459999999999996,6.370000000000001,0.3332911741226233,0.3970358020157906,0.1746802638558108,1.276788776805779,-0.9475333338187448,0.8797529747899884,1.1222135976745555,Away,Home,1.0,1.0
2744077,2025-09-26,07:30,Chinese Football Association Jia League  ,Qingdao Red Lions,Shijiazhuang Kungfu,3.1,3.2,2.25,0.83,0/-0.5,0.98,2.05,2/2.5,1.75,A,11.0,11.0,-0.1818181818181818,-9.970000000000002,0.1818181818181818,17.229999999999993,-0.2727272727272727,-9.970000000000002,0.0566809479806933,0.0,8.190000000000001,0.2152125268244419,-27.2,-18.160000000000004,0.2718934748051352,-0.287679260674513,-0.8846565472087399,0.4457529137077741,0.3056953906204527,0.7334321743822871,1.190351937829193,Away,Away,0.0,1.0
2726361,2025-09-26,07:35,Chinese Super League  ,Beijing Guoan,Dalian Zhixing,1.44,4.75,6.5,0.88,1/1.5,0.93,1.85,3/3.5,1.95,A,25.0,12.0,0.6666666666666666,29.190000000000005,-0.4166666666666667,12.489999999999997,0.52,6.399999999999996,0.3349821795314731,-0.5,-4.170000000000004,0.0889400396289613,16.70000000000001,10.57,0.4239222191604344,1.855507254682015,-0.5561983978690659,0.5440007685694789,-0.9206093976153312,1.311506486112536,0.3644109997462654,Home,Home,4.0,2.0
2726362,2025-09-26,08:00,Chinese Super League  ,Shanghai Port,Wuhan Three Towns,1.19,6.5,11.0,0.93,2,0.88,1.93,3.5/4,1.88,H,25.0,12.0,0.9230769230769232,6.200000000000003,-0.6666666666666666,4.19,0.72,18.4,0.4488997690689163,-0.8333333333333334,-6.700000000000006,0.3537967768916372,2.0100000000000025,25.100000000000005,0.8026965459605535,0.1702967758821907,-0.3044974026730414,0.5431726129889849,0.3935743627437624,0.3728758371067942,0.6980717654168038,Away,Away,3.0,2.0
2726363,2025-09-26,08:00,Chinese Super League  ,Zhejiang Professional FC,Chengdu Rongcheng FC,4.5,4.0,1.68,0.95,-0.5,0.85,1.8,3,2.0,H,25.0,12.0,0.6666666666666666,26.700000000000003,0.5833333333333334,4.19,0.36,13.199999999999998,0.4270961903790706,0.3333333333333333,20.83,0.3126695474501863,22.51,-7.630000000000001,0.7397657378292569,1.3378850064387606,1.1374499707585857,0.8295537700691331,-0.3458005715553128,0.5083312363696275,1.4832505423138984,Home,Home,3.0,3.0
2866566,2025-09-26,11:00,Finland Veikkausliga  ,Vaasa VPS,FC Haka,2.1,3.6,3.0,0.98,0.5,0.83,1.95,3,1.85,D,12.0,12.0,0.3333333333333333,1.6999999999999993,-0.5833333333333334,-15.8,0.3333333333333333,1.6999999999999993,0.0974588057392146,-0.5833333333333334,0.7999999999999936,0.3195073356553728,17.5,0.9000000000000057,0.4169661413945874,-0.5279366803029041,-0.3632274447515933,-0.5912835088164078,0.6904223916841521,0.0633468285135037,1.0536498364357454,Home,Away,1.0,0.0
2873144,2025-09-26,12:00,Peru Primera Division  ,Alianza Universidad,Sport Boys,1.7,3.6,5.0,0.93,0.5/1,0.88,1.88,2.5,1.93,A,13.0,14.0,0.1538461538461538,-4.579999999999999,-0.9285714285714286,17.099999999999998,0.4615384615384615,-6.890000000000001,0.2320575430148813,-1.0,26.43,0.2679886791947528,-21.68,-33.32,0.500046222209634,0.5484560997759874,-0.0931922539782987,0.9152560716310696,0.964006438904769,0.3667999718550823,1.0571986928830677,Away,Away,2.0,3.0
