Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-08-29,07:00,Chinese Super League  ,Qingdao Manatee,Henan Football Club,20.89,9.039999999999992,0.505459013032951,0.1781950404875839,-0.0608683383751474,0.7263379566091636,0.5790988332658331,3.7,3.9,1.85,0.2390633788627314,0.1472391233433304,Home,Home,0.83,0/-0.5,0.98,1.0,1.0
2025-08-29,10:30,Latvian Higher League  ,Grobina,Jelgava,2.889999999999996,20.02,0.2069675282849428,-0.884264681521664,-1.2503498082845492,0.3564341345066616,0.058761447870121,2.45,3.5,2.55,0.3660851267628852,0.2976726866365405,Home,Home,0.9,0,0.9,3.0,2.0
2025-08-29,14:00,Iceland Division 1  ,IR Reykjavik,Keflavik,7.77,22.300000000000008,0.5124142697617164,1.1193253594389605,0.0713487318037006,1.8398631231945832,0.2038771477893235,2.0,3.6,2.9,1.0479766276352596,1.6359859754052597,Home,Home,0.8,0/0.5,1.0,4.0,2.0
2025-08-29,14:00,Iceland Division 1  ,Fjolnir,Throttur Reykjavik,-14.530000000000005,-52.27,0.2974296925334573,-0.1716006211030901,0.4538892863988032,-1.475035533964581,0.847488245053714,3.3,4.33,1.73,0.6254899075018934,2.3225237790182955,Away,Away,0.8,-0.5/1,1.0,1.0,2.0
2025-08-29,14:00,Iceland Division 1  ,UMF Njardvik,Leiknir Reykjavik,11.1,26.74,0.3357941255071848,0.5674043827154073,-1.4883740265581031,1.265041047308357,-0.8805920710266789,1.38,4.75,5.25,2.0557784092735103,2.145633118335036,Home,Home,0.95,1.5,0.85,3.0,1.0
2025-08-29,14:45,Ireland First Division  ,Athlone Town,Cobh Ramblers,-23.7,-31.69,0.5594230035130732,-0.5988645174903119,1.3812558328419309,-1.1222024720215706,0.4690866084511457,5.0,4.1,1.55,1.9801203503322429,1.5912890804727164,Away,Away,0.85,-1,0.95,0.0,3.0
2025-08-29,14:45,Ireland First Division  ,Finn Harps,Treaty United,-4.980000000000001,12.130000000000004,0.481793778498758,-1.2872456576157,-1.181587865682389,-0.298262510719447,-0.2832921778948762,2.55,3.25,2.6,0.105657791933311,0.0149703328245707,Away,Away,0.8,0/-0.5,1.0,1.0,0.0
2025-08-29,14:45,Ireland First Division  ,Dundalk,Kerry FC,-13.81,14.579999999999998,0.5872823527375668,-0.0735421538473665,1.5860017931430848,-0.2911302564266466,-1.3760065050870354,1.3,5.25,8.5,1.6595439469904514,1.084876248660389,Away,Home,0.98,1.5,0.83,3.0,3.0
2025-08-29,14:45,Ireland First Division  ,UC Dublin,Bray Wanderers,-33.58,-33.53,0.4016151523978572,-0.7674312610882773,1.5931983487195251,-1.611255662529436,0.8005771952157115,2.1,3.4,3.2,2.3606296098078023,2.4118328577451478,Away,Away,0.83,0/0.5,0.98,3.0,2.0
2025-08-29,14:45,Ireland Premier Division  ,Cork City,Waterford United,-7.140000000000001,0.0,0.4548792316903477,-0.1326316604391943,0.9138712864653756,0.5959220564432132,0.7280946865947844,2.45,3.4,2.75,1.04650294690457,0.1321726301515712,Away,Away,0.83,0,0.98,2.0,0.0
