Id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2884838,FT,3,2,2,1,4,7,2,1,0,0
2884832,FT,0,2,0,0,0,0,2,2,0,0
2884840,FT,2,2,2,2,6,10,1,1,0,0
2884848,FT,0,1,0,1,4,10,4,3,0,0
2884842,FT,1,2,0,1,2,3,2,4,0,0
2884836,FT,0,2,0,1,4,5,3,4,0,0
2884834,FT,0,3,0,1,7,5,4,2,0,0
2884843,FT,6,0,1,0,7,2,0,6,0,0
2884829,FT,4,0,2,0,4,1,1,2,0,0
2884835,FT,4,0,3,0,5,1,3,4,0,0
2884833,FT,3,0,1,0,6,1,1,2,0,0
2884831,FT,7,0,3,0,0,0,0,1,0,0
2884847,FT,6,1,1,0,10,2,1,2,0,1
2884846,FT,0,1,0,0,3,9,2,1,0,0
2884837,FT,4,1,0,0,12,3,0,2,0,0
2884841,FT,8,0,4,0,8,3,0,2,0,0
2884830,1st Half,0,0,,,,,0,0,0,0
2884839,1st Half,0,0,,,,,0,0,0,0
2884845,,,,,,,,0,0,0,0
2884844,,,,,,,,0,0,0,0
2884828,,,,,,,,0,0,0,0
2884827,,,,,,,,0,0,0,0
2884783,,,,,,,,0,0,0,0
2884782,,,,,,,,0,0,0,0
2884785,,,,,,,,0,0,0,0
2884786,,,,,,,,0,0,0,0
2884784,,,,,,,,0,0,0,0
2897673,,,,,,,,0,0,0,0
2897668,,,,,,,,0,0,0,0
2898646,,,,,,,,0,0,0,0
2898647,,,,,,,,0,0,0,0
2897666,,,,,,,,0,0,0,0
2870208,2nd Half,0,0,0,0,1,3,1,0,0,0
2806969,,,,,,,,0,0,0,0
2828550,,,,,,,,0,0,0,0
2809100,1st Half,0,0,,,,,0,0,0,0
2809383,,,,,,,,0,0,0,0
2846170,FT,1,2,0,2,0,0,3,3,1,0
2846171,2nd Half,3,0,2,0,0,0,0,0,0,0
2893439,,,,,,,,0,0,0,0
2800772,Postp.,,,,,,,0,0,0,0
2818906,Postp.,,,,,,,0,0,0,0
2818904,Postp.,,,,,,,0,0,0,0
2818907,Postp.,,,,,,,0,0,0,0
2818903,Postp.,,,,,,,0,0,0,0
2818901,Postp.,,,,,,,0,0,0,0
2818902,Postp.,,,,,,,0,0,0,0
2818905,Postp.,,,,,,,0,0,0,0
2818909,Postp.,,,,,,,0,0,0,0
2818908,Postp.,,,,,,,0,0,0,0
2803032,,,,,,,,0,0,0,0
2786651,FT,0,0,0,0,0,6,2,1,1,0
2893384,Pend.,,,,,,,0,0,0,0
2899076,FT,6,3,3,0,0,0,0,0,0,0
2899220,1st Half,0,0,,,2,3,0,0,0,0
2899077,1st Half,0,1,,,,,0,0,0,0
2899227,,,,,,,,0,0,0,0
2899190,,,,,,,,0,0,0,0
2899226,,,,,,,,0,0,0,0
2899115,,,,,,,,0,0,0,0
2899114,,,,,,,,0,0,0,0
2783355,,,,,,,,0,0,0,0
2885761,Pend.,,,,,,,0,0,0,0
2885762,Pend.,,,,,,,0,0,0,0
2885763,Pend.,,,,,,,0,0,0,0
2885764,FT,0,3,0,2,0,0,0,0,0,0
2885765,FT,0,4,0,2,2,4,6,2,0,0
2885766,Pend.,,,,,,,0,0,0,0
2885767,FT,0,3,0,3,0,0,0,1,0,0
2885768,Pend.,,,,,,,0,0,0,0
2898998,FT,0,3,0,1,2,9,1,0,0,0
2899000,FT,5,1,1,0,2,5,5,2,0,0
2899209,FT,0,2,0,0,10,4,1,4,0,0
2899119,FT,0,0,0,0,2,1,1,3,0,0
2899165,FT,0,0,0,0,7,3,1,1,0,0
2872813,FT,1,3,1,2,0,0,0,0,0,0
2872814,FT,14,0,8,0,0,0,0,0,0,0
2872816,FT,1,4,1,2,2,8,1,0,1,0
2872819,FT,0,2,0,0,0,0,0,0,0,0
2872817,FT,0,0,0,0,4,0,3,5,0,1
2872818,FT,2,0,1,0,4,1,2,1,0,0
2844730,FT,1,1,1,1,8,3,3,4,0,0
2874073,FT,2,0,1,0,0,0,0,0,0,0
2878639,,,,,,,,0,0,0,0
2897635,,,,,,,,0,0,0,0
2873865,FT,0,0,0,0,5,4,3,6,0,0
2873859,,,,,,,,0,0,0,0
2850207,FT,1,3,0,2,3,3,0,0,0,0
2850208,FT,3,0,2,0,3,5,2,0,0,0
2850209,FT,3,2,0,1,6,4,0,3,0,0
2850195,Pend.,,,,,,,0,0,0,0
2842564,,,,,,,,0,0,0,0
2899108,FT,1,1,1,1,6,4,0,0,0,0
2899045,FT,1,4,1,2,10,5,2,3,0,0
2869210,,,,,,,,0,0,0,0
2869211,,,,,,,,0,0,0,0
2899046,,,,,,,,0,0,0,0
2899047,,,,,,,,0,0,0,0
2899050,,,,,,,,0,0,0,0
2899054,,,,,,,,0,0,0,0
2899048,,,,,,,,0,0,0,0
2897636,FT,1,1,0,0,4,9,2,2,0,0
2897637,FT,1,2,0,1,5,4,4,5,0,1
2897638,FT,3,0,3,0,5,6,1,1,0,0
2897639,FT,1,2,0,2,5,1,3,4,0,1
2899094,,,,,,,,0,0,0,0
2899219,1st Half,0,0,,,,,0,1,0,0
2898651,,,,,,,,0,0,0,0
2889399,FT,0,1,0,1,7,5,3,5,0,0
2886665,Postp.,,,,,,,0,0,0,0
2886670,FT,1,2,1,1,7,3,1,2,0,1
2893261,Pend.,,,,,,,0,0,0,0
2899222,,,,,,,,0,0,0,0
2899100,,,,,,,,0,0,0,0
2897640,,,,,,,,0,0,0,0
2897641,,,,,,,,0,0,0,0
2897642,,,,,,,,0,0,0,0
2899058,,,,,,,,0,0,0,0
2844974,FT,0,5,0,2,0,0,0,0,0,0
2844971,FT,0,4,0,3,0,0,0,0,0,0
2844972,FT,1,1,1,0,0,3,2,0,0,0
2844970,FT,1,4,0,1,0,0,0,0,0,0
2897664,FT,1,4,0,1,0,0,0,0,0,0
2844968,FT,5,0,4,0,0,0,0,0,0,0
2844973,FT,4,1,0,0,0,0,0,0,0,0
2844976,FT,0,2,0,2,0,0,0,0,0,0
2844975,FT,1,2,0,1,0,0,0,0,0,0
2847659,FT,2,1,0,1,6,5,1,1,0,0
2847664,FT,2,1,1,0,0,0,0,0,0,0
2847661,FT,0,2,0,2,3,7,0,0,0,0
2847662,FT,1,2,1,1,4,5,1,1,0,0
2847666,FT,1,2,1,1,2,3,0,1,0,0
2847663,FT,3,1,3,1,2,0,0,0,0,0
2847660,FT,2,1,0,1,3,3,3,3,0,0
2899093,Pend.,,,,,,,0,0,0,0
2899083,FT,0,1,0,1,2,3,1,1,0,0
2899081,FT,1,0,1,0,4,3,3,0,0,0
2899082,FT,0,0,0,0,2,2,1,1,0,0
2899084,FT,0,2,0,0,7,4,2,4,0,0
2898804,FT,0,0,0,0,3,5,3,3,0,0
2898825,FT,0,0,0,0,3,12,0,0,0,0
2898826,FT,1,1,0,0,6,0,1,0,0,0
2854084,,,,,,,,0,0,0,0
2854060,,,,,,,,0,0,0,0
2899001,FT,1,3,1,1,2,9,2,1,0,0
2899112,FT,3,0,0,0,8,3,6,2,0,1
2899068,FT,2,7,1,4,1,7,1,3,0,0
2899069,FT,2,1,1,0,2,4,4,1,0,0
2899067,FT,0,0,0,0,5,6,1,4,0,0
2899215,FT,1,0,1,0,2,1,0,0,0,0
2899066,FT,2,0,0,0,8,7,2,2,0,0
2899065,FT,3,2,0,2,2,6,0,1,0,0
2899064,FT,1,0,0,0,1,4,1,3,0,0
2899233,,,,,,,,0,0,0,0
2899116,,,,,,,,0,0,0,0
2899091,2nd Half,1,0,0,0,5,6,4,3,0,0
2899089,FT,3,0,2,0,6,4,2,0,0,0
2899118,,,,,,,,0,0,0,0
2899090,,,,,,,,0,0,0,0
2899092,,,,,,,,0,0,0,0
2897931,,,,,,,,0,0,0,0
2899052,FT,3,0,1,0,7,1,1,3,0,1
2899049,,,,,,,,0,0,0,0
2899013,FT,1,0,0,0,9,2,1,4,0,0
2899195,FT,0,3,0,1,1,7,0,1,0,0
2899205,FT,1,2,0,1,5,7,0,4,0,0
2896867,FT,0,1,0,1,0,12,0,0,0,0
2896868,FT,3,0,0,0,4,0,2,2,0,0
2899073,,,,,,,,0,0,0,0
2899072,,,,,,,,0,0,0,0
2899123,,,,,,,,0,0,0,0
2899122,,,,,,,,0,0,0,0
2899124,,,,,,,,0,0,0,0
2899217,,,,,,,,0,0,0,0
2899229,,,,,,,,0,0,0,0
2899231,,,,,,,,0,0,0,0
2899234,,,,,,,,0,0,0,0
2899223,FT,0,0,0,0,2,2,1,1,0,0
2899027,FT,1,0,1,0,10,3,0,2,0,0
2897643,FT,3,0,1,0,6,1,1,1,0,0
2897644,1st Half,0,0,,,,,0,0,0,0
2899218,FT,1,0,0,0,0,6,0,0,0,0
2899109,2nd Half,1,2,1,0,2,5,3,0,0,0
2899117,,,,,,,,0,0,0,0
2899079,,,,,,,,0,0,0,0
2898144,,,,,,,,0,0,0,0
2899120,FT,0,1,0,1,0,2,1,0,0,0
