game_id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2862046,FT,0.0,2.0,0.0,1.0,6.0,5.0,1,3,0,0
2862111,FT,1.0,1.0,1.0,0.0,2.0,8.0,2,2,0,0
2862147,FT,1.0,0.0,1.0,0.0,4.0,3.0,2,2,0,0
2862067,FT,2.0,1.0,2.0,1.0,3.0,4.0,3,1,0,0
2862004,FT,0.0,1.0,0.0,1.0,6.0,3.0,0,4,0,0
2862143,FT,1.0,2.0,0.0,0.0,14.0,3.0,1,1,0,0
2862089,FT,3.0,0.0,2.0,0.0,3.0,6.0,2,4,1,2
2862131,FT,0.0,2.0,0.0,2.0,8.0,3.0,1,3,0,0
2862124,FT,0.0,2.0,0.0,1.0,7.0,5.0,2,1,0,0
2862050,FT,2.0,0.0,1.0,0.0,2.0,1.0,1,1,0,0
2862062,FT,0.0,2.0,0.0,0.0,8.0,1.0,3,3,0,0
2862024,FT,2.0,1.0,2.0,0.0,3.0,7.0,2,1,0,0
2862106,FT,2.0,0.0,1.0,0.0,1.0,9.0,3,0,0,0
2862135,FT,2.0,3.0,1.0,2.0,10.0,8.0,3,2,0,0
2862018,FT,2.0,1.0,1.0,1.0,5.0,3.0,3,2,0,0
2862038,FT,1.0,3.0,1.0,2.0,5.0,3.0,1,1,0,0
2862086,FT,3.0,1.0,1.0,1.0,5.0,1.0,3,2,0,0
2862094,FT,0.0,1.0,0.0,1.0,5.0,3.0,0,3,0,0
2846752,FT,1.0,1.0,1.0,1.0,7.0,4.0,1,1,0,0
2846753,FT,1.0,1.0,1.0,0.0,0.0,4.0,3,2,1,1
2859722,FT,2.0,1.0,1.0,0.0,9.0,7.0,3,2,0,0
2859733,FT,2.0,0.0,1.0,0.0,2.0,2.0,1,2,0,0
2734964,FT,1.0,0.0,1.0,0.0,6.0,3.0,4,1,0,0
2734958,FT,0.0,2.0,0.0,1.0,8.0,6.0,3,0,0,1
2734957,FT,0.0,0.0,0.0,0.0,4.0,2.0,3,7,0,1
2797583,FT,2.0,2.0,1.0,0.0,5.0,4.0,4,4,0,0
2781775,FT,3.0,0.0,0.0,0.0,8.0,1.0,0,1,0,0
2781781,FT,0.0,0.0,0.0,0.0,5.0,0.0,1,1,0,0
2781782,FT,3.0,2.0,2.0,1.0,5.0,1.0,1,3,0,0
2781776,FT,5.0,0.0,3.0,0.0,9.0,2.0,0,0,0,0
2860743,FT,3.0,0.0,1.0,0.0,4.0,6.0,0,0,0,0
2860755,FT,0.0,1.0,0.0,0.0,4.0,3.0,1,3,0,0
2860780,FT,2.0,1.0,1.0,0.0,1.0,6.0,2,1,0,0
2860779,FT,2.0,0.0,0.0,0.0,10.0,3.0,0,1,0,0
2860756,FT,0.0,2.0,0.0,0.0,4.0,7.0,1,0,0,0
2860744,FT,3.0,0.0,2.0,0.0,8.0,4.0,3,1,0,0
2862198,FT,4.0,1.0,3.0,0.0,2.0,4.0,3,1,0,0
2862174,FT,0.0,2.0,0.0,1.0,3.0,4.0,1,3,0,1
2862179,FT,0.0,1.0,0.0,0.0,4.0,8.0,1,1,0,0
2862247,FT,1.0,0.0,1.0,0.0,2.0,1.0,2,3,0,1
2862260,FT,3.0,0.0,3.0,0.0,2.0,7.0,1,1,0,0
2862224,FT,2.0,0.0,2.0,0.0,12.0,0.0,1,2,0,0
2862240,FT,1.0,0.0,0.0,0.0,7.0,5.0,2,2,0,1
2862184,FT,5.0,0.0,3.0,0.0,4.0,4.0,3,2,0,0
2862159,FT,1.0,1.0,0.0,0.0,1.0,2.0,4,0,0,0
2862172,FT,4.0,1.0,2.0,0.0,7.0,2.0,3,4,0,0
2862173,FT,4.0,0.0,1.0,0.0,6.0,2.0,2,3,0,1
2862187,FT,1.0,2.0,0.0,2.0,5.0,1.0,1,2,0,0
2862242,FT,3.0,1.0,1.0,1.0,9.0,4.0,3,4,0,0
2862165,FT,2.0,0.0,1.0,0.0,8.0,0.0,3,1,0,0
2862180,FT,2.0,3.0,1.0,1.0,4.0,6.0,4,4,0,0
2862192,FT,0.0,0.0,0.0,0.0,3.0,5.0,1,2,0,0
2862202,FT,0.0,1.0,0.0,1.0,8.0,2.0,3,4,0,0
2862263,FT,2.0,0.0,0.0,0.0,10.0,1.0,1,2,0,1
2788853,FT,2.0,1.0,0.0,0.0,9.0,2.0,0,2,0,0
2817760,FT,1.0,1.0,0.0,1.0,0.0,7.0,4,2,0,0
2873158,FT,2.0,0.0,0.0,0.0,4.0,4.0,2,4,0,0
2881456,FT,0.0,1.0,0.0,1.0,2.0,4.0,4,3,1,0
2868895,FT,0.0,1.0,0.0,1.0,5.0,4.0,6,4,1,0
2828625,Postp.,,,,,,,0,0,0,0
2828623,Postp.,,,,,,,0,0,0,0
2828620,FT,0.0,4.0,0.0,1.0,0.0,0.0,0,0,0,0
2882291,FT,2.0,2.0,1.0,2.0,2.0,8.0,1,1,1,1
2882292,FT,0.0,5.0,0.0,2.0,0.0,0.0,0,0,0,0
2882293,FT,3.0,2.0,2.0,2.0,1.0,5.0,3,2,0,0
2884734,FT,3.0,0.0,1.0,0.0,4.0,4.0,0,2,0,0
2884733,FT,3.0,0.0,1.0,0.0,3.0,3.0,1,5,0,0
2884737,FT,0.0,3.0,0.0,1.0,9.0,6.0,2,3,0,0
2706767,FT,2.0,1.0,0.0,1.0,7.0,1.0,0,1,0,0
2792566,FT,1.0,1.0,1.0,0.0,2.0,10.0,0,1,0,0
2745129,FT,1.0,1.0,0.0,1.0,5.0,2.0,3,2,0,0
2745130,FT,1.0,1.0,1.0,0.0,3.0,5.0,2,3,1,0
2851554,FT,0.0,2.0,0.0,0.0,4.0,5.0,1,3,0,0
2868260,FT,1.0,2.0,1.0,0.0,0.0,0.0,1,1,0,0
2861639,FT,0.0,4.0,0.0,1.0,5.0,5.0,1,2,0,0
2861641,FT,2.0,0.0,2.0,0.0,5.0,6.0,2,2,0,0
2861640,FT,0.0,1.0,0.0,0.0,4.0,4.0,3,2,0,0
2872162,FT,3.0,4.0,1.0,2.0,9.0,2.0,3,1,0,0
2872165,FT,0.0,2.0,0.0,0.0,1.0,4.0,0,3,1,0
2875327,FT,1.0,2.0,0.0,1.0,4.0,2.0,4,5,0,0
2858490,Postp.,,,,,,,0,0,0,0
2849678,FT,5.0,3.0,3.0,0.0,14.0,0.0,0,1,0,0
2749094,FT,2.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0
2749095,FT,1.0,2.0,0.0,1.0,9.0,7.0,2,0,0,0
2749096,FT,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0,0
2749097,FT,1.0,1.0,1.0,0.0,6.0,4.0,1,1,0,0
2722021,FT,1.0,1.0,0.0,0.0,7.0,5.0,0,1,0,0
2884458,FT,0.0,2.0,0.0,1.0,2.0,6.0,1,0,0,0
2882443,FT,1.0,1.0,1.0,0.0,3.0,2.0,1,1,0,0
2882449,FT,0.0,0.0,0.0,0.0,5.0,0.0,1,0,0,0
2882450,FT,0.0,1.0,0.0,0.0,0.0,7.0,2,3,0,0
2882444,FT,0.0,7.0,0.0,4.0,0.0,6.0,1,1,0,0
2829997,FT,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2830002,FT,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2829998,Postp.,,,,,,,0,0,0,0
2881693,FT,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2881690,FT,0.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0
2881689,FT,2.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2881694,FT,3.0,1.0,2.0,0.0,0.0,0.0,0,0,0,0
2881691,FT,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
2881692,FT,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3
2876152,FT,0.0,5.0,0.0,2.0,0.0,0.0,0,0,0,0
2876151,FT,1.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0
2876150,FT,3.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0
2876149,Postp.,,,,,,,0,0,0,0
2876153,FT,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0
2762517,FT,3.0,2.0,2.0,0.0,0.0,0.0,4,1,0,0
2762516,Postp.,,,,,,,0,0,0,0
2762515,FT,1.0,2.0,1.0,1.0,4.0,4.0,3,4,0,0
2884679,FT,2.0,3.0,0.0,1.0,5.0,5.0,0,4,0,0
2744712,FT,1.0,2.0,0.0,1.0,10.0,7.0,1,3,0,0
2881695,FT,1.0,1.0,1.0,1.0,7.0,1.0,1,3,0,0
2881698,FT,2.0,0.0,0.0,0.0,2.0,0.0,2,1,0,0
2881699,FT,0.0,2.0,0.0,0.0,4.0,4.0,2,1,0,0
2881700,FT,1.0,1.0,1.0,1.0,2.0,5.0,1,2,0,0
2881697,FT,1.0,1.0,0.0,0.0,3.0,2.0,4,3,0,0
2881696,FT,0.0,0.0,0.0,0.0,5.0,1.0,1,1,0,0
2882616,FT,1.0,0.0,1.0,0.0,2.0,4.0,2,2,0,0
2881701,FT,1.0,1.0,1.0,0.0,4.0,3.0,5,3,0,0
2884707,FT,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2884962,FT,0.0,1.0,0.0,1.0,1.0,4.0,0,3,0,0
2881709,FT,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0
2884966,FT,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2884967,Postp.,,,,,,,0,0,0,0
2884968,FT,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2883216,FT,1.0,2.0,0.0,0.0,3.0,3.0,2,1,0,0
2884557,FT,1.0,1.0,0.0,1.0,3.0,5.0,4,1,1,0
2884640,Postp.,,,,,,,0,0,0,0
2884642,Postp.,,,,,,,0,0,0,0
2884641,FT,5.0,2.0,2.0,1.0,4.0,2.0,1,4,0,1
2884656,FT,1.0,1.0,0.0,1.0,5.0,5.0,4,1,0,0
2884665,FT,0.0,1.0,0.0,0.0,2.0,0.0,2,2,0,0
2884669,FT,2.0,0.0,0.0,0.0,4.0,1.0,1,3,1,1
2884668,FT,3.0,3.0,2.0,2.0,2.0,3.0,3,5,0,1
2884949,FT,1.0,4.0,0.0,1.0,3.0,8.0,1,4,0,0
2884667,FT,4.0,1.0,0.0,1.0,3.0,6.0,3,2,0,0
2884963,FT,1.0,3.0,1.0,1.0,0.0,0.0,0,0,0,0
2884964,FT,3.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0
2884659,FT,0.0,0.0,0.0,0.0,6.0,6.0,1,3,0,0
2884666,FT,1.0,1.0,0.0,0.0,6.0,5.0,3,4,0,0
2881684,FT,0.0,1.0,0.0,1.0,2.0,1.0,2,2,0,1
2881688,FT,2.0,2.0,1.0,1.0,4.0,1.0,1,1,0,0
2881686,FT,3.0,1.0,0.0,0.0,3.0,7.0,2,0,0,0
2881687,FT,2.0,1.0,1.0,0.0,3.0,5.0,0,2,0,0
2881685,FT,1.0,4.0,1.0,3.0,8.0,8.0,3,1,0,0
2884661,Postp.,,,,,,,0,0,0,0
