game_id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2789179,FT,3.0,1.0,1.0,1.0,2.0,8.0,1,4,0,0
2789186,FT,1.0,2.0,1.0,0.0,7.0,12.0,2,1,0,0
2804361,FT,0.0,1.0,0.0,0.0,12.0,4.0,3,2,1,0
2804357,FT,2.0,1.0,1.0,1.0,7.0,2.0,3,3,0,0
2804355,FT,2.0,1.0,1.0,1.0,12.0,1.0,1,2,0,0
2804356,FT,2.0,0.0,2.0,0.0,5.0,5.0,0,1,0,0
2784531,FT,3.0,1.0,2.0,0.0,1.0,5.0,0,3,0,0
2784529,FT,0.0,0.0,0.0,0.0,4.0,6.0,0,1,0,0
2784530,FT,2.0,0.0,1.0,0.0,8.0,1.0,0,4,0,0
2784526,FT,2.0,2.0,1.0,1.0,3.0,9.0,4,2,0,0
2784527,FT,2.0,1.0,2.0,0.0,1.0,7.0,1,0,1,0
2799446,FT,1.0,1.0,1.0,1.0,6.0,8.0,2,1,0,0
2799445,FT,1.0,2.0,1.0,1.0,8.0,8.0,2,2,0,0
2799450,FT,0.0,0.0,0.0,0.0,5.0,3.0,2,2,0,1
2800068,FT,1.0,1.0,1.0,0.0,5.0,5.0,1,1,0,0
2800065,FT,0.0,1.0,0.0,1.0,3.0,4.0,4,4,0,0
2800064,FT,0.0,2.0,0.0,2.0,11.0,4.0,1,1,0,0
2800067,FT,0.0,0.0,0.0,0.0,4.0,6.0,2,2,0,0
2800070,FT,0.0,0.0,0.0,0.0,8.0,4.0,3,2,0,1
2826209,FT,2.0,2.0,1.0,0.0,4.0,9.0,3,3,0,0
2826208,FT,3.0,1.0,1.0,0.0,6.0,9.0,3,4,0,0
2846748,FT,0.0,2.0,0.0,1.0,3.0,7.0,2,1,0,0
2846749,FT,2.0,2.0,1.0,1.0,12.0,5.0,1,1,0,0
2846750,FT,2.0,0.0,0.0,0.0,5.0,4.0,2,2,0,0
2859731,FT,1.0,2.0,0.0,0.0,7.0,4.0,1,2,0,0
2859732,FT,2.0,2.0,1.0,1.0,8.0,3.0,1,3,0,0
2859728,FT,2.0,0.0,1.0,0.0,6.0,4.0,3,2,0,0
2859727,FT,1.0,3.0,1.0,1.0,2.0,4.0,3,2,0,0
2859726,FT,1.0,1.0,2.0,0.0,2.0,3.0,2,4,0,0
2858893,FT,0.0,1.0,0.0,1.0,5.0,4.0,2,3,0,0
2858894,FT,1.0,1.0,0.0,0.0,2.0,6.0,3,3,0,0
2858895,FT,2.0,0.0,1.0,0.0,4.0,6.0,3,4,0,0
2822324,FT,4.0,0.0,1.0,0.0,3.0,2.0,3,2,0,0
2799770,FT,3.0,1.0,0.0,1.0,4.0,2.0,2,1,0,0
2799772,FT,0.0,3.0,0.0,2.0,6.0,1.0,2,3,0,0
2799774,FT,3.0,1.0,1.0,0.0,3.0,9.0,3,4,0,0
2807696,FT,1.0,1.0,1.0,0.0,8.0,5.0,3,5,0,0
2807687,FT,2.0,1.0,1.0,1.0,0.0,3.0,5,4,0,1
2807688,FT,0.0,0.0,0.0,0.0,1.0,1.0,2,2,0,0
2807690,FT,3.0,4.0,3.0,1.0,2.0,8.0,1,2,0,0
