game_id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2789210,FT,1.0,0.0,1.0,0.0,5.0,6.0,1,4,0,0
2789209,FT,1.0,0.0,1.0,0.0,4.0,3.0,0,0,0,0
2789218,FT,2.0,3.0,2.0,2.0,4.0,3.0,1,0,0,0
2789211,FT,2.0,0.0,2.0,0.0,6.0,4.0,3,1,0,0
2789214,FT,0.0,3.0,0.0,2.0,9.0,8.0,2,0,0,0
2804388,FT,1.0,1.0,0.0,1.0,5.0,4.0,3,2,0,0
2804391,FT,2.0,1.0,2.0,1.0,12.0,4.0,3,3,0,1
2804389,HT,2.0,1.0,2.0,1.0,3.0,0.0,0,2,0,0
2804390,,,,,,,,0,0,0,0
2784559,FT,2.0,1.0,0.0,1.0,9.0,1.0,2,2,0,0
2784558,FT,0.0,1.0,0.0,1.0,6.0,6.0,3,2,0,0
2784561,FT,2.0,2.0,1.0,0.0,3.0,2.0,3,4,0,0
2784553,2nd Half,0.0,2.0,0.0,1.0,4.0,5.0,2,1,0,0
2784554,,,,,,,,0,0,0,0
2799471,FT,2.0,0.0,1.0,0.0,2.0,3.0,1,2,0,1
2799477,FT,2.0,1.0,1.0,1.0,7.0,5.0,3,2,0,0
2800095,FT,6.0,1.0,2.0,0.0,7.0,8.0,3,2,0,0
2800099,FT,1.0,2.0,0.0,2.0,7.0,3.0,5,2,0,0
2800091,FT,2.0,0.0,1.0,0.0,1.0,6.0,1,0,0,0
2800092,FT,0.0,1.0,0.0,0.0,13.0,5.0,2,2,0,0
2800096,,,,,,,,0,0,0,0
2826233,FT,1.0,3.0,0.0,1.0,8.0,4.0,6,3,2,0
2826234,FT,1.0,0.0,0.0,0.0,5.0,1.0,2,3,0,1
2884264,FT,2.0,1.0,1.0,0.0,1.0,7.0,5,2,0,0
2884266,FT,0.0,1.0,0.0,1.0,7.0,1.0,1,3,0,0
2884265,FT,2.0,1.0,2.0,1.0,3.0,7.0,4,3,0,0
2859765,FT,2.0,0.0,1.0,0.0,6.0,10.0,2,0,0,0
2859770,FT,2.0,1.0,0.0,0.0,11.0,1.0,0,4,0,0
2859771,FT,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
2859768,FT,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0
2859773,FT,2.0,0.0,1.0,0.0,4.0,4.0,3,3,0,0
