game_id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2849377,FT,1.0,0.0,0.0,0.0,9.0,1.0,2,3,0,0
2849368,FT,0.0,3.0,0.0,2.0,8.0,7.0,0,1,0,0
2849373,FT,3.0,2.0,0.0,2.0,4.0,2.0,2,1,0,0
2849369,FT,3.0,1.0,1.0,0.0,5.0,6.0,1,1,0,0
2849379,FT,3.0,1.0,1.0,1.0,5.0,7.0,0,1,0,0
2849372,FT,2.0,1.0,1.0,1.0,8.0,2.0,1,2,0,0
2849376,FT,0.0,1.0,0.0,0.0,4.0,7.0,0,1,0,0
2849381,FT,0.0,1.0,0.0,0.0,2.0,2.0,2,1,0,0
2849380,FT,1.0,0.0,0.0,0.0,1.0,4.0,1,0,0,0
2849378,FT,2.0,1.0,1.0,0.0,4.0,7.0,1,1,0,0
2849375,FT,3.0,1.0,2.0,0.0,9.0,1.0,1,2,0,0
2849370,FT,1.0,2.0,1.0,1.0,6.0,3.0,2,1,0,0
2849371,FT,4.0,0.0,2.0,0.0,9.0,1.0,2,0,0,0
2849382,FT,1.0,2.0,1.0,1.0,8.0,1.0,3,1,0,0
2849374,FT,2.0,1.0,0.0,1.0,8.0,2.0,1,4,0,1
2849383,FT,0.0,2.0,0.0,0.0,4.0,3.0,5,0,1,0
2849384,FT,0.0,1.0,0.0,1.0,3.0,3.0,3,3,0,0
2886744,FT,0.0,1.0,0.0,1.0,2.0,5.0,1,2,0,0
2886740,FT,1.0,4.0,0.0,1.0,9.0,7.0,1,4,0,0
2884760,FT,2.0,1.0,1.0,1.0,8.0,3.0,0,5,0,0
2884761,FT,1.0,2.0,1.0,2.0,3.0,5.0,2,2,0,0
2884762,FT,7.0,1.0,4.0,1.0,8.0,1.0,0,1,0,0
2884763,FT,2.0,2.0,2.0,0.0,8.0,5.0,0,0,0,0
2815646,2nd Half,0.0,1.0,0.0,0.0,1.0,3.0,1,1,0,0
2719978,FT,1.0,1.0,1.0,1.0,11.0,2.0,1,0,0,0
2719979,FT,0.0,2.0,0.0,2.0,3.0,2.0,2,0,0,0
2817855,FT,3.0,1.0,2.0,0.0,2.0,3.0,1,3,0,0
2820479,FT,1.0,1.0,1.0,1.0,10.0,2.0,1,3,1,0
2831947,FT,1.0,2.0,0.0,2.0,4.0,1.0,2,2,0,0
2828184,FT,1.0,0.0,0.0,0.0,3.0,3.0,2,3,0,0
2828182,FT,0.0,1.0,0.0,0.0,2.0,7.0,1,2,0,0
