Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Goals_H_FT,Goals_A_FT
2702681,2025-10-10,06:00,J3 League  ,Osaka FC,FC Ryukyu,1.62,3.7,4.5,0.8,0.5/1,1.0,1.8,2.5,2.0,H,15.0,15.0,0.8,-4.690000000000003,-0.6,19.3,0.8666666666666667,22.01,0.1982422808259466,-0.8,-2.6700000000000035,0.1982422808259466,-23.99,24.680000000000007,0.3964845616518932,0.4848533926051647,1.1712250004679985,1.5678269129602649,0.5679305449100487,1.0829735203551,0.6032944555579496,Away,Home,3.0,0.0
2816513,2025-10-10,13:00,Germany Regionalliga  ,TSV Buchbach,DJK Vilzing,2.1,3.6,2.8,0.9,0/0.5,0.9,1.95,3,1.85,H,5.0,5.0,-0.2,46.0,-0.4,46.0,0.0,40.0,0.1500357088201714,-0.2,-20.0,0.1500357088201714,0.0,60.0,0.3000714176403428,2.0267573013919784,1.7553923666075564,1.1517732607127131,-1.0818987051400857,0.8749840406792653,2.837291071747642,Home,Home,1.0,4.0
2816516,2025-10-10,13:00,Germany Regionalliga  ,SpVgg Hankofen-Hailing,Unterhaching,8.5,5.75,1.22,0.9,-2/2.5,0.9,1.8,3.5,2.0,D,3.0,4.0,-0.3333333333333333,26.700000000000003,1.0,35.0,-0.3333333333333333,-6.700000000000006,0.2076549551264878,1.0,-7.5,0.0455860626446362,-8.299999999999997,0.7999999999999936,0.253241017771124,0.7636929826130493,-0.6048546443416903,0.452920217938782,-1.4307213622620996,0.3107727646742672,0.8258667179204092,Home,Home,1.0,6.0
2816517,2025-10-10,13:00,Germany Regionalliga  ,FC Memmingen,SpVgg Ansbach,1.95,3.75,3.0,1.0,0.5,0.8,1.83,2.5/3,1.98,D,4.0,3.0,0.0,-32.5,-1.0,-6.700000000000006,0.0,-32.5,0.0455860626446362,-1.0,-6.700000000000006,0.3423719528896193,-25.799999999999997,-25.799999999999997,0.3879580155342555,-1.1972807495452285,-1.7832088492084055,-0.7564938560844983,-0.6184280418311168,0.4407868934607302,1.1647808073772887,Away,Away,2.0,2.0
2776241,2025-10-10,13:30,Argentine Division 1  ,San Lorenzo,San Martin San Juan,1.8,3.1,5.75,0.95,1,0.85,1.8,2/2.5,2.0,H,15.0,13.0,0.2666666666666666,0.669999999999999,-0.9230769230769232,36.9,0.7333333333333333,20.0,0.1982422808259466,-1.0,6.200000000000003,0.0817937909246571,-36.23,13.799999999999995,0.2800360717506037,0.26151819239671,1.4389293657495343,2.124644987282988,-1.1042290548405236,1.8631267948862775,2.543158420590058,Away,Home,0.0,1.0
2871577,2025-10-10,14:15,Holland Eerste Divisie  ,Almere City FC,Vitesse Arnhem,1.45,5.0,5.5,0.98,1/1.5,0.83,1.88,3,1.93,A,4.0,3.0,1.0,35.0,-1.0,-6.700000000000006,1.0,10.0,0.3006360524426366,-1.0,26.700000000000003,0.2076549551264878,41.7,-16.700000000000003,0.5082910075691244,0.7174025892120927,-0.5452414166804337,-1.9727478305515,0.1299052161987845,2.6901504197635924,0.6751466328792182,Home,Away,2.0,2.0
2837458,2025-10-10,14:30,Italy C1  ,Arezzo,Gubbio,1.5,3.9,5.5,0.88,1,0.93,1.8,2/2.5,2.0,D,4.0,4.0,1.0,-40.0,0.0,-25.0,1.0,17.5,0.0455860626446362,-0.5,17.5,0.0614903152761605,-15.0,0.0,0.1070763779207967,-1.542467233498081,0.1540383784304503,-0.5739607576747373,1.5885335047124187,0.9685064758233436,1.4344951262819683,Away,Away,1.0,0.0
2837460,2025-10-10,14:30,Italy C1  ,A.S.D. Bra,Athletic Carpi,2.9,3.0,2.35,0.75,0/-0.5,1.05,1.98,2/2.5,1.83,H,4.0,4.0,-0.5,35.0,-0.75,35.0,-1.0,35.0,0.1500357088201714,-1.0,10.0,0.0455860626446362,0.0,25.0,0.1956217714648075,2.0422066146713864,2.3350821101281607,0.7424588849571109,0.4667163586182689,1.2997477297142757,1.868365751509892,Home,Home,1.0,3.0
2701475,2025-10-10,14:45,Ireland First Division  ,Dundalk,Finn Harps,1.25,5.5,9.5,0.83,1.5,0.98,2.0,3,1.8,H,17.0,17.0,1.0,7.100000000000001,-0.5882352941176471,-3.550000000000003,1.0,12.9,0.3317819560677652,-0.5882352941176471,2.9700000000000024,0.261648011960881,10.650000000000004,9.929999999999998,0.5934299680286462,0.0987429974671761,-0.1359977106556832,-1.0202988328852882,0.7838762417072465,1.1190418303524643,0.9198739523629296,Home,Away,3.0,0.0
2701476,2025-10-10,14:45,Ireland First Division  ,Kerry FC,Wexford (Youth),2.75,3.3,2.4,0.83,0,0.98,1.8,2.5,2.0,A,17.0,17.0,-0.1764705882352941,12.380000000000004,-0.3529411764705882,4.119999999999997,-0.2941176470588235,12.380000000000004,0.132797938655564,-0.4117647058823529,16.439999999999998,0.3600507438551554,8.260000000000007,-4.059999999999993,0.4928486825107194,0.5224603051654593,0.123111266594411,0.6416604907724286,1.299799220492461,0.1192001856069693,1.17668795389805,Away,Away,0.0,2.0
2701477,2025-10-10,14:45,Ireland First Division  ,Treaty United,Bray Wanderers,2.45,3.5,2.5,1.03,0,0.78,1.85,2.5/3,1.95,H,17.0,17.0,0.4117647058823529,6.480000000000002,-0.2352941176470588,14.669999999999998,0.4117647058823529,18.8,0.3600507438551554,-0.2352941176470588,7.100000000000001,0.4129996672121181,-8.189999999999996,11.699999999999996,0.7730504110672736,1.553747358765804,1.3403973500713786,1.7303331293077049,1.0915150337838848,0.1765857705419009,0.2488823162874938,Away,Home,2.0,1.0
2701478,2025-10-10,14:45,Ireland First Division  ,UC Dublin,Athlone Town,1.42,4.5,6.25,0.88,1/1.5,0.93,1.8,2.5,2.0,D,17.0,17.0,0.4705882352941176,-7.060000000000002,-0.6470588235294118,7.100000000000001,0.5882352941176471,-2.930000000000004,0.173094861439049,-0.6470588235294118,-16.5,0.3096289731154949,-14.160000000000004,13.569999999999997,0.4827238345545439,-0.6384510848765866,-1.45466949800589,1.450799242667424,-0.7895819630764722,2.089250327544011,0.6650875349294179,Away,Away,2.0,2.0
2701479,2025-10-10,14:45,Ireland First Division  ,Longford Town,Cobh Ramblers,6.0,4.33,1.45,1.05,-1,0.75,2.15,3,1.6800000000000002,D,17.0,17.0,-0.5882352941176471,30.02,0.2941176470588235,16.439999999999998,-0.7647058823529411,22.34,0.261648011960881,0.4117647058823529,12.9,0.3096289731154949,13.580000000000002,9.44,0.5712769850763759,1.742962163302702,1.0369231691804537,1.5428673327519884,0.7734324055027639,0.2000948305507135,0.2634907636776895,Home,Home,3.0,1.0
2823998,2025-10-10,14:45,Welsh Premier League  ,Haverfordwest County,Bala Town F.C.,1.85,3.3,3.8,0.88,0.5,0.93,1.98,2.5,1.83,D,6.0,6.0,0.3333333333333333,19.99,-0.6666666666666666,26.700000000000003,-0.1666666666666666,-6.700000000000006,0.2999883213415286,-0.6666666666666666,10.0,0.1176182311592532,-6.710000000000004,-16.700000000000006,0.4176065525007817,0.4469634743974571,-0.7022661831278699,1.2365735172453578,-0.2943654521757091,0.7896100428479007,0.4079007309521608,Away,Away,2.0,0.0
2701264,2025-10-10,15:00,Ireland Premier Division  ,Shamrock Rovers,Shelbourne,2.05,2.9,4.33,1.0,0.5,0.8,1.98,2/2.5,1.83,D,15.0,15.0,0.9333333333333332,15.309999999999995,0.0,-2.6700000000000035,1.0,22.01,0.3259026690286935,-0.0666666666666666,17.33,0.2320575430148813,17.979999999999997,4.680000000000003,0.5579602120435748,1.307417552915509,1.0579738987563143,0.377616252467314,1.164849854166472,0.9298013004481948,0.1068759554101574,Home,Away,0.0,1.0
2776233,2025-10-10,15:15,Argentine Division 1  ,Defensa Y Justicia,Argentinos Juniors,3.6,3.25,2.15,0.98,0/0.5,0.83,2.0,2/2.5,1.8,D,13.0,13.0,0.6923076923076923,-12.28,-0.0769230769230769,-5.389999999999999,0.6153846153846154,6.200000000000003,0.2800877556899882,0.1538461538461538,3.0799999999999974,0.2365895936154873,-6.890000000000001,3.120000000000005,0.5166773493054755,-0.7712839898315006,-0.3629741496435664,0.0324297783969961,0.8357794029238328,0.8037137682284967,1.1987535525673991,Away,Away,1.0,0.0
2806922,2025-10-10,15:15,Spain Primera Division RFEF  ,Barakaldo CF,Athletic Bilbao B,2.9,2.75,2.5,1.0,0,0.8,1.8,1.5/2,2.0,D,3.0,3.0,0.3333333333333333,-30.010000000000005,0.0,13.309999999999995,0.6666666666666666,3.3299999999999965,0.0945286548008661,1.0,-40.0,0.0614903152761605,-43.32,43.33,0.1560189700770266,-0.5574045768414388,0.5380549651086624,-0.7656036338405975,-1.4528741301612516,0.2081990569991586,1.990929095269914,Home,Home,2.0,1.0
2776232,2025-10-10,15:45,Argentine Division 1  ,Central Cordoba SDE,Club Atlético Unión,2.7,2.88,3.0,0.98,0/0.5,0.83,2.0,2/2.5,1.8,H,13.0,13.0,0.3076923076923077,7.699999999999997,-0.4615384615384615,5.389999999999997,0.6153846153846154,13.799999999999994,0.3057378545838018,-0.7692307692307693,0.8099999999999983,0.2800877556899882,2.31,12.989999999999997,0.58582561027379,1.3629657473181036,0.8370467901906659,-0.4426610593988504,-1.1023893123485706,1.805626806716954,1.9394361025392364,Home,Home,3.0,1.0
2886357,2025-10-10,16:00,Colombia Primera B  ,Real Santander,Cucuta,3.6,3.75,1.9,0.78,-0.5,1.03,1.95,2/2.5,1.85,H,12.0,16.0,0.0833333333333333,4.19,0.125,1.25,0.0833333333333333,18.3,0.2537781703934222,0.125,-0.6000000000000041,0.3552248097226855,2.9400000000000004,18.9,0.6090029801161077,-0.4476885979688358,1.088057994823225,0.782799480230929,0.0531304557021715,1.230488078199765,1.0349275391210533,Away,Home,0.0,2.0
2837858,2025-10-10,16:30,Primera Division de Paraguay  ,Deportivo Recoleta,Olimpia Asuncion,4.2,3.6,1.75,0.9,-0.5,0.9,2.0,2.5/3,1.8,D,18.0,18.0,-0.1666666666666666,-7.770000000000003,0.6111111111111112,-25.57,-0.1666666666666666,0.5399999999999979,0.3317819560677652,0.7222222222222222,-17.800000000000004,0.2799923761135083,17.799999999999997,18.340000000000003,0.6117743321812735,-0.32011733095125,0.1708988066898413,-1.2628016886415154,-1.2683349926059255,0.9426843576902656,1.439233799295767,Home,Home,1.0,0.0
2776238,2025-10-10,17:30,Argentine Division 1  ,Newells Old Boys,Club Atletico Tigre,2.75,2.8,3.0,1.03,0/0.5,0.78,1.8,1.5/2,2.0,A,13.0,14.0,0.3846153846153846,-5.389999999999999,-0.5,2.120000000000001,0.4615384615384615,-4.579999999999999,0.188775429471914,-0.7142857142857143,17.099999999999998,0.2914343243183204,-7.51,-21.68,0.4802097537902344,0.945287605436542,-0.3833121156216338,0.0872366599071245,0.5831827587786965,0.8580509455294176,0.9664948744003304,Home,Away,1.0,1.0
2884997,2025-10-10,18:00,Uruguay Primera Division  ,Plaza Colonia,Club Atletico Progreso,2.4,3.0,3.1,0.9,0/0.5,0.9,1.8,2,2.0,D,15.0,16.0,0.0666666666666666,-0.7000000000000064,-0.8125,13.75,0.2666666666666666,-16.010000000000005,0.2914343243183204,-0.875,13.75,0.2799923761135083,-14.450000000000006,-29.760000000000005,0.5714267004318287,0.3765069405039077,-0.4039206339670218,0.5577879085893095,1.4743910173813892,0.1812809680854017,1.878311651348411,Away,Away,0.0,1.0
2713644,2025-10-10,19:00,USL Championship  ,North Carolina FC,Phoenix Rising FC,2.1,3.5,3.1,0.83,0/0.5,0.98,1.83,2.5,1.98,D,13.0,13.0,0.6923076923076923,29.200000000000003,-0.6153846153846154,8.470000000000002,0.7692307692307693,16.109999999999996,0.3552248097226855,-0.7692307692307693,23.81,0.3552248097226855,20.73,-7.700000000000003,0.710449619445371,1.6142216391305444,0.6488978828393781,0.693010778184869,2.0758353141752743,0.9212108609456754,1.4269374313358962,Home,Away,0.0,2.0
2837859,2025-10-10,19:00,Primera Division de Paraguay  ,Sportivo Trinidense,General Caballero LJM,2.05,3.25,3.75,0.88,0/0.5,0.93,1.8,2,2.0,H,18.0,18.0,0.0,1.639999999999996,-0.5,-11.630000000000004,0.2222222222222222,17.24,0.132797938655564,-0.8333333333333334,2.2299999999999995,0.2161078603913138,13.27,15.009999999999998,0.3489057990468778,0.3203145641703736,2.2057757413712022,-0.5256154428435139,-0.1903565233098468,0.8459300070138875,2.396132264681049,Home,Home,2.0,0.0
2835336,2025-10-10,21:00,Mexico Primera Divison A  ,Alebrijes de Oaxaca,Atletico La Paz,2.45,4.0,2.45,0.9,0,0.9,1.83,3,1.98,A,4.0,4.0,-0.75,-7.5,-1.0,10.0,-1.0,-40.0,0.1500357088201714,-1.0,35.0,0.3006360524426366,-17.5,-75.0,0.4506717612628079,-0.4671749806191888,-1.6745916951920137,0.8807136124213705,0.4326179334979033,1.3478885930405593,2.1072096286899167,Away,Away,1.0,1.0
2835337,2025-10-10,21:00,Mexico Primera Divison A  ,Cancun,Irapuato,1.85,3.7,3.9,0.85,0.5,0.95,1.98,2.5,1.83,H,4.0,4.0,1.0,60.0,0.0,35.0,1.0,42.5,0.1500357088201714,0.0,10.0,0.1500357088201714,25.0,32.5,0.3000714176403428,1.3129661178186025,1.9536903110573487,0.8807136124213705,-0.8089068961437996,0.4322525053972318,2.7625972072011487,Home,Home,0.0,0.0
