Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-07,05:00,J3 League  ,Zweigen Kanazawa FC,Osaka FC,29.55,0.570000000000003,0.5470542387968838,-0.2087418007694681,-1.894714865876716,-1.1753229384013293,-0.4839320884301989,2.6,3.1,2.45,1.685973065107248,0.6913908499711303,Home,Away,0.95,0,0.85,2.0,1.0
2025-09-07,05:30,J-League Cup  ,Hiroshima Sanfrecce,Shonan Bellmare,-18.59,14.3,0.3955024503869085,-2.274037495923022,0.080237578612328,0.2783051630468834,-0.3117329338850015,1.4,4.5,6.5,2.3542750745353502,0.590038096931885,Away,Home,0.93,1/1.5,0.88,4.0,1.0
2025-09-07,06:00,K League 2  ,Gimpo FC,Cheonan City,-1.4600000000000026,13.630000000000004,0.5594230035130732,-0.7415548016980069,-0.3259906922413035,-0.4940519698108809,-1.3399676412071109,1.8,3.5,4.0,0.4155641094567033,0.8459156713962299,Away,Home,0.88,0.5,0.93,1.0,3.0
2025-09-07,06:00,K League 2  ,Bucheon FC 1995,Incheon United,-18.42,-7.700000000000006,0.5828686486366408,0.7407116842859662,1.441024182376519,1.3901325171559349,0.8325307180072283,3.6,3.0,2.15,0.7003124980905528,0.5576017991487063,Away,Home,0.98,0/-0.5,0.83,1.0,0.0
2025-09-07,06:00,K League 2  ,Hwaseong FC,Chungnam Asan,-31.36,-5.929999999999998,0.2452386982966844,-1.078179274468642,1.2057481226400983,0.1719979354471821,-0.5262038098494622,3.6,3.3,1.95,2.2839273971087404,0.6982017452966444,Away,Home,1.0,0/-0.5,0.8,1.0,1.0
2025-09-07,06:00,J-League Cup  ,Kawasaki Frontale,Urawa Red Diamonds,-42.31999999999999,4.610000000000003,0.7072827586685784,-0.9745699842033164,1.4137490947247542,0.1653777259216918,0.1836104581454553,2.1,3.5,3.2,2.3883190789280704,0.0182327322237634,Away,Away,0.85,0/0.5,0.95,2.0,2.0
2025-09-07,06:00,J-League Cup  ,Kashiwa Reysol,Yokohama Marinos,-18.550000000000004,24.25,0.4172230777654495,-1.0543288312479808,0.3363995196786767,0.0506698155372499,-0.5198217551385892,1.7,3.75,4.2,1.3907283509266577,0.5704915706758391,Away,Home,1.0,0.5/1,0.8,1.0,0.0
2025-09-07,06:00,J-League Cup  ,Vissel Kobe,Yokohama FC,-38.620000000000005,26.72,0.4548792316903477,-1.1472578974215537,2.1687276326283813,0.2241359306169393,-1.3818869556400817,1.57,3.7,5.5,3.315985530049935,1.606022886257021,Away,Home,0.88,0.5/1,0.93,1.0,0.0
2025-09-07,07:00,Chinese Football Association Yi League  ,Guangxi Lanhang,Bei Li Gong,-21.5,-16.13,0.666866894949276,-0.3162397457032443,-0.0197457106484221,-1.0502697405583354,-1.2131478485723597,5.0,3.6,1.57,0.2964940350548222,0.1628781080140242,Away,Home,,,,,
2025-09-07,10:00,Uruguay Primera Division  ,Cerro Montevideo,Cerro Largo,14.6,4.019999999999994,0.5900306818848118,1.2707419908119473,0.2034519406636422,0.5695552373535205,-0.3990457333890375,2.88,3.1,2.5,1.0672900501483051,0.968600970742558,Home,Home,0.8,0/-0.5,1.0,0.0,1.0
