Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_H,MT_H,M_HT_H,MT_HT_H,M_A,MT_A,M_HT_A,MT_HT_A
2826294,2026-01-10,03:30,Indonesia Super League,Persebaya Surabaya,Malut United,3.1,3.0,2.2,2.4,3.1,2.7,0.8,0,1.0,1.93,2.5,1.88,D,8.0,8.0,0.5555555555555556,-4.884981308350689e-15,-0.2222222222222222,30.03,0.625,22.5,0.3541973474990897,-0.375,38.75,0.2666473457440296,-30.030000000000005,-16.25,0.6208446932431193,0.8164600636164361,0.5785492906292655,-1.0382070798294938,-0.4262874082522481,1.1174891267154892,-0.014254837999809202,0.990772069037536,-0.014254837999809202
2911638,2026-01-10,04:30,Tipsport Cup,SK Prostejov,Tescoma Zlin,4.1,4.0,1.61,3.8,4.1,1.65,1.0,-0.5/1,0.8,1.95,3.5,1.85,A,8.0,9.0,0.5,-28.75,-0.7777777777777778,15.599999999999998,0.75,-11.25,0.3057378545838018,-0.8888888888888888,15.599999999999998,0.188775429471914,-44.349999999999994,-26.849999999999998,0.4945132840557158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815911,2026-01-10,05:30,Turkey 1. Lig,Serik Belediyespor,Istanbulspor,8.0,5.25,1.27,2.2,3.3,2.8,0.95,-0.5,0.85,2.03,3,1.78,D,10.0,9.0,-0.2727272727272727,14.499999999999996,-0.2,-7.0,-0.3,10.0,0.3126695474501863,-0.4444444444444444,-3.370000000000005,0.3541973474990897,21.499999999999996,13.370000000000005,0.666866894949276,-0.005161115855885431,-1.7539754145544393,1.1315123092159276,-1.136839293814291,-0.4952343843300315,1.756567812649724,-1.052311072631145,-0.4874907078110164
2871718,2026-01-10,05:45,Australia A-League,Perth Glory,Central Coast Mariners,1.66,4.0,4.75,2.0,3.5,3.4,1.05,0.5,0.8,1.95,2.5/3,1.9,A,6.0,5.0,0.1428571428571428,2.899999999999995,-1.0,26.700000000000003,-0.3333333333333333,-23.3,0.0822171657090154,-1.0,6.0,0.2999883213415286,-23.800000000000008,-29.3,0.38220548705054397,-1.251116814240377,0.6074905787307721,-0.4946159081834345,-0.7767915757559147,0.31836880295838693,0.6414754998030003,1.0564482573757483,-0.5984341825340512
2907783,2026-01-10,06:00,Reykjavik Football Tournament,Fram Reykjavik,Leiknir Reykjavik,1.36,5.25,5.5,1.18,6.0,10.0,0.83,1.5,0.98,1.85,3.5/4,1.95,H,13.0,11.0,-0.2307692307692307,18.419999999999995,-0.5454545454545454,-19.070000000000004,0.0,29.200000000000003,0.0513666006710006,-0.3636363636363636,-7.240000000000002,0.1516622361413138,37.489999999999995,36.440000000000005,0.2030288368123144,1.3283458588557069,0.0,1.0814351230024155,0.0,-0.6817325211805881,0.0,-1.17218642453601,0.0
2910302,2026-01-10,06:00,Thai League 1,Lamphun Warrior,BG Pathum United,3.1,3.25,2.15,2.88,3.6,2.15,0.9,0/-0.5,0.9,1.83,2.5/3,1.98,A,7.0,9.0,0.125,-2.5,0.0,3.0,0.2857142857142857,-21.410000000000004,0.4092698791025891,0.3333333333333333,15.599999999999998,0.188775429471914,-5.5,-37.010000000000005,0.5980453085745031,-1.1432695425426294,0.0,1.1547005383792517,0.0,-0.3524487760092494,0.0,-0.9452145983718954,0.0
2826293,2026-01-10,07:00,Indonesia Super League,Madura United,PSIM Yogyakarta,2.5,3.7,2.3,2.45,3.25,2.55,0.85,0,0.95,1.83,2/2.5,1.98,A,8.0,8.0,-0.1111111111111111,-4.440000000000002,-0.5555555555555556,33.36000000000001,0.0,-11.25,0.2666473457440296,-0.875,26.25,0.188775429471914,-37.80000000000001,-37.5,0.4554227752159436,-0.5559094883928415,1.3380567856299188,-0.7889872577197584,-1.0082206298781848,0.5612750025539303,-0.5725448522970177,0.990772069037536,-1.0306554716863272
2907803,2026-01-10,07:15,England FA Cup,Cheltenham Town,Leicester City,4.75,3.6,1.75,4.33,3.6,1.73,0.95,-0.5/1,0.9,1.88,2.5/3,1.98,D,13.0,13.0,-0.3076923076923077,13.090000000000002,0.0769230769230769,-14.590000000000002,-0.4615384615384615,6.200000000000003,0.1770944658123681,-0.0769230769230769,6.200000000000003,0.4974312600487308,27.680000000000003,0.0,0.6745257258610988,-0.22178734021026122,0.0,0.3332758149668218,0.0,-0.027081668465518217,0.0,-0.949833126054184,0.0
2907806,2026-01-10,07:15,England FA Cup,Everton,Sunderland A.F.C,2.5,3.0,2.9,1.8,3.5,4.0,0.85,0.5,1.0,1.98,2/2.5,1.88,A,11.0,11.0,0.2727272727272727,8.190000000000001,-0.9090909090909092,17.229999999999993,0.1818181818181818,5.5,0.2127095754398804,-1.0,14.499999999999996,0.1180623833954016,-9.039999999999992,-8.999999999999996,0.330771958835282,-0.2653024794849256,0.0,0.0780317553642228,0.0,0.5663911982375949,0.0,1.6066529265134748,0.0
2797760,2026-01-10,07:30,England League 1,Luton Town,Stevenage Borough,1.9,3.1,4.33,1.81,2.95,4.5,0.9,0.5,0.95,1.93,2,1.93,D,12.0,12.0,0.8461538461538461,-1.5000000000000036,-0.3846153846153846,17.71,0.9166666666666666,6.669999999999996,0.1932574619052465,-0.5,15.01,0.1932574619052465,-19.210000000000004,-8.340000000000003,0.386514923810493,-0.4430372020236824,1.4902898243359575,-0.6918284802566294,0.6667640198338306,0.7067769287280256,-0.4528011671069555,0.21026543667557865,0.09271715659866235
2910305,2026-01-10,07:30,Thai League 1,Prachuap Khiri Khan,Chiangrai United,2.0,3.4,3.2,1.8,3.75,3.4,0.85,0.5,0.95,1.98,3,1.83,D,9.0,7.0,0.5,3.0,-0.75,17.5,0.3333333333333333,15.599999999999998,0.1077892874862118,-1.0,60.0,0.0714776888580276,-14.5,-44.400000000000006,0.1792669763442394,0.7119952529631897,0.0,-0.5773502691896256,0.0,1.128503178704694,0.0,1.0470000413654534,0.0
2801068,2026-01-10,08:00,Israel Premier League,Maccabi Tel Aviv,Hapoel Bnei Sakhnin FC,1.22,5.75,9.0,1.22,5.5,10.0,1.0,1.5/2,0.8,2.0,3,1.8,A,8.0,9.0,1.0,-6.700000000000006,-0.9,33.0,1.0,-15.0,0.2504542304090258,-0.8888888888888888,48.900000000000006,0.2152125268244419,-39.7,-63.900000000000006,0.46566675723346773,-0.8637944078662622,-1.327183307103483,-0.8345336128760157,-0.701764826520835,1.4017786085991726,-0.43655829818191694,0.9524445080216661,0.2987731862114355
2804480,2026-01-10,08:00,Spanish La Liga,Real Oviedo,Real Betis,3.75,3.4,2.0,3.6,3.3,2.0,0.8,-0.5,1.05,2.03,2.5,1.83,D,9.0,9.0,-0.5,12.0,0.0,-11.0,-0.6666666666666666,-4.884981308350689e-15,0.0632237623122272,0.1111111111111111,-4.884981308350689e-15,0.188775429471914,23.0,0.0,0.2519991917841412,-0.5623201729901307,0.8697795072171773,0.05679577792509456,-0.17270299399344885,-0.28195524228641033,0.34803413819211926,-0.6238111605311664,-0.7834136129590669
2807422,2026-01-10,08:00,Spain Primera Division RFEF,CE Europa,AD Alcorcon,1.9,3.0,3.9,1.7,3.25,4.5,0.98,0.5,0.83,1.8,2,2.0,H,8.0,8.0,0.6666666666666666,-4.884981308350689e-15,-0.3333333333333333,22.26,1.0,35.0,0.1176182311592532,-0.75,10.0,0.3057378545838018,-22.260000000000005,25.0,0.423356085743055,1.246426927794216,1.313524693298177,0.46055848147604544,0.79435790401025,0.11334589814879278,-1.0978942165181187,0.24817173710498003,0.0218184119333174
2815904,2026-01-10,08:00,Turkey 1. Lig,Adana Demirspor,Erokspor,51.0,21.0,1.02,26.0,11.0,1.02,0.95,-4,0.85,1.83,4.5/5,1.98,A,9.0,9.0,-1.0,-7.0,-0.2,15.0,-1.0,-17.800000000000004,0.5291051942301385,-0.6666666666666666,37.8,0.1205815986827429,-22.0,-55.6,0.6496867929128813,-1.3725716731431272,0.6212450170726743,-0.9240033167966857,0.701609171632249,1.5453164617944761,0.4325740302145266,0.530300454324888,1.366377364706143
