Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-07-28,Finland Veikkausliga  ,Gnistan Helsinki,HJK Helsinki,2.16833333333334,-4.81666666666667,27.6,2.0,4.0,4.33,4.0,1.65
2025-07-28,Lithuania - 1.Division  ,Siauliai,DFK Dainava Alytus,24.09,13.91777777777777,50.0,3.0,1.0,1.3,4.5,8.5
2025-07-28,Lithuania - 1.Division  ,FK Panevezys,Banga Gargzdai,-24.38272727272727,-12.326363636363634,-7.039999999999999,,,1.73,3.3,4.5
2025-07-28,Lithuania - 1.Division  ,Hegelmann Litauen,FK Riteriai,16.52545454545455,21.18181818181818,33.42,3.0,0.0,1.25,5.25,9.0
2025-07-28,Sweden Superettan  ,Helsingborg,Varbergs BoIS FC,-7.412500000000003,-17.731071428571433,28.200000000000003,1.0,2.0,2.25,3.3,3.1
2025-07-28,Sweden Superettan  ,Vasteras SK FK,Trelleborgs FF,0.3930555555555592,10.721269841269844,-2.1999999999999997,3.0,0.0,1.62,3.8,4.75
2025-07-28,Swedish Allsvenskan  ,Elfsborg,IFK Goteborg,0.133333333333331,6.130833333333339,25.9,4.0,3.0,2.15,3.6,3.2
2025-07-28,Argentine Division 1  ,Deportivo Riestra,Atletico Tucuman,-14.11444444444444,33.18166666666667,-51.34,1.0,0.0,2.35,2.88,3.6
2025-07-28,Argentine Division 1  ,Central Cordoba SDE,Defensa Y Justicia,-1.513636363636362,1.9344444444444413,23.11,2.0,1.0,2.25,3.1,3.4
2025-07-28,Brazil Serie B  ,Avai FC,Botafogo SP,-19.669999999999995,6.609999999999996,7.57,5.0,0.0,1.67,3.4,6.0
2025-07-28,Chile Primera Division  ,Union La Calera,Universidad de Chile,-13.408888888888889,26.200000000000003,-7.600000000000001,0.0,4.0,4.5,3.5,1.75
2025-07-28,Argentine Division 1  ,Banfield,Barracas Central,2.112727272727277,-32.79888888888889,11.11,1.0,3.0,2.3,2.9,3.6
2025-07-28,Primera Division de Colombiano-Apertura  ,Atletico Bucaramanga,Deportivo Cali,-17.41166666666667,-2.5727272727272696,-10.170000000000003,2.0,3.0,1.73,3.4,5.25
2025-07-28,Argentine Division 2  ,Atletico Atlanta,Racing de Cordoba,17.65833333333333,21.95272727272727,39.75999999999999,2.0,0.0,1.9,2.9,5.25
2025-07-28,Chile Primera B  ,San Marcos de Arica,CD Magallanes,16.873333333333335,41.88,-24.500000000000004,2.0,2.0,2.25,3.1,3.2
2025-07-28,Brazil Serie B  ,SC Paysandu Para,Athletic Club MG,-49.77555555555556,-17.107499999999998,-0.240000000000002,1.0,1.0,2.3,3.0,3.3
2025-07-28,Primera Division de Colombiano-Apertura  ,Millonarios,Llaneros FC,-16.89095238095238,-15.114475524475523,-3.3599999999999994,0.0,1.0,1.44,4.0,8.0
