Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
21-07-2025,J1 League  ,Avispa Fukuoka,Kyoto Sanga,13.860769230769227,-13.699999999999996,25.170000000000005,2,2,2.88,3.1,2.6
21-07-2025,J3 League  ,Kagoshima United,Osaka FC,15.253636363636364,13.30090909090909,8.7,2,1,2.55,3.1,2.5
21-07-2025,J3 League  ,Miyazaki,Giravanz Kitakyushu,-58.38272727272727,26.957272727272724,-4.600000000000001,1,3,1.75,3.3,4.1
21-07-2025,J3 League  ,FC Gifu,Nara Club,19.398181818181826,-14.625454545454543,-19.4,1,1,2.0,3.3,3.25
21-07-2025,Chinese Football Association Jia League  ,ShenZhen Juniors,Shanghai Jiading Huilong,2.5132142857142803,22.5875,25.07,1,2,2.5,3.1,2.63
21-07-2025,Finland Veikkausliga  ,IFK Mariehamn,FC Haka,13.515833333333331,-3.7624999999999993,9.000000000000004,1,1,3.0,3.5,2.1
21-07-2025,Latvian Higher League  ,Tukums-2000,Grobina,-0.5862237762237736,21.402377622377625,-9.900000000000002,2,1,2.45,3.4,2.55
21-07-2025,Lithuania - 1.Division  ,Kauno Zalgiris,DFK Dainava Alytus,27.17,27.18,40.0,3,0,1.17,6.5,12.0
21-07-2025,Sweden Superettan  ,Utsiktens BK,Helsingborg,3.774999999999999,-18.7,3.1999999999999997,1,2,2.63,3.5,2.38
21-07-2025,Sweden Superettan  ,Landskrona BoIS,Trelleborgs FF,-22.106944444444444,10.39555555555556,10.3,1,2,1.8,3.6,4.1
21-07-2025,Swedish Allsvenskan  ,IFK Norrkoping FK,IFK Varnamo,11.13194444444444,17.757222222222218,7.6,3,1,2.2,3.5,3.0
21-07-2025,Argentine Division 2  ,Agropecuario de Carlos Casares,Estudiantes de Caseros,-16.342727272727277,11.052121212121222,9.319999999999997,1,2,2.3,2.8,3.1
21-07-2025,Colombia Primera B  ,Bogota FC,Real Cartagena,-30.190606060606065,-12.248863636363636,14.1,0,3,3.4,3.4,2.0
21-07-2025,Primera Division de Paraguay  ,Deportivo Recoleta,Sportivo Ameliano,-24.60690476190476,-2.857435897435897,7.1,3,1,3.2,3.1,2.3
21-07-2025,Argentine Division 1  ,Estudiantes La Plata,CA Huracan,-35.19795454545454,7.987500000000001,1.2599999999999998,2,1,2.1,3.1,4.0
21-07-2025,Bolivia Primera Division  ,Blooming,Club Guabira,-11.062499999999998,45.175,40.7,2,1,1.83,4.1,3.25
21-07-2025,Chile Primera Division  ,Huachipato,O.Higgins,-16.349444444444437,17.373888888888892,11.7,2,1,2.6,3.3,2.6
21-07-2025,Colombia Primera B  ,Patriotas FC,Real Soacha Cundinamarca,-23.268181818181816,-4.599090909090908,3.9099999999999966,2,1,1.9,3.2,4.33
21-07-2025,Primera Division de Ecuador  ,Libertad FC,Manta FC,0.1000000000000014,24.625454545454545,0.7600000000000016,1,0,2.05,3.4,3.6
21-07-2025,Argentine Division 1  ,Defensa Y Justicia,Aldosivi Mar del Plata,-34.66722222222222,0.4013888888888921,-18.3,2,0,1.8,3.4,5.0
21-07-2025,Argentine Division 1  ,San Martin San Juan,Deportivo Riestra,-35.94,-23.91,6.0,3,2,2.35,2.8,3.75
21-07-2025,Chile Primera B  ,Santiago Wanderers,Union San Felipe,17.410277777777775,2.8238888888888862,45.1,1,3,2.25,3.5,2.9
21-07-2025,Colombia Primera B  ,Inter Palmira,Cucuta,-14.025151515151515,-0.6368181818181853,16.699999999999996,0,2,2.8,3.2,2.5
