Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-07-22,K League 1  ,FC Anyang,Daegu FC,13.66545455,22.58333333,38.1,4,0,1.95,3.5,3.5
2025-07-22,K League 1  ,Gwangju Football Club,Gimcheon Sangmu FC,-10.84454545,-7.453333333,17.9,1,1,2.55,3.1,2.63
2025-07-22,K League 1  ,Pohang Steelers,Suwon FC,-0.253636364,4.164242424,-0.7,1,5,1.85,3.4,3.7
2025-07-22,Ecuador Campeonato Serie B  ,22 de Julio,Chacaritas SC,-5.686666667,47.32666667,-47.78,3,0,1.57,3.9,4.75
2025-07-22,Primera Division de Colombiano-Apertura  ,Alianza Petrolera,Deportes Tolima,15.93833333,3.983333333,6.4,0,1,2.4,3.1,3.1
2025-07-22,Brazil Serie B  ,Operario Ferroviario PR,Atletico Clube Goianiense,-6.62,6.815555556,19.19,3,0,2.3,2.9,3.5
2025-07-22,Bolivia Primera Division  ,Real Tomayapo,Nacional Potosi,-5.642142857,-20.59035714,-23.4,0,1,2.3,3.25,2.9
2025-07-22,Brazil Serie B  ,Atletico Paranaense,Ferroviaria SP,-38.81,-14.8,-10,1,1,1.5,3.8,7
2025-07-22,Primera Division de Colombiano-Apertura  ,Independiente Santa Fe,Aguilas Doradas,-11.9874359,-26.76166667,3.8,0,0,1.83,3.1,5
2025-07-22,Ecuador Campeonato Serie B  ,Cumbaya FC,CD Vargas Torres,-2.036666667,-12.02666667,-6.8,2,1,1.7,3.7,4.33
2025-07-22,Brazil Serie B  ,Athletic Club MG,Coritiba PR,1.492222222,-27.12555556,5.38,1,1,2.38,3,3.3
2025-07-22,Brazil Serie B  ,Vila Nova,CRB AL,3.907777778,30.00888889,-12.68,2,0,1.91,3.1,4.75
2025-07-22,Primera Division de Colombiano-Apertura  ,Deportivo Pereira,Atletico Nacional Medellin,33.445,13.42333333,2.72,2,1,2.8,3.2,2.55
