Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-07-31,India Durand Cup,ATK Mohun Bagan,Mohammedan SC,-28.305476190476185,18.7645238095238,-13.089999999999996,3,1,1.22,6.25,8.0
2025-07-31,Ecuador Campeonato Serie B  ,Atletico Vinotinto,Gualaceo SC,19.726666666666667,25.9575,22.000000000000007,1,2,2.45,3.2,2.7
2025-07-31,Peru Primera Division  ,AD Tarma,Alianza Universidad,0.1700000000000001,12.19,0.0,0,3,1.6,4.0,5.25
2025-07-31,Primera Division de Paraguay  ,Guarani CA,Sportivo Ameliano,-20.089871794871797,-2.78051282051282,9.82,4,1,2.35,3.0,3.1
2025-07-31,Peru Primera Division  ,Cusco FC,EM Deportivo Binacional,17.410000000000004,14.42,16.5,2,0,1.22,6.0,13.0
2025-07-31,Ecuador Campeonato Serie B  ,Chacaritas SC,9 de Octubre,8.380357142857143,6.7603571428571385,6.179999999999998,1,1,3.6,3.5,1.8
2025-07-31,Primera Division de Paraguay  ,Clud Libertad,Atletico Tembetary,-20.606153846153845,-4.375384615384608,-39.36,3,1,1.4,4.75,7.0
2025-07-31,Copa do Brasil  ,Sao Paulo,Atletico Paranaense,-23.333333333333336,-11.1375,50.27,2,1,1.53,4.0,6.25
2025-07-31,Colombia Copa Cup  ,Dep.Independiente Medellin,Jaguares de Cordoba,-23.14303571428572,-17.570769230769233,-27.099999999999994,1,1,1.29,5.0,12.0
2025-07-31,Peru Primera Division  ,Juan Pablo II College,Alianza Lima,14.98,27.020000000000003,-26.0,1,2,6.5,4.1,1.48
2025-07-31,Argentina Cup  ,Aldosivi Mar del Plata,Argentinos Juniors,-16.117777777777775,-15.273611111111114,16.47,1,2,9.5,3.8,1.44
2025-07-31,Copa do Brasil  ,Flamengo,Atletico Mineiro,0.0922222222222224,33.862500000000004,-18.700000000000003,0,1,1.65,3.4,6.25
2025-07-31,Brazil Serie B  ,Vila Nova,Coritiba PR,-5.142222222222225,2.978888888888889,-34.68,1,2,2.7,2.75,3.1
2025-07-31,Colombia Copa Cup  ,Millonarios,Real Cartagena,-15.691558441558442,-7.051748251748251,0.9400000000000012,3,1,1.5,3.8,7.0
2025-07-31,Peru Primera Division  ,Universitario De Deportes,Atletico Grau,-32.84,9.18,34.0,3,1,1.44,3.9,8.5
