Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-08-28,15:00,Copa LFPB  ,Academia del Balompie Boliviano,Always Ready,-27.77,-32.599999999999994,0.4256750363571173,-1.24841891314013,0.5986418091746503,-0.9653294322718629,1.1262196508869204,4.75,4.0,1.57,1.8470607223147804,2.0915490831587835,Away,Away,0.78,-1,1.03,1.0,2.0
2025-08-28,16:30,Ecuador Campeonato Serie B  ,Chacaritas SC,SC Imbabura,41.61,51.95,0.6093833205572384,1.928654466460232,-1.0064561847188105,0.4732948989997575,-2.0460028495049,2.55,3.5,2.38,2.9351106511790426,2.5192977485046573,Home,Home,,,,,
2025-08-28,16:30,Ecuador Campeonato Serie B  ,22 de Julio,Atletico Vinotinto,20.340000000000003,55.690000000000005,0.2666473457440296,-0.6412591077950283,-1.528174488186713,-1.4442930233053364,-0.8717389632563154,3.0,3.4,2.05,0.8869153803916847,0.572554060049021,Home,Away,0.9,0,0.9,1.0,0.0
2025-08-28,17:00,Colombia Copa Cup  ,Alianza Petrolera,Independiente Santa Fe,-6.839999999999996,-14.75,0.5345588933774451,0.8058510688081787,0.9593197938564272,0.8390883842856011,2.09355924348885,2.9,2.8,2.75,0.1534687250482486,1.254470859203249,Away,Away,1.03,0,0.78,1.0,1.0
2025-08-28,18:30,Copa do Brasil  ,Bahia,Fluminense RJ,20.0,40.0,0.4253650230874013,0.7698381918258526,0.3463534577188523,1.331348045636527,-0.6572328195244659,1.95,3.4,4.0,0.4234847341070002,1.9885808651609929,Home,Home,0.95,0.5,0.85,1.0,0.0
2025-08-28,19:00,Argentine Division 2  ,Quilmes,Alvarado Mar del Plata,-13.029999999999998,0.0,0.8314264653071121,0.0930320349814529,0.6904120149000316,0.2127985979693579,0.3358860899052641,1.91,3.0,5.0,0.5973799799185786,0.1230874919359061,Away,Away,0.9,0.5,0.9,0.0,0.0
2025-08-28,19:00,Chile Primera Division  ,Everton CD,Deportes La Serena,-37.24999999999999,-11.830000000000004,0.5484354561208791,0.0637641084933571,1.4835045576848396,-1.6548744131970423,-0.0929705964794696,1.8,3.5,4.5,1.4197404491914825,1.5619038167175727,Away,Away,0.9,0.5,0.9,3.0,1.0
2025-08-28,20:15,Argentina Cup  ,Club Atlético Unión,River Plate,11.509999999999998,11.19,0.1347014511702548,-0.1904908101757954,-1.5119758710243427,-0.3720523945508079,-1.3339876336678131,3.9,3.4,1.95,1.321485060848547,0.9619352391170052,Home,Home,0.93,-1,0.88,0.0,0.0
2025-08-28,20:30,Colombia Copa Cup  ,Deportivo Pasto,Deportiva Once Caldas,26.480000000000004,23.81,0.551564878670254,1.4055672451889198,-1.880768841879012,2.025294515614484,-1.022356895490024,2.3,3.0,3.4,3.2863360870679315,3.047651411104508,Home,Home,,,,,
2025-08-28,20:35,Brazil Serie B  ,Remo Belem (PA),Criciuma,-20.66,-8.589999999999995,0.2574233581442638,1.4889158787995416,1.341538801071157,1.1846771638246427,1.4831273688575273,2.45,2.9,3.2,0.1473770777283845,0.2984502050328845,Home,Away,1.05,0/0.5,0.75,0.0,1.0
