Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_H,MT_H,M_HT_H,MT_HT_H,M_A,MT_A,M_HT_A,MT_HT_A
2912686,2026-01-08,07:30,Egyptian Scores Cup,Haras El Hedoud,Smouha SC,3.6,2.9,2.0,2.5,2.8,2.8,0.78,0,1.03,1.78,2,2.03,D,6.0,6.0,-0.6666666666666666,-13.31,-0.1666666666666666,13.309999999999995,-0.8333333333333334,43.3,0.1876128068994087,-0.1666666666666666,8.299999999999997,0.1876128068994087,-26.619999999999997,35.0,0.3752256137988174,0.7449842129469277,0.0,-0.16604420299555384,0.0,-0.0016889751036245318,0.0,-0.8067508251366948,0.0
2842486,2026-01-08,08:00,Algerian Ligue Professionnelle 1,El Bayadh,ES Mostaganem,2.9,2.7,2.5,2.38,2.7,3.1,1.05,0/0.5,0.75,1.88,1.5/2,1.93,A,6.0,6.0,0.1666666666666666,-23.3,-0.8333333333333334,15.01,0.1666666666666666,-34.99,0.3755282641185388,-0.8333333333333334,-1.690000000000003,0.0300525858717302,-38.31,-33.3,0.405580849990269,-1.2427653672881738,0.0,-2.1696837788035435,0.0,0.0,0.0,0.0,0.0
2842493,2026-01-08,08:00,Algerian Ligue Professionnelle 1,ES Ben Aknoun,Olympique Akbou,1.91,3.0,4.33,2.15,2.88,3.6,0.93,0/0.5,0.88,2.03,2,1.78,A,5.0,6.0,0.4,-8.0,-0.8333333333333334,43.3,0.8,6.0,0.0,-1.0,10.0,0.3755282641185388,-51.3,-4.0,0.3755282641185388,0.634848677620754,0.0,0.0700747996418011,0.0,0.4221732089749978,0.0,1.6415779010747493,0.0
2852172,2026-01-08,09:55,Saudi Professional League,Al Hilal,Al-Hazm,1.14,7.0,13.0,1.14,7.0,13.0,0.85,2/2.5,0.95,1.83,3.5/4,1.98,A,6.0,6.0,1.0,10.0,-0.8333333333333334,43.3,1.0,-40.0,0.1876128068994087,-1.0,48.31,0.1876128068994087,-33.3,-88.31,0.3752256137988174,-1.5153668732253467,-0.227305030983802,-0.44475068556785397,-0.16030376092491175,0.9920396369803176,1.0338105751503053,0.9898002863462384,-0.4185687652565768
2842489,2026-01-08,11:45,Algerian Ligue Professionnelle 1,ES Setif,Paradou AC,1.75,3.0,4.75,1.57,3.3,5.75,0.85,0.5/1,0.95,1.78,2,2.03,A,6.0,6.0,0.6666666666666666,-34.99,-0.8333333333333334,10.0,0.8333333333333334,-6.700000000000006,0.2076549551264878,-1.0,10.0,0.2999883213415286,-44.99,-16.700000000000006,0.5076432764680163,-0.3215449213435914,0.0,-2.1696837788035435,0.0,-0.8374029985600959,0.0,-1.0669945823056213,0.0
2852176,2026-01-08,12:30,Saudi Professional League,Al-Nassr,Al Qadsiah,1.53,4.1,4.33,1.55,3.9,4.5,0.93,1,0.88,1.95,3/3.5,1.85,D,6.0,5.0,1.0,26.700000000000003,-0.2,6.0,1.0,26.700000000000003,0.1876128068994087,0.0,20.0,0.230719932208837,20.700000000000003,6.700000000000003,0.4183327391082457,0.6403887719582346,0.4694432785650478,0.3675298798184615,0.4694432785650478,0.11726310867170485,-1.6252090166578843,-0.08802531360923196,-1.345435670717583
2784663,2026-01-08,12:30,Italian Serie A,Cremonese,Cagliari,2.4,3.1,3.2,2.38,3.1,3.0,1.1,0/0.5,0.78,1.98,2/2.5,1.88,A,8.0,9.0,-0.4285714285714285,11.439999999999998,-0.6666666666666666,18.93,-0.375,8.75,0.1876128068994087,-0.8888888888888888,48.900000000000006,0.2666473457440296,-7.490000000000002,-40.150000000000006,0.45426015264343833,0.5129958952378726,-0.21122681056840273,0.3045811448315421,-1.4982383960409054,1.3536598925174683,-0.42130167385813505,0.29013665606435873,-1.4751411128846568
2911974,2026-01-08,13:00,France Super Cup,Paris Saint Germain (PSG),Marseille,1.55,4.1,5.5,1.55,4.0,5.75,0.95,1,0.9,1.85,2.5/3,2.0,D,8.0,8.0,1.0,-2.8600000000000003,0.625,-7.5,1.0,-2.5,0.0822171657090154,0.625,10.0,0.1582169222626268,4.64,-12.5,0.24043408797164217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842492,2026-01-08,14:00,Algerian Ligue Professionnelle 1,USM Alger,MC Oran,1.57,3.2,6.0,1.62,3.1,5.75,0.83,0.5/1,0.98,1.85,2,1.95,A,6.0,6.0,0.8333333333333334,15.01,-0.6666666666666666,10.0,0.8333333333333334,-1.690000000000003,0.0455860626446362,-0.8333333333333334,10.0,0.230719932208837,5.01,-11.690000000000003,0.2763059948534732,-0.3531612386647266,0.0,-0.34987993381670096,0.0,-0.8374029985600963,0.0,-1.0669945823056215,0.0
2907790,2026-01-08,14:00,Reykjavik Football Tournament,Throttur Reykjavik,Valur Reykjavik,5.0,4.5,1.44,5.0,4.5,1.44,0.9,-1/1.5,0.9,1.9,4,1.9,D,11.0,13.0,0.4545454545454545,10.92,0.6153846153846154,13.799999999999994,0.4545454545454545,8.190000000000001,0.3537967768916372,0.5384615384615384,-9.200000000000005,0.1770944658123681,-2.8799999999999937,17.390000000000008,0.5308912427040053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
