Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Result,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Games_Home,Games_Away,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,MT_H,MT_A,Goals_H_FT,Goals_A_FT,Goals_H_HT,Goals_A_HT,Corners_H,Corners_A,Yellow_H,Yellow_A,Red_H,Red_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_Over,OverQnt,Odd_Under,Radar_H,Radar_A,MT_HT_H,MT_HT_A
2844447.0,2025-11-29,11:00,South Africa Premier Soccer League,Siwelele,Chippa United,1.83,2.8,5.0,A,-0.2,12.0,-0.6666666666666666,31.67,0.4,0.0,0.0,-1.0,-23.3,0.1876128068994087,-19.67,23.3,0.1876128068994087,0.9,0.5,0.9,2.03,1.5/2,1.78,5.0,6.0,0.3938407326199488,-1.8416292731682244,0.8176597496283579,-0.7313815954542012,0.0,0.0,0,0,0.0,-0.7071067811865479,0.0,0.0,0.0,0.0,10.0,5.0,2.0,3.0,0.0,0.0,1.85,2.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865472
2815860.0,2025-11-29,11:00,Turkey 1. Lig,Sakaryaspor,Umraniyespor,1.45,4.2,5.75,D,-0.1666666666666666,15.01,-1.0,10.0,0.1666666666666666,15.01,0.2999883213415286,-1.0,-18.330000000000005,0.1876128068994087,5.01,33.34,0.4876011282409372,0.95,1/1.5,0.85,1.85,2.5/3,1.95,6.0,6.0,1.0038020196467174,0.7135170596084573,0.5833624636409644,-0.970931195077154,0.0,0.0,0,0,0.6217557813324147,0.2003270568835981,1.0,1.0,0.0,1.0,8.0,1.0,3.0,5.0,1.0,0.0,1.4,4.33,6.5,0.0,0.0,0.0,0.0,0.0,0.6217557813324147,0.7126966450997982
2800419.0,2025-11-29,11:00,Austrian Bundesliga,Grazer AK,FC Blau Weiss Linz,2.6,3.2,2.7,D,-0.5714285714285714,-2.8600000000000003,-0.8571428571428571,17.099999999999998,-0.7142857142857143,11.439999999999998,0.2504542304090258,-0.8571428571428571,-7.110000000000003,0.1582169222626268,-19.96,18.55,0.4086711526716526,0.88,0,0.93,1.78,2,2.03,7.0,7.0,0.1906310461325068,-0.0458036300741106,-0.6045668712036837,-0.4523422486569062,0.0,0.0,0,0,-0.9130519462138764,-0.1133389660738733,3.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.6,3.2,2.7,0.0,0.0,0.0,0.0,0.0,0.5773937457076623,-0.7071067811865476
2808529.0,2025-11-29,10:30,Spain Segunda Division RFEF,SD Beasain,Alfaro,1.8,3.5,3.6,D,0.0,6.0,-1.0,-40.0,0.2,0.0,0.2076549551264878,-1.0,-34.0,0.3755282641185388,46.0,34.0,0.5831832192450266,0.93,0.5,0.88,2.0,2/2.5,1.8,5.0,5.0,-0.3958649105602101,-0.8061848874269129,-1.6103476566767352,-1.2197307530601595,0.0,0.0,0,0,1.7320508075688774,0.4376837201074803,1.0,1.0,0.0,1.0,8.0,1.0,2.0,4.0,0.0,0.0,1.85,3.25,3.7,0.0,0.0,0.0,0.0,0.0,0.1959614496497819,-0.2415521485015102
2808533.0,2025-11-29,10:30,Spain Segunda Division RFEF,UD Mutilve,CD Basconia,2.2,3.25,2.88,H,-0.2,6.0,-0.6666666666666666,3.3299999999999965,0.0,20.0,0.1176182311592532,-0.6666666666666666,-23.3,0.230719932208837,2.6700000000000035,43.3,0.3483381633680902,0.98,0/0.5,0.83,1.88,2/2.5,1.93,5.0,6.0,-0.3958649105602101,-0.0663516449419442,0.0620542040072427,-0.8467128503632266,0.0,0.0,0,0,-1.0324781820348965,-1.0604070763797733,1.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,2.2,3.25,2.88,0.0,0.0,0.0,0.0,0.0,-1.1269900158992376,-1.1668676639496802
2810003.0,2025-11-29,11:00,Ukrainian Premier League,Veres,FC Karpaty Lviv,3.25,2.9,2.15,A,-0.2857142857142857,-12.87,0.6,20.0,-0.1428571428571428,11.439999999999998,0.0256789559489747,0.2,40.0,0.0455860626446362,-32.87,-28.56,0.0712650185936109,0.9,0/-0.5,0.9,1.83,2,1.98,7.0,5.0,-0.5479516642762006,-0.1045846339886439,-0.5001283336109041,1.0912271664945086,0.0,0.0,0,0,-0.4721940086879576,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,3.25,3.1,2.05,0.0,0.0,0.0,0.0,0.0,-0.8379398576662631,0.0
2902306.0,2025-11-29,22:10,Primera Division Liga MX,Tigres UANL,Club Tijuana,1.36,4.75,8.0,H,0.7777777777777778,-4.884981308350689e-15,-0.375,1.25,0.8888888888888888,18.93,0.188775429471914,-0.5,-11.25,0.2152125268244419,-1.2500000000000049,30.18,0.4039879562963558,0.95,1.5/2,0.85,1.91,3.5,1.8,9.0,8.0,-0.197895877635792,0.3569806330049659,0.1299093859482833,-1.0196323552856266,0.0,0.0,0,0,1.3825880116190252,-1.166993727125058,5.0,0.0,3.0,0.0,8.0,2.0,4.0,5.0,0.0,0.0,1.24,5.75,10.0,0.0,0.0,0.0,0.0,0.0,0.2169535102691387,0.6768316879159206
2840831.0,2025-11-29,11:30,Italy C1,Team Altamura,AS Sorrento Calcio,2.38,3.0,2.75,D,-0.5714285714285714,17.099999999999998,-0.5714285714285714,1.4299999999999988,-0.7142857142857143,31.4,0.3589290901482126,-0.7142857142857143,21.39,0.0822171657090154,15.669999999999998,10.009999999999998,0.441146255857228,0.75,0,1.05,1.98,2/2.5,1.83,7.0,7.0,0.2772582365224639,1.8298150713490868,0.0672155918638263,0.7778913439618226,0.0,0.0,0,0,1.2562773353443577,1.1284080392750122,1.0,2.0,0.0,2.0,10.0,4.0,1.0,1.0,0.0,0.0,2.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,1.260252075625209,-1.323436013090442
2790364.0,2025-11-29,10:30,Holland Eerste Divisie,FC Oss,Almere City FC,3.3,3.6,2.05,D,-0.25,22.5,-0.25,-16.25,-0.25,-2.5,0.2504542304090258,-0.25,-15.0,0.2504542304090258,38.75,12.5,0.5009084608180516,0.83,-0.5,0.98,2.03,3,1.78,8.0,8.0,0.3915962477747567,-0.9914245450569548,-1.3058009182000645,-1.121401037258424,0.0,0.0,0,0,-0.9172751536157115,0.5305739903471037,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,0.0,3.4,3.6,1.91,0.0,0.0,0.0,0.0,0.0,-0.7989973255299742,-0.2749568610602834
2844445.0,2025-11-29,11:00,South Africa Premier Soccer League,Polokwane City FC,TS Galaxy,2.45,2.7,3.0,A,0.3333333333333333,3.3299999999999965,-0.2857142857142857,5.729999999999999,0.6666666666666666,15.01,0.1876128068994087,-0.1428571428571428,7.149999999999999,0.2999883213415286,-2.400000000000002,7.860000000000001,0.4876011282409372,1.05,0/0.5,0.75,1.93,1.5/2,1.88,6.0,7.0,-0.661057210416585,-0.0195074221695156,-0.4553674560739591,0.0089427816946043,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,2.45,2.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
