Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Result,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Games_Home,Games_Away,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,MT_H,MT_A,Goals_H_FT,Goals_A_FT,Goals_H_HT,Goals_A_HT,Corners_H,Corners_A,Yellow_H,Yellow_A,Red_H,Red_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_Over,OverQnt,Odd_Under,Radar_H,Radar_A,MT_HT_H,MT_HT_A
2745173.0,2025-11-03,18:00,Brazil Serie B,America MG,Gremio Novorizontino,2.4,2.95,3.05,D,0.8823529411764706,-8.830000000000005,-0.1764705882352941,1.1799999999999988,0.9411764705882352,2.9700000000000024,0.2138050993040052,-0.4117647058823529,8.830000000000002,0.117211879101091,-10.010000000000003,-5.859999999999999,0.3310169784050962,1.0,0/0.5,0.8,1.8,2,2.0,17.0,17.0,-0.4418445594024734,-0.4208223708609184,-1.0261370122953566,0.1337340987275502,,,,,-0.0512206786703128,0.6194481505895578,2.0,2.0,1.0,1.0,5.0,10.0,2.0,2.0,0.0,0.0,2.3,3.2,3.1,,,,,,-0.0948003845582321,1.4009216545924867
2847370.0,2025-11-03,15:45,France Ligue 2,Pau FC,Troyes,3.0,3.25,2.3,H,0.1666666666666666,15.01,-0.2,18.0,0.5,26.700000000000003,0.1876128068994087,0.0,6.0,0.1176182311592532,-2.99,20.700000000000003,0.3052310380586619,0.8,0/-0.5,1.0,1.9,2.5,1.9,6.0,5.0,0.364153945290465,0.9031465178839788,0.5044754258452051,-0.2001188361655101,,,,,-0.7071067811865475,0.8001445286102079,1.0,1.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,1.0,3.0,3.3,2.3,,,,,,-0.9401326972693655,0.889922648819867
2776262.0,2025-11-03,18:00,Argentine Division 1,Central Cordoba SDE,Racing Club,2.65,2.85,2.95,D,0.2857142857142857,11.439999999999998,-0.0714285714285714,18.58,0.5714285714285714,17.099999999999998,0.3541973474990897,-0.0714285714285714,24.3,0.2800877556899882,-7.140000000000001,-7.200000000000003,0.6342851031890779,0.78,0/-0.5,1.03,1.98,2/2.5,1.83,14.0,14.0,0.6563397209823846,0.2844937179360582,0.0868385011537216,0.917690235533082,,,,,-1.249805202286179,-0.5421211189762821,0.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,2.9,3.3,2.35,,,,,,-0.4361502492735123,1.5975237068735852
2893667.0,2025-11-03,18:00,Uruguay Primera Division,Plaza Colonia,Cerro Largo,2.1,3.3,3.4,D,0.0,0.5799999999999961,-0.4117647058823529,4.119999999999997,0.2352941176470588,-18.86,0.2480922525974644,-0.6470588235294118,8.830000000000002,0.1982422808259466,-3.5400000000000014,-27.69,0.446334533423411,1.05,0/0.5,0.75,2.05,2/2.5,1.75,17.0,17.0,-0.5978760256168342,-1.5971717778945935,-0.2712813248094795,0.2631820818469367,,,,,-0.7767667245934858,0.9461379307748516,0.0,2.0,0.0,0.0,8.0,2.0,4.0,4.0,0.0,0.0,2.35,3.5,2.8,,,,,,-0.505114849754166,-0.786303232821971
2840412.0,2025-11-03,15:30,Italy C1,ASD Alcione,Pro Patria,1.91,2.8,4.33,A,0.2,0.0,-0.8,20.0,0.2,-14.0,0.0455860626446362,-1.0,20.0,0.230719932208837,-20.0,-34.0,0.2763059948534732,1.0,0.5,0.8,1.95,2,1.85,5.0,5.0,0.2581152836583938,-0.4139045371403267,0.5357290525529694,0.2692859938430655,,,,,0.0,0.1013858250942992,2.0,0.0,1.0,0.0,3.0,4.0,2.0,5.0,0.0,0.0,1.91,2.88,3.9,,,,,,0.0,0.1013858250942992
2807751.0,2025-11-03,15:30,Spanish La Liga 2,Real Valladolid,Granada CF,1.86,3.5,4.0,A,0.8333333333333334,-6.700000000000006,-0.6,-8.0,1.0,-6.700000000000006,0.1876128068994087,-1.0,40.0,0.1176182311592532,1.2999999999999936,-46.7,0.3052310380586619,0.93,0.5,0.88,2.03,2/2.5,1.78,6.0,5.0,0.0010483715997308,-0.1622877272012515,-0.8026498441770205,1.1566063586766553,,,,,-0.5963001065943513,1.0676696979180706,2.0,1.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,1.0,1.86,3.3,4.2,,,,,,-0.5963001065943513,1.349050292923048
2722775.0,2025-11-03,18:00,Chile Primera Division,Palestino,Deportes Limache,1.75,3.8,4.0,D,0.6666666666666666,-20.81,-0.5833333333333334,20.83,0.75,15.01,0.1932574619052465,-0.9166666666666666,-4.170000000000004,0.4676896608793401,-41.64,19.180000000000003,0.6609471227845867,0.9,0.5,0.9,2.0,2/2.5,1.8,12.0,12.0,-1.477769201767225,-0.1554686877849577,0.6637132917562338,-0.6818170125541456,,,,,-0.8240066891997131,-0.9877336267262128,2.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,1.9,3.5,3.8,,,,,,-1.1580039694027575,-0.4198485616104881
2776269.0,2025-11-03,15:45,Argentine Division 1,CA Platense,Sarmiento Junin,1.86,3.25,4.5,D,0.2142857142857142,-12.87,-0.8571428571428571,14.29,0.5,4.28,0.2914343243183204,-0.9285714285714286,14.29,0.1381178398973613,-27.16,-10.009999999999998,0.4295521642156816,0.93,0/0.5,0.88,1.85,1.5/2,1.95,14.0,14.0,-0.913503225468328,-0.1728947731756651,-0.2752343560055905,0.1228173915904996,,,,,-1.292315283328101,-1.1621119988198785,1.0,1.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,2.25,3.25,3.3,,,,,,-0.8283925003217278,0.6048190620377724
2776261.0,2025-11-03,20:15,Argentine Division 1,Belgrano,Club Atletico Tigre,2.05,3.05,3.9,A,0.5,2.120000000000001,-0.4666666666666667,1.309999999999997,0.5714285714285714,-0.0099999999999984,0.2365895936154873,-0.6666666666666666,15.309999999999995,0.3259026690286935,0.810000000000004,-15.319999999999991,0.5624922626441808,0.98,0/0.5,0.83,1.88,1.5/2,1.93,14.0,15.0,0.2638789843697064,-0.5193103189029048,-0.9539250363085432,0.5914364563029177,,,,,-0.3488510995923614,0.5744234717010799,0.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,1.0,0.0,2.3,3.0,3.4,,,,,,-0.3488510995923614,-0.9098354689197008
2702711.0,2025-11-03,03:00,J3 League,FC Ryukyu,Tochigi City,4.75,4.1,1.55,A,-0.3125,26.25,0.375,-5.64,-0.3125,13.75,0.1416443505196105,0.4375,13.75,0.2799923761135083,31.89,0.0,0.4216367266331188,0.88,-1,0.93,1.85,2.5/3,1.95,16.0,16.0,1.311796563882688,-0.2985737286072897,-0.5518735833179661,1.2859181627906633,,,,,0.6269609739212508,0.1762020208739157,2.0,2.0,1.0,1.0,6.0,8.0,2.0,0.0,0.0,0.0,4.2,3.6,1.67,,,,,,-0.7558546535790526,0.6058430713749996
