Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,MT_H,MT_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT
2891098,2025-10-24,14:45,Ireland First Division,Treaty United,Cobh Ramblers,3.6,3.5,1.95,0.83,-0.5,0.98,1.98,2.5/3,1.83,H,18.0,18.0,0.3888888888888889,5.559999999999999,0.3333333333333333,13.33,0.3888888888888889,21.099999999999994,0.3861866858065617,0.4444444444444444,10.0,0.3371606942825162,-7.770000000000001,11.099999999999994,0.723347380089078,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,-0.6558302982551608,-1.5731679096783289,0.7071067811865476,0.0,Home,Even
2891099,2025-10-24,14:45,Ireland First Division,UC Dublin,Bray Wanderers,2.0,3.5,3.4,1.0,0.5,0.8,1.9,2.5/3,1.9,D,18.0,18.0,0.5,-8.870000000000001,-0.2222222222222222,13.33,0.6111111111111112,-5.020000000000004,0.2030499192693116,-0.2222222222222222,4.399999999999995,0.4374906934425036,-22.200000000000003,-9.419999999999998,0.6405406127118152,-0.7071067811865476,-0.7071067811865476,0.0,-0.7071067811865476,1.6509822116576767,-1.2873256286239643,0.7071067811865476,0.0,Away,Even
2798147,2025-10-24,15:00,England Championship  ,Preston North End,Sheffield United,2.7,3.05,2.57,1.13,0,0.75,1.93,2,1.93,D,6.0,6.0,-0.3333333333333333,19.99,-0.1666666666666666,-18.330000000000005,-0.5,19.99,0.0967693325592168,0.0,-6.700000000000006,0.0967693325592168,38.32000000000001,26.690000000000005,0.1935386651184336,0.8722844798602127,0.9327270954846942,-1.197208327312833,-1.0285027938984093,-0.7955870797707356,0.7619814454563824,2.069492807173046,1.9612298893831035,Home,Home
2776165,2025-10-24,15:00,Argentine Division 1  ,Sarmiento Junin,Rosario Central,4.2,3.1,2.0,0.73,0/-0.5,1.08,1.85,2,1.95,A,14.0,13.0,-0.1428571428571428,6.41,-0.3846153846153846,25.349999999999994,-0.1428571428571428,-0.0099999999999984,0.3876400468214041,-0.3846153846153846,33.82,0.1770944658123681,-18.939999999999994,-33.83,0.5647345126337722,0.6531967171681768,-0.51910349624414,0.6611884960757407,1.6935264653407747,-0.5613023929958599,-0.07234571177899217,0.007991778907563862,2.2126299615849145,Away,Away
2722887,2025-10-24,16:00,Chile Primera Division  ,Palestino,Everton CD,2.01,3.25,3.6,1.03,0.5,0.78,2.0,2/2.5,1.8,D,11.0,10.0,0.6363636363636364,-19.070000000000004,-0.3,3.0,0.7272727272727273,10.92,0.1516622361413138,-0.3,-20.0,0.3126695474501863,-22.070000000000004,30.92,0.4643317835915001,-1.3741108246621965,-0.3541611979739905,-1.145508919424385,-1.2953339323695714,0.0,-0.8669103805745652,0.22860190523781143,0.9411727343955809,Away,Home
2889135,2025-10-24,16:00,Peru Primera Division  ,Juan Pablo II College,Comerciantes Unidos,1.67,3.5,5.25,1.0,0.5/1,0.8,1.85,2/2.5,1.95,D,15.0,15.0,-0.0666666666666666,14.67,-1.0,33.3,0.1333333333333333,23.99,0.1517610069469123,-1.0,22.01,0.3011663015105079,-18.629999999999995,1.9799999999999969,0.4529273084574202,0.697899656532811,1.2207485088928778,1.598699689331584,0.5380348608290112,-1.1043426984326052,0.0004495742586358433,0.9008000327987729,0.6827136480638666,Away,Home
2776146,2025-10-24,17:00,Argentine Division 1  ,Independiente,CA Platense,1.9,3.2,4.5,0.85,0.5,0.95,1.85,2,1.95,D,14.0,18.0,0.9333333333333332,-11.330000000000004,-0.4444444444444444,10.57,1.0,7.149999999999999,0.2537781703934222,-0.6666666666666666,13.33,0.2455923110138912,-21.900000000000006,-6.1800000000000015,0.49937048140731344,-0.7618367692604979,0.04721602329014668,-0.5154339925228005,0.42874703845518586,0.0,-1.7214496297329271,0.2464027767376974,0.3815310151650392,Away,Away
2815672,2025-10-24,17:00,Categoria Primera A  ,Alianza Petrolera,La Equidad,1.48,4.2,6.5,1.03,1,0.78,1.98,2/2.5,1.83,H,18.0,18.0,0.2777777777777778,13.33,-0.8888888888888888,-8.870000000000001,0.4444444444444444,15.599999999999998,0.2161078603913138,-1.0,-3.370000000000005,0.4129996672121181,22.200000000000003,18.970000000000002,0.6291075276034319,0.5548062717438337,0.6698611843294116,-1.3779677061430613,-1.4141089056614795,0.0,1.0,1.932773977886895,2.083970089990891,Home,Home
2745168,2025-10-24,18:00,Brazil Serie B  ,Gremio Novorizontino,Botafogo SP,1.49,3.6,7.0,0.98,1/1.5,0.83,1.98,2/2.5,1.83,D,16.0,16.0,0.875,-21.200000000000003,-1.0,16.2,1.0,11.86,0.4236888781333764,-1.0,-0.6000000000000041,0.3126695474501863,-37.400000000000006,12.460000000000004,0.7363584255835627,-1.5016254226698518,0.013892656665684965,-0.04054679198734882,-0.7519548086593438,0.6194481505895578,0.05994544693692561,1.461078630682503,0.7658474653250288,Away,Home
2730134,2025-10-24,18:30,Chile Primera B  ,San Luis Quillota,CD Copiapo S.A.,3.2,3.25,2.15,0.93,0/-0.5,0.88,1.78,2,2.03,D,11.0,11.0,0.0909090909090909,-14.55,0.1818181818181818,0.9099999999999976,0.0909090909090909,4.549999999999999,0.0974588057392146,0.3636363636363636,-9.970000000000002,0.0162317522628259,-15.459999999999999,14.520000000000001,0.1136905580020405,-1.1143280898692776,-0.266966561779946,-0.6693658174548086,-1.3781697133747846,-0.8539680495503595,-0.8862603969225877,0.44496227241446895,1.1112031515948386,Away,Home
2730135,2025-10-24,18:30,Chile Primera B  ,Universidad de Concepcion,Deportes Temuco,1.85,3.0,4.2,1.03,0.5,0.78,1.78,2,2.03,H,10.0,12.0,0.3,3.0,-0.5,9.2,0.3,30.0,0.1681775812035096,-0.9166666666666666,12.489999999999997,0.3537967768916372,-6.199999999999999,17.510000000000005,0.5219743580951468,-0.10712677961909671,1.355275541232944,-0.14367867784795788,-0.10762801070860718,0.5833803452158136,0.13017563136559207,0.036551898228861165,1.4629035519415512,Home,Home
2890386,2025-10-24,18:30,Uruguay Primera Division  ,Defensor Sporting Montevideo,Montevideo City Torque,2.63,3.0,2.75,0.9,0,0.9,1.8,2.5,2.0,H,17.0,17.0,0.5882352941176471,-1.7800000000000034,-0.0588235294117647,-5.91,0.7647058823529411,30.599999999999994,0.2480922525974644,0.0588235294117647,-1.160000000000004,0.3096289731154949,4.129999999999997,31.759999999999998,0.5577212257129593,-0.4715559225101603,1.344724856803158,-1.3872582859218208,-1.176351345090105,1.4917771944288203,0.5400681399071562,0.9157023634116604,2.521076201893263,Home,Home
2815669,2025-10-24,19:00,Categoria Primera A  ,Fortaleza F.C,Deportivo Pasto,1.75,3.25,5.5,0.98,0.5/1,0.83,1.9,2,1.9,H,18.0,18.0,0.4444444444444444,3.9099999999999984,-0.5555555555555556,-7.230000000000002,0.4444444444444444,26.700000000000003,0.1982422808259466,-0.7777777777777778,-3.370000000000005,0.1982422808259466,11.14,30.070000000000007,0.3964845616518932,-0.2081940982571757,1.487442833552426,-1.2428206861371853,-1.4141089056614795,-1.4142135623730951,1.0,1.0346265878800096,2.9015517392139056,Home,Home
2884503,2025-10-24,20:00,Primera Division de Ecuador  ,Orense SC,Universidad Catolica,2.55,3.5,2.55,0.9,0,0.9,1.85,2,1.95,H,16.0,16.0,0.4375,15.64,-0.125,-13.700000000000005,0.5,18.1,0.3317819560677652,0.25,3.1000000000000005,0.386406470979348,29.340000000000003,15.0,0.7181884270471133,0.8509104679131755,0.9642005311220938,-1.655043881877418,-0.859277341544607,-0.8150370377690448,0.00010557751197472932,2.5059543497905934,1.8234778726667007,Home,Home
2891681,2025-10-24,20:00,USA Major League Soccer  ,Inter Miami CF,Nashville,1.5,4.5,5.5,0.95,1/1.5,0.85,1.85,3.5,1.95,D,17.0,17.0,1.0,24.700000000000003,-0.2941176470588235,-5.91,1.0,10.6,0.4440393186673406,-0.4117647058823529,1.2000000000000028,0.3600507438551554,30.610000000000003,9.399999999999997,0.804090062522496,1.583459062492236,0.34885353062331076,-1.4463370933614639,-0.9711076155916214,1.183833569913745,0.0,3.0297961558537,1.319961146214932,Home,Home
2745167,2025-10-24,20:35,Brazil Serie B  ,Cuiaba,Remo Belem (PA),1.73,3.4,5.25,0.83,0.5,0.98,2.03,2/2.5,1.78,D,16.0,16.0,0.8125,-2.5,-0.6875,34.39999999999999,0.9375,28.799999999999997,0.2480922525974644,-0.9375,41.2,0.1982422808259466,-36.89999999999999,-12.400000000000006,0.446334533423411,-0.14453087369844028,1.2920376436594163,1.1713090021605694,2.2506891758551157,-0.04339176594913206,0.03469962176958412,1.3158398758590097,0.9586515321956994,Away,Away
2713673,2025-10-24,21:00,USL Championship  ,New Mexico United,Rhode Island,2.15,3.25,3.1,1.05,0/0.5,0.75,1.9,2.5,1.9,D,14.0,14.0,0.6428571428571429,4.28,0.0,9.319999999999997,0.8571428571428571,2.899999999999995,0.3259026690286935,-0.1428571428571428,7.149999999999999,0.2320575430148813,-5.0399999999999965,-4.2500000000000036,0.5579602120435748,0.13561976215463095,-0.4130855523243731,-0.3312390292918367,-0.23179197637937332,-1.0742590308821531,0.19524221715383994,0.46685879144646764,0.18129357594499979,Home,Away
2784330,2025-10-24,21:00,Primera Division Liga MX  ,FC Juarez,Puebla,1.62,3.75,5.0,0.8,0.5,1.0,1.85,2.5,1.95,H,7.0,6.0,0.1428571428571428,17.099999999999998,-0.6666666666666666,-6.700000000000006,0.1428571428571428,35.690000000000005,0.1582169222626268,-1.0,-23.3,0.2999883213415286,23.800000000000004,58.99000000000001,0.4582052436041554,0.4233159130741577,1.602251208439574,-0.6985726349645273,-1.9205362463813709,-0.4442703863323567,-0.7071067811865478,1.1218885480386849,3.5227874548209446,Home,Home
