Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT
2702680,2025-10-13,01:00,J3 League  ,AC Nagano Parceiro,Kamatamare Sanuki,2.5,3.25,2.5,0.78,0,1.03,1.85,2/2.5,1.95,A,14.0,15.0,-0.2857142857142857,9.319999999999997,-0.2,0.669999999999999,-0.4285714285714285,7.149999999999999,0.1634449073720273,-0.5333333333333333,-7.300000000000001,0.1517610069469123,8.649999999999999,14.45,0.31520591431893963,0.8772272786521402,0.35152189241940507,-0.019433219281252714,0.6313187776447685,0.896660497933393,0.27979688522536345,Home,Away
2885010,2025-10-13,14:00,Peru Primera Division  ,UTC Cajamarca,Cienciano,3.75,3.5,1.95,0.98,0/-0.5,0.83,1.8,2.5/3,2.0,D,15.0,15.0,0.2,-2.6700000000000035,-0.2666666666666666,18.7,0.1333333333333333,-6.700000000000006,0.1982422808259466,-0.5333333333333333,10.69,0.1982422808259466,-21.370000000000005,-17.390000000000008,0.3964845616518932,-0.2931490782528652,0.12879230981380474,1.2605575344044726,1.2663158845496851,1.5537066126573378,1.1375235747358805,Away,Away
2701286,2025-10-13,14:45,Ireland Premier Division  ,Cork City,Shelbourne,6.5,4.0,1.5,0.9,-0.5/1,0.9,2.35,2.5/3,1.58,D,16.0,15.0,-0.4375,13.75,0.0,-2.6700000000000035,-0.4375,22.5,0.1416443505196105,-0.0666666666666666,17.33,0.2320575430148813,16.42,5.170000000000002,0.3737018935344918,0.12910955722259293,1.0303056920534237,0.4007273499280605,1.1576650496009024,0.27161779270546754,0.12735935754747874,Away,Away
2701472,2025-10-13,14:45,Ireland First Division  ,Finn Harps,Kerry FC,2.4,3.4,2.45,0.9,0/0.5,0.9,2.0,2.5,1.8,D,16.0,16.0,-0.0625,-3.160000000000001,-0.75,19.99,-0.0625,10.0,0.2799923761135083,-0.6875,-5.010000000000005,0.386406470979348,-23.15,15.010000000000005,0.6663988470928564,-1.211146024544743,-0.15168166469151861,1.7802658580226642,-0.9304186603053426,2.991411882567407,0.7787369956138239,Away,Home
2722880,2025-10-13,15:00,Chile Primera Division  ,Universidad de Chile,Palestino,1.8,3.4,4.75,0.88,0.5/1,0.93,1.93,2.5,1.88,D,11.0,12.0,0.9090909090909092,-0.8700000000000009,-0.1666666666666666,25.8,1.0,26.329999999999995,0.4343497069897538,0.0,20.83,0.2537781703934222,-26.67,5.4999999999999964,0.688127877383176,1.5397301596146244,1.3830339587947273,1.9657773187294616,1.576708506608211,0.42604715911483715,0.1936745478134836,Away,Away
2886361,2025-10-13,16:00,Colombia Primera B  ,Atletico FC,Boca Juniors De Cali,2.9,3.25,2.35,0.83,0,0.98,2.03,2/2.5,1.78,A,12.0,12.0,-0.4166666666666667,12.489999999999997,-1.0,43.3,-0.6666666666666666,4.19,0.1932574619052465,-1.0,35.0,0.1077892874862118,-30.810000000000002,-30.81,0.3010467493914583,1.554448104050368,-0.37309265777787715,2.4826205482315955,0.8412426654058679,0.9281724441812276,1.214335323183745,Away,Away
2886362,2025-10-13,16:00,Colombia Primera B  ,Patriotas FC,Atletico Huila,1.67,3.4,5.5,0.83,0.5,0.98,1.78,2,2.03,D,18.0,14.0,1.0,15.599999999999998,-0.1428571428571428,4.28,1.0,11.679999999999998,0.1634449073720273,-0.2857142857142857,5.029999999999999,0.2365895936154873,11.319999999999997,6.649999999999999,0.4000345009875146,0.7525802515478011,0.651523668528727,-0.26882241643022153,-0.35285188825822694,1.0214026679780226,1.004375556786954,Home,Home
2885011,2025-10-13,16:15,Peru Primera Division  ,Juan Pablo II College,Deportivo Garcilaso,2.0,3.4,3.6,0.98,0/0.5,0.83,1.88,2/2.5,1.93,D,14.0,14.0,-0.0714285714285714,16.419999999999998,-0.7857142857142857,16.419999999999998,0.0714285714285714,28.59,0.1634449073720273,-0.6428571428571429,26.43,0.3259026690286935,0.0,2.16,0.4893475764007208,1.248105092315748,2.2108732240206943,0.37805852371269977,1.50536105557859,0.8700465686030482,0.7055121684421044,Home,Home
2776239,2025-10-13,17:30,Argentine Division 1  ,CA Platense,Deportivo Riestra,2.25,2.88,3.8,0.75,0/0.5,1.05,1.93,1.5/2,1.88,A,13.0,14.0,0.1538461538461538,-10.78,-0.8571428571428571,40.73,0.4615384615384615,7.699999999999997,0.2537781703934222,-0.9285714285714286,24.3,0.3195073356553728,-51.51,-16.600000000000005,0.573285506048795,-0.08708063941315075,0.8195007704846303,2.5013653286214934,1.2652818895054725,2.588445968034644,0.44578111902084216,Away,Away
2745151,2025-10-13,18:00,Brazil Serie B  ,Volta Redonda,Atletico Clube Goianiense,2.63,3.1,2.75,0.8,0,1.0,1.83,2,1.98,A,15.0,15.0,0.4,-14.700000000000005,-0.5333333333333333,30.690000000000005,0.7333333333333333,8.669999999999996,0.0817937909246571,-0.7333333333333333,15.309999999999995,0.2537781703934222,-45.39000000000001,-6.639999999999999,0.3355719613180793,-0.5957644348857268,1.1791377003333583,0.552996495042035,-0.342807048001687,1.1487609299277617,1.5219447483350452,Away,Home
