Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-16,06:00,AFC Champions League Elite  ,Machida Zelvia,FC Seoul,38.68000000000001,6.659999999999997,0.4966128078532322,0.9828354255611882,-1.4383671375939602,-0.3385723068314393,-0.2537740625072633,1.75,3.6,4.0,2.4212025631551484,0.084798244324176,Home,Away,0.93,0.5,0.88,1.0,1.0
2025-09-16,06:00,AFC Champions League Elite  ,Gangwon FC,Shanghai Shenhua,13.889999999999995,0.1999999999999939,0.5332238445253892,-0.5385468658848691,-0.4946855392713252,-0.120345373202498,0.9876603702202644,1.55,4.2,4.33,0.0438613266135439,1.1080057434227626,Away,Away,0.98,0/0.5,0.83,2.0,1.0
2025-09-16,13:00,Sweden Superettan  ,Helsingborg,Landskrona BoIS,-6.0,-13.0,0.4731791872309746,0.2772468514059712,-0.2970313396910775,-0.0769147516575426,-0.2217815123224634,2.2,3.6,3.0,0.5742781910970487,0.1448667606649207,Home,Home,0.78,0,1.03,0.0,0.0
2025-09-16,15:00,Bolivia Primera Division  ,San Antonio Bulo Bulo,Oriente Petrolero,11.769999999999996,14.769999999999996,0.6208446932431193,0.4542882537023525,-0.6830623349559743,0.4562214198435247,-0.4641604564719562,1.73,4.2,3.9,1.1373505886583268,0.920381876315481,Home,Home,0.9,1,0.9,1.0,1.0
2025-09-16,16:00,Peru Primera Division  ,AD Tarma,UTC Cajamarca,-8.109999999999996,-9.19,0.5075563407868444,-1.1526563274488473,-0.7940861217854627,-0.5608958022551858,0.0279390884207378,1.65,3.7,5.0,0.3585702056633846,0.5888348906759235,Away,Away,0.83,0.5/1,0.98,3.0,1.0
2025-09-16,16:30,Ecuador Campeonato Serie B  ,Gualaceo SC,CD Independiente Juniors,-32.22999999999999,26.81,0.4656667572334677,-1.7819731037258075,1.1937270939767577,1.095772440572229,0.638370875467607,1.9,3.3,3.7,2.975700197702565,0.4574015651046217,Away,Home,0.9,0.5,0.9,1.0,0.0
2025-09-16,16:30,Ecuador Campeonato Serie B  ,Cumbaya FC,22 de Julio,17.620000000000005,8.520000000000007,0.4348249269475391,0.0814579535283783,-0.0520538114494228,-0.3936720841689897,0.2835690241126432,1.65,3.5,4.75,0.1335117649778012,0.6772411082816329,Home,Away,0.85,0.5/1,0.95,2.0,0.0
2025-09-16,17:00,Colombia Primera B  ,Atletico Huila,Boca Juniors De Cali,-32.49,-16.25,0.2349225962300549,0.1142534402868122,2.5193234786632845,1.3723925875367555,0.8288250096102262,1.53,3.7,6.5,2.4050700383764725,0.5435675779265293,Away,Home,,,,,
2025-09-16,17:30,Bolivia Primera Division  ,Real Tomayapo,Club Guabira,-7.0,-4.0,0.4518021204399292,-0.0236417645676872,0.390262929423649,-0.8377708137391433,-0.4641604564719562,2.25,3.4,2.88,0.4139046939913362,0.3736103572671871,Away,Away,,,,,
2025-09-16,18:00,Copa Libertadores  ,Velez Sarsfield,Racing Club,-26.69,-16.599999999999998,0.388251829756801,-2.468749454452181,-0.3701796065321898,-1.5247086566279786,1.16201847442632,2.63,2.9,2.9,2.0985698479199915,2.6867271310542984,Away,Away,1.05,0/0.5,0.75,0.0,1.0
