Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-17,06:00,AFC Champions League Elite  ,Ulsan HD FC,Chengdu Rongcheng FC,-24.78,-21.52999999999999,0.6221860266938425,-0.973459909818476,0.6325051018983199,-0.7287644173335348,0.2580493651813204,1.73,3.8,3.75,1.6059650117167958,0.9868137825148552,Away,Away,0.8,0/0.5,1.0,2.0,1.0
2025-09-17,08:15,AFC Champions League Elite  ,Shanghai Port,Vissel Kobe,18.190000000000005,-16.92,0.4801497956123457,0.0281609850252659,-0.3056268426129534,-1.2533693349744532,1.3176202708695066,3.25,3.4,1.95,0.3337878276382193,2.57098960584396,Home,Away,1.0,0,0.8,0.0,3.0
2025-09-17,11:00,Argentina Cup  ,Racing Club,River Plate,15.710000000000004,7.070000000000004,0.3138390605879894,1.4872455618766656,-1.2502641484396355,0.7191158160143886,-0.7590673531265533,3.3,3.1,2.25,2.737509710316301,1.4781831691409415,Home,Home,,,,,
2025-09-17,11:00,Ecuador Campeonato Serie B  ,9 de Octubre,Guayaquil City,16.0,24.0,0.273683518923042,0.3641026604392355,-0.3438551639544487,-0.6697244508883142,-0.1403258193482876,2.5,3.0,2.75,0.7079578243936843,0.5293986315400266,Home,Away,,,,,
2025-09-17,11:30,Lithuania cup  ,Dziugas Telsiai,Hegelmann Litauen,-6.409999999999999,-14.299999999999995,0.4148427086576548,-0.1062578354899963,-1.404792908333234,0.290313405894964,-0.1685448731224036,3.6,3.4,1.83,1.2985350728432377,0.4588582790173677,Home,Home,0.9,-0.5,0.9,1.0,1.0
2025-09-17,12:00,Latvia Cup  ,FK Rigas Futbola skola,FK Auda Riga,20.72,21.4,0.4458626423188865,0.4491946246629976,-0.659567277863649,0.5207607429608041,-0.5690528382019744,1.3,4.5,7.0,1.1087619025266466,1.0898135811627785,Home,Home,0.8,1.5,1.0,0.0,2.0
2025-09-17,12:30,USL Championship  ,Birmingham Legion,Tampa Bay Rowdies,10.789999999999996,16.64,0.3427182100223835,0.000932484376961,-1.1669212421692718,-0.0234218551792446,-1.7543343069159811,2.1,3.5,3.1,1.167853726546233,1.7309124517367365,Home,Home,0.9,0/0.5,0.9,1.0,4.0
2025-09-17,14:00,Peru Primera Division  ,Sporting Cristal,Alianza Atletico Sullana,-2.1900000000000013,-22.879999999999995,0.4084473752843341,1.124267937075112,1.5083944549456525,-0.7988896019556873,0.7118412490662257,1.42,3.9,8.0,0.3841265178705406,1.510730851021913,Away,Away,0.88,1/1.5,0.93,0.0,0.0
2025-09-17,15:00,Bolivia Primera Division  ,The Strongest,Independiente Petrolero,1.1000000000000014,-12.829999999999998,0.719230689416835,1.280762346119237,0.390262929423649,0.5465611710262959,0.3688425783435127,1.33,5.25,7.0,0.890499416695588,0.1777185926827831,Home,Home,,,,,
2025-09-17,16:15,Peru Primera Division  ,Comerciantes Unidos,Sport Huancayo,-2.7000000000000037,-10.160000000000004,0.386514923810493,-0.218026304420705,-0.5873061057925084,-0.1914476147513605,-0.0581358703837346,2.88,3.3,2.3,0.3692798013718034,0.1333117443676258,Home,Away,0.78,0/-0.5,1.03,2.0,0.0
