Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Odd_H_Asi,Asian_Line,Odd_A_Asi,Goals_H_FT,Goals_A_FT
2025-09-17,16:30,Ecuador Campeonato Serie B  ,San Antonio(ECU),Leones del Norte,11.690000000000005,15.49,0.4059670373451269,0.8324904351996236,0.4345959209681233,0.1455041257857905,-0.2909609913270617,2.4,3.0,2.9,0.3978945142315003,0.4364651171128523,Home,Home,1.08,0/0.5,0.73,1.0,1.0
2025-09-17,17:00,Argentina Cup  ,Newells Old Boys,Belgrano,-16.700000000000003,-19.180000000000003,0.4253650230874013,0.8499112912125816,-0.5248041576065464,-0.4367922281160272,0.9451600524468914,2.88,3.0,2.63,1.374715448819128,1.3819522805629187,Home,Away,0.85,0,0.95,1.0,3.0
2025-09-17,18:00,Copa Sudamericana  ,Bolivar,Atletico Mineiro,31.010000000000005,29.99,0.620760924876315,1.0493496002425091,-0.0289742764029759,0.2034918091727049,-0.5908161209058646,1.57,4.1,5.5,1.0783238766454852,0.7943079300785696,Home,Home,0.95,0.5/1,0.85,2.0,2.0
2025-09-17,18:00,Bolivia Primera Division  ,Jorge Wilstermann,Nacional Potosi,-31.099999999999994,-28.099999999999994,0.1838053609949701,-1.0930707410485008,0.5058093145035326,-1.4640525243927105,0.5171435630814537,3.0,3.3,2.2,1.5988800555520335,1.981196087474164,Away,Away,0.8,0,1.0,2.0,5.0
2025-09-17,18:00,Primera Division de Paraguay  ,Cerro Porteno,Atletico Tembetary,-5.600000000000004,-15.010000000000003,0.3889651371453364,0.9340134535840996,0.4606953238361498,0.0446904169624275,0.1236547919268971,1.33,4.33,10.0,0.4733181297479498,0.0789643749644696,Home,Away,,,,,
2025-09-17,18:30,Brazil Serie A  ,Botafogo RJ,Mirassol,-12.700000000000005,-34.53,0.2965647169581258,2.04080032054346,1.4032119467475974,0.51831897406038,1.7895620068185962,1.7,3.75,5.0,0.6375883737958628,1.2712430327582165,Home,Away,0.83,0.5/1,1.03,3.0,3.0
2025-09-17,19:30,USA Major League Soccer  ,New York City FC,Columbus Crew,-1.6199999999999988,9.930000000000003,0.7165202564263073,-0.127547605310594,-1.7799413415687046,1.8300377352033264,0.6104034022469638,2.15,3.75,3.1,1.6523937362581105,1.2196343329563628,Home,Home,,,,,
2025-09-17,20:00,Bolivia Primera Division  ,Academia del Balompie Boliviano,San Jose de Oruro,-26.2,-12.369999999999996,0.3298711080562568,-1.2228525060971829,0.0127732166945378,-0.9900151558397612,-1.0720675601017344,2.3,3.4,2.8,1.235625722791721,0.0820524042619732,Away,Home,0.95,0/0.5,0.85,0.0,0.0
2025-09-17,20:30,Peru Primera Division  ,Cienciano,Sport Boys,-21.299999999999997,-19.62,0.6664072500046351,-1.209481025393215,0.8792404167113399,0.0164870722265516,0.9390487446584488,1.4,5.0,7.0,2.088721442104555,0.9225616724318972,Away,Away,0.83,1/1.5,0.98,2.0,2.0
2025-09-17,20:30,USA Open Cup  ,Minnesota United FC,Austin FC,-24.680000000000007,-4.69,0.4314335865667801,0.6435004453620625,1.3937529584297197,0.5088663351221546,-0.3674088995409991,2.0,3.3,3.7,0.7502525130676572,0.8762752346631537,Away,Home,1.0,0.5,0.8,1.0,1.0
2025-09-17,20:30,Copa Sudamericana  ,Independiente del Valle,Deportiva Once Caldas,19.6,-9.230000000000004,0.5160809317922171,2.427022450538535,-1.8787151725285445,-0.2671927826272424,-0.968251403386149,1.62,3.9,5.5,4.305737623067079,0.7010586207589066,Home,Home,0.93,1,0.88,0.0,2.0
2025-09-17,20:30,Copa Libertadores  ,River Plate,Palmeiras,11.0,-21.330000000000005,0.5524396283250363,-0.8182797762065355,-1.021636611331142,-0.7475912606666882,2.099689757163613,2.5,3.1,3.1,0.2033568351246064,2.847281017830301,Home,Away,0.98,0/0.5,0.83,1.0,2.0
2025-09-17,21:30,USA Major League Soccer  ,Real Salt Lake,Los Angeles FC,4.070000000000001,6.920000000000003,0.5186697170947128,0.2230383052296291,0.019775548064548,0.3444970376795452,-0.7205077862977638,3.0,3.6,2.25,0.203262757165081,1.0650048239773091,Home,Home,0.95,0,0.85,1.0,4.0
