Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-08-02,J2 League  ,Consadole Sapporo,Sagan Tosu,-47.93,3.12,-6,1,0,2.38,3.4,2.8
2025-08-02,NSW Premier League  ,Spirit FC,Sydney Olympic,8.623076923,5.951794872,-14.01,2,1,2,3.4,3.1
2025-08-02,NSW Premier League  ,A.P.I.A. Leichhardt Tigers,Manly United,15.02242424,17.28075758,-13.44,1,0,1.44,4.2,5.5
2025-08-02,Chinese Football Association Yi League  ,Wuxi Wugou,Shanghai Port B,-13.04111111,-22.02,-55.12,4,2,1.53,3.6,5.5
2025-08-02,Chinese Football Association Yi League  ,Changchun XIdu Football Club,Hangzhou Linping Wuyue,24.1,-8.91,-28,0,0,1.57,3.4,5.75
2025-08-02,Chinese Football Association Yi League  ,Jiangxi Liansheng FC,Shandong Taishan B,-0.3575,-16.8775,-51.4,1,3,2.7,2.8,2.6
2025-08-02,Chinese Football Association Yi League  ,Lanzhou Longyuan Athletics,Bei Li Gong,1.517777778,19.90666667,19.36,0,2,1.9,3.1,3.9
2025-08-02,Chinese Football Association Yi League  ,Taian Tiankuang,Hubei Istar,-14.93,-23.91,6,2,0,1.75,3.25,4.1
2025-08-02,Chinese Football Association Yi League  ,Yan An Ronghai,Haimen Codion,38.94,32.94,-10,1,0,5,3.5,1.6
2025-08-02,J2 League  ,V-Varen Nagasaki,Vegalta Sendai,-18.27727273,-13.58666667,-17.3,0,0,2.1,3.4,3.2
2025-08-02,J2 League  ,Kataller Toyama,RB Omiya Ardija,21.75272727,-13.67454545,-2.83,0,2,3.5,3.3,2.05
2025-08-02,NSW Premier League  ,Western Sydney Wanderers AM,Rockdale City Suns,22.35833333,4.83,11.45,0,0,4.75,5,1.42
2025-08-02,NSW Premier League  ,St George City FA,Sutherland Sharks,-15.25089744,-10.10628205,-5.9,1,0,1.6,3.9,4.2
2025-08-02,J2 League  ,Ventforet Kofu,Montedio Yamagata,-16.13321678,3.976433566,-0.94,1,3,2.45,3.25,2.88
2025-08-02,K League 2  ,Bucheon FC 1995,Seongnam FC,-5.36,8.280909091,-22.9,2,3,2,3.7,3.4
2025-08-02,K League 2  ,Seoul E-Land FC,Incheon United,-15.02,-9,24,0,0,3.4,3.3,2.1
2025-08-02,K League 2  ,Cheonan City,Suwon Samsung Bluewings,-9.11,-18.14,19.7,1,2,4.33,4.5,1.62
2025-08-02,K League 2  ,Gyeongnam FC,Busan I Park,-12.10818182,-30.05909091,-2.2,1,0,4.1,3.7,1.8
2025-08-02,K League 2  ,Jeonnam Dragons,Chungnam Asan,11.20222222,17.51333333,-4,2,2,2.25,3.6,2.9
2025-08-02,K League 2  ,Hwaseong FC,Gimpo FC,-11.67484848,-18.66484848,-38.5,0,1,3.9,3.3,1.95
2025-08-02,K League 1  ,Ulsan HD FC,Suwon FC,-11.87,-10.70818182,-4.7,2,3,1.7,3.8,4.1
2025-08-02,Chinese Football Association Jia League  ,Yanbian Longding,Shijiazhuang Kungfu,21.87472222,45.18611111,-1.4,1,1,2.7,3,2.4
2025-08-02,Chinese Super League  ,Yunnan Yukun,Shanghai Shenhua,-8.02984127,10.40904762,9,4,4,5,4.33,1.6
2025-08-02,J2 League  ,Tokushima Vortis,Ehime FC,-34.83363636,-23.87727273,-24.58,1,0,1.45,4.1,6.5
2025-08-02,J2 League  ,Fujieda MYFC,Renofa Yamaguchi,17.48378788,12.44681818,-11.84,2,2,2.3,3.1,3.1
2025-08-02,J2 League  ,JEF United Ichihara Chiba,Iwaki FC,11.01090909,8.254545455,-4.6,2,2,2.1,3.4,3.25
2025-08-02,J2 League  ,Oita Trinita,Imabari FC,-3.591818182,-10.17181818,-13.94,0,1,2.88,3.1,2.5
2025-08-02,K League 2  ,Ansan Greeners FC,Chungbuk Cheongju,11.8030303,-9.948484848,3.58,1,2,2.55,3.2,2.8
2025-08-02,J2 League  ,Jubilo Iwata,Blaublitz Akita,7.6,20.135,23.17,1,4,1.73,3.6,4.5
2025-08-02,Chinese Football Association Jia League  ,ShanXi Union,Chongqing Tonglianglong,-0.34952381,-10.8952381,56.2,0,3,2.7,3.1,2.38
2025-08-02,Chinese Football Association Jia League  ,Liaoning Tieren,Guangdong GZ-Power,13.93638889,-16.0775,27.6,2,2,1.65,3.7,4.33
2025-08-02,Chinese Football Association Jia League  ,Shanghai Jiading Huilong,Nanjing City,19.02722222,5.301111111,16.92,1,1,2.6,3.25,2.35
2025-08-02,Sweden Superettan  ,Ostersunds FK,Helsingborg,-5.488214286,-20.44714286,26.2,2,2,2.55,3.4,2.75
2025-08-02,Chinese Football Association Jia League  ,Guangxi Pingguo Football Club,ShenZhen Juniors,-10.13083333,-4.265,14.2,3,2,2.25,3.4,2.7
2025-08-02,Chinese Super League  ,Chengdu Rongcheng FC,Shandong Taishan,6.041944444,4.033333333,-11.94,2,1,1.53,4.75,5
2025-08-02,Chinese Super League  ,Qingdao Youth Island,Henan Football Club,5.636111111,4.889444444,3.6,2,1,3.9,3.75,1.85
2025-08-02,Latvian Higher League  ,Jelgava,FK Liepaja,27.23833333,24.24257576,23.66,1,2,2.88,3.7,2.05
2025-08-02,Chinese Super League  ,Meizhou Hakka,Shanghai Port,-34.14305556,-34.15555556,81.46,2,4,6.5,5.25,1.38
2025-08-02,Sweden Superettan  ,Varbergs BoIS FC,Orgryte,-6.196428571,16.41535714,-2.4,1,2,2.3,3.7,2.8
