Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Diff_HT_P,Diff_Power,OU_Total
26-07-2025,15:00,Primera Division de Ecuador  ,Sociedad Deportiva Aucas,Delfin SC,1.5,4.2,6.25,20.555151515151515,7.4127272727272775,22.859999999999996
26-07-2025,15:00,Chile Primera Division  ,Deportes La Serena,Cobresal,2.2,3.25,3.2,-63.6875,4.347142857142849,3.200000000000003
26-07-2025,15:45,Argentine Division 1  ,Rosario Central,San Martin San Juan,1.57,3.6,6.5,-25.817474747474748,50.09,-17.43
26-07-2025,16:00,Argentine Division 2  ,Deportivo Moron,Chacarita juniors,2.35,2.7,3.7,6.904393939393945,-13.395454545454548,32.28
26-07-2025,16:00,USA USL League One Cup,Oakland Roots,Orange County Blues FC,2.3,3.25,2.75,5.141746031746031,14.650158730158733,-9.500000000000004
26-07-2025,16:15,Peru Primera Division  ,Atletico Grau,AD Tarma,1.67,3.6,5.25,3.411111111111108,-3.2266666666666683,-0.8399999999999999
26-07-2025,16:30,Peru Primera Division  ,Sport Boys,Sporting Cristal,4.75,3.6,1.75,9.0,-3.2966666666666633,-6.0
26-07-2025,17:00,Primera Division de Colombiano-Apertura  ,Boyaca Chico,Deportivo Pasto,2.5,3.0,3.0,-5.453787878787879,16.64090909090909,-5.509999999999998
26-07-2025,17:30,Chile Primera Division  ,Everton CD,Huachipato,1.91,3.25,4.33,-6.363333333333333,-15.918333333333333,-0.5999999999999979
26-07-2025,17:30,Primera Division de Paraguay  ,Deportivo Recoleta,Cerro Porteno,5.25,3.9,1.57,-9.167802197802198,-0.4757692307692327,7.100000000000003
26-07-2025,17:30,Brazil Serie A  ,Botafogo RJ,Corinthians Paulista (SP),1.62,3.7,6.25,37.36126984126985,14.817500000000006,-25.040000000000006
26-07-2025,17:30,Brazil Serie B  ,Ferroviaria SP,Operario Ferroviario PR,2.45,3.0,3.1,1.1811111111111092,7.481388888888892,2.469999999999999
26-07-2025,17:30,Brazil Serie A  ,Sport Club do Recife,Santos,2.5,3.1,3.0,-9.895555555555557,-12.81,1.6999999999999993
26-07-2025,17:30,Brazil Serie A  ,Mirassol,Vitoria BA,1.8,3.25,5.0,-17.431428571428576,44.7,-2.260000000000005
26-07-2025,17:30,Brazil Serie A  ,Fortaleza,Bragantino,2.5,3.1,2.9,-5.146666666666668,-33.924285714285716,12.01
26-07-2025,17:30,Primera Division de Ecuador  ,Manta FC,Club Sport Emelec,3.0,3.3,2.3,0.12363636363636843,9.07,9.86000000000001
26-07-2025,18:00,Argentine Division 1  ,Velez Sarsfield,Instituto AC Cordoba,2.15,3.0,3.9,-56.235,-2.999090909090914,-17.93
26-07-2025,18:00,Colombia Primera B  ,Orsomarso,Jaguares de Cordoba,3.75,3.1,2.05,-24.613174603174606,-36.153269230769226,-1.9299999999999962
26-07-2025,18:00,Colombia Primera B  ,Barranquilla FC,Patriotas FC,4.2,3.5,1.8,-6.715909090909088,-44.677142857142854,-2.3000000000000025
26-07-2025,18:00,Argentine Division 1  ,CA Platense,Argentinos Juniors,3.25,2.88,2.55,-16.097777777777775,1.4508333333333319,-13.530000000000001
26-07-2025,18:05,Argentine Division 2  ,Estudiantes de Caseros,San Telmo,1.75,3.1,5.5,-21.432272727272725,-35.86,20.34
26-07-2025,19:00,Chile Primera B  ,Universidad de Concepcion,Cobreloa,3.0,3.2,2.25,-5.961666666666664,22.849285714285724,-24.4
26-07-2025,19:10,Primera Division de Colombiano-Apertura  ,Deportiva Once Caldas,Atletico Junior Barranquilla,2.25,3.1,3.4,-14.798750000000007,-2.960000000000001,32.0
26-07-2025,19:15,USA Major League Soccer  ,Inter Miami CF,FC Cincinnati,2.0,4.2,3.1,-9.268571428571423,-23.73384615384615,-1.1900000000000013
26-07-2025,19:30,USA USL League One Cup,North Carolina,Loudoun United,2.5,3.3,2.5,11.350000000000001,11.350000000000001,53.2
26-07-2025,19:30,USA Major League Soccer  ,Philadelphia Union,Colorado Rapids,1.6,4.33,5.0,20.730256410256416,4.2309090909090905,25.99
26-07-2025,19:30,USA Major League Soccer  ,Charlotte FC,Toronto FC,1.57,4.5,5.0,-1.1933333333333316,14.54181818181818,5.079999999999995
26-07-2025,19:30,USA Major League Soccer  ,Atlanta United,Seattle Sounders,2.5,3.7,2.6,21.21615384615385,-2.44106060606061,13.419999999999998
26-07-2025,19:30,Brazil Serie B  ,CRB AL,Gremio Novorizontin,2.38,3.0,3.2,33.404444444444444,7.612499999999997,-18.65
26-07-2025,19:30,USA Major League Soccer  ,DC United,Austin FC,2.5,3.4,2.7,-46.40358974358974,-23.063333333333336,-18.580000000000002
26-07-2025,19:30,Peru Primera Division  ,Cienciano,Universitario De Deportes,3.2,3.0,2.38,-2.98,-30.037777777777784,-4.0
26-07-2025,20:00,Primera Division de Ecuador  ,Vinotinto de Ecuador,Orense SC,2.6,2.9,2.88,2.7845454545454533,6.08,-4.700000000000003
26-07-2025,20:00,Brazil Serie A  ,Palmeiras,Gremio (RS),1.33,5.0,8.5,-18.6125,0.17142857142856904,-31.799999999999997
26-07-2025,20:15,Argentine Division 1  ,Racing Club,Estudiantes La Plata,1.95,3.3,3.9,-1.2916666666666643,36.08797979797979,-22.28
26-07-2025,20:30,USA Major League Soccer  ,St. Louis City,Minnesota United FC,2.7,3.5,2.5,-24.564230769230782,-37.80621212121213,18.82
26-07-2025,20:30,USA Major League Soccer  ,Chicago Fire,New York Red Bulls,1.91,4.0,3.6,1.7979020979020959,-9.214999999999993,-26.18
26-07-2025,21:20,Primera Division de Colombiano-Apertura  ,America de Cali,Aguilas Doradas,1.6,3.5,6.5,-15.980769230769232,-6.375,5.8600000000000065
26-07-2025,21:30,USA Major League Soccer  ,Real Salt Lake,San Jose Earthquakes,1.95,4.0,3.4,-19.811025641025644,-14.049090909090905,-1.6900000000000048
26-07-2025,22:30,USA Major League Soccer  ,Vancouver Whitecaps,Sporting Kansas City,1.44,4.75,6.5,-0.7256060606060579,13.049999999999999,38.339999999999996
