Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT
2702257,2025-09-28,00:00,J2 League  ,Blaublitz Akita,V-Varen Nagasaki,3.9,3.4,1.86,0.9,-0.5,0.9,1.9,2.5,1.9,A,14.0,14.0,0.0,-10.7,0.4285714285714285,-10.020000000000003,0.2142857142857142,-9.27,0.4236888781333764,0.8571428571428571,2.899999999999995,0.5241027622679172,-0.6799999999999962,-12.169999999999995,0.9477916404012936,-0.5177435128014068,-0.8892683367887042,-1.7787540236221238,-1.774635492399341,1.261010510820717,0.8853671556106368,Home,Home
2702263,2025-09-28,01:00,J2 League  ,Mito Hollyhock,Fujieda MYFC,1.81,3.6,3.9,0.85,0.5,0.95,1.85,2.5,1.95,D,15.0,14.0,0.2666666666666666,12.0,-0.5714285714285714,25.68,0.5333333333333333,19.3,0.3876400468214041,-0.8571428571428571,14.29,0.1932574619052465,-13.68,5.010000000000002,0.5808975087266506,0.8966620260327829,1.6789128714433619,1.7905395216080702,1.3473143563782066,0.8938774955752873,0.33159851506515525,Away,Home
2702266,2025-09-28,02:00,J2 League  ,Kataller Toyama,Tokushima Vortis,3.6,3.5,1.91,1.03,0/-0.5,0.78,1.93,2,1.88,A,14.0,15.0,-0.2857142857142857,9.319999999999997,0.0666666666666666,12.0,-0.4285714285714285,-14.31,0.1932574619052465,0.1333333333333333,8.01,0.0889400396289613,-2.6800000000000033,-22.32,0.2821975015342078,2.2170826997734796,-0.44980136913283486,0.7278109199728551,0.5321726787594765,1.4892717798006245,0.9819740478923114,Home,Away
2716656,2025-09-28,03:30,K League 1  ,Jeju SK FC,Suwon FC,2.45,3.4,2.55,0.9,0,0.9,1.95,2.5/3,1.85,A,14.0,15.0,-0.0714285714285714,8.57,-0.4666666666666667,12.7,-0.1428571428571428,12.13,0.2138050993040052,-0.8,2.01,0.3011663015105079,-4.129999999999999,10.120000000000001,0.5149714008145131,1.236754000048142,1.6586431114288578,-0.22602085738435418,0.2552352101934407,1.4627748574324961,1.403407901235417,Home,Home
2716657,2025-09-28,03:30,K League 1  ,FC Anyang,Gwangju Football Club,2.6,3.2,2.6,0.9,0,0.9,1.95,2/2.5,1.85,A,15.0,15.0,-0.1333333333333333,3.3299999999999965,-0.2,7.309999999999996,0.0,8.669999999999996,0.3011663015105079,-0.2666666666666666,15.309999999999995,0.2480922525974644,-3.9799999999999995,-6.639999999999999,0.5492585541079723,0.9399190252761568,0.17998516589209165,0.39325094731151095,0.7603756784521292,0.5466680779646458,0.5803905125600375,Home,Away
2719967,2025-09-28,03:30,K League 2  ,Gyeongnam FC,Ansan Greeners FC,1.95,3.6,3.5,1.03,0.5,0.78,1.98,2.5,1.83,A,15.0,14.0,-0.4,6.0,-0.8571428571428571,14.29,-0.3333333333333333,0.0,0.3011663015105079,-1.0,10.0,0.2138050993040052,-8.29,-10.0,0.5149714008145131,-0.29726671250229475,-0.28246851888536234,2.131117481090044,1.565694910745429,2.428384193592339,1.8481634296307914,Away,Away
2719968,2025-09-28,03:30,K League 2  ,Hwaseong FC,Busan I Park,3.8,3.5,1.95,0.9,-0.5,0.9,1.9,2/2.5,1.9,A,14.0,14.0,-0.3571428571428571,-4.98,0.3571428571428571,12.13,-0.3571428571428571,10.0,0.0757124833691637,0.2142857142857142,31.4,0.117211879101091,-17.11,-21.4,0.19292436247025468,-1.0094869381721137,0.33184549297231597,0.469560084760303,1.5741092351397228,1.4790470229324166,1.2422637421674068,Away,Away
2701896,2025-09-28,04:00,J1 League  ,Yokohama FC,Shonan Bellmare,2.01,3.3,3.7,0.83,0/0.5,0.98,1.9,2/2.5,1.9,A,16.0,16.0,-0.125,-5.0,-0.625,-3.160000000000001,0.0,-3.160000000000001,0.0889400396289613,-0.875,-13.14,0.3011663015105079,-1.839999999999999,9.98,0.3901063411394692,0.24739693632448792,-0.6120365182286125,0.33766507519545563,-0.22329653027259905,0.09026813887096771,0.38873998795601344,Away,Away
2850758,2025-09-28,04:00,Chinese Football Association Yi League  ,Changchun XIdu Football Club,Shenzhen 2028,2.5,2.8,2.75,0.8,0/-0.5,1.0,2.03,2/2.5,1.78,A,13.0,11.0,0.6153846153846154,18.419999999999995,-0.0909090909090909,17.229999999999993,0.6153846153846154,-6.890000000000001,2.057132194452876e-17,-0.2727272727272727,44.53,0.0566809479806933,1.1900000000000013,-51.42,0.05668094798069332,1.8315976347806988,0.3454219854675456,1.040778886343779,2.559215824741027,0.7908187484369198,2.2137938392734813,Home,Away
2850792,2025-09-28,04:30,Chinese Football Association Yi League  ,Hubei Istar,Guangzhou dandelion FC,3.4,3.1,2.0,1.0,0/-0.5,0.8,1.98,2/2.5,1.83,A,12.0,13.0,0.0,0.7999999999999936,0.1538461538461538,10.78,-0.0833333333333333,-12.510000000000003,0.2800877556899882,-0.0769230769230769,8.470000000000002,0.2320575430148813,-9.980000000000006,-20.980000000000004,0.5121452987048696,0.22523403672280798,-0.8603820295123347,-0.15696697492421108,-0.09095410797041523,0.38220101164701903,0.7694279215419194,Home,Away
