Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,Goals_H_FT,Goals_A_FT
2702650,2025-10-15,06:00,J3 League  ,Zweigen Kanazawa FC,Matsumoto Yamaga FC,1.62,3.7,4.33,0.83,0.5,0.98,1.9,2/2.5,1.9,A,14.0,14.0,0.6428571428571429,9.319999999999997,-0.2142857142857142,6.41,0.7142857142857143,10.0,0.4535045882751561,-0.1428571428571428,-14.31,0.1932574619052465,2.9099999999999966,24.31,0.6467620501804026,-0.117656808671001,-1.262286645201632,-0.0280604483351943,-0.9326510378793323,0.0895963603358066,0.3296356073222998,Away,Away,1.0,0.0
2734981,2025-10-15,18:00,Brazil Serie A  ,Palmeiras,Bragantino,1.4,5.0,7.5,0.95,1/1.5,0.9,1.85,2.5,2.0,H,14.0,13.0,0.9285714285714286,5.029999999999999,-0.6923076923076923,8.470000000000002,1.0,17.099999999999998,0.2914343243183204,-0.9230769230769232,8.470000000000002,0.3195073356553728,-3.440000000000003,8.629999999999995,0.6109416599736932,-0.7322376403730719,-0.1564148875613259,0.5170647800285306,1.4899331068709822,1.2493024204016026,1.646347994432308,Away,Away,5.0,1.0
2734976,2025-10-15,18:30,Brazil Serie A  ,Botafogo RJ,Flamengo,4.2,3.2,2.0,1.03,0/-0.5,0.83,2.0,2/2.5,1.85,D,13.0,12.0,0.8461538461538461,21.5,0.75,-4.170000000000004,1.0,13.799999999999994,0.2537781703934222,0.8333333333333334,18.3,0.2365895936154873,25.670000000000005,-4.500000000000004,0.4903677640089094,2.2170707209519054,1.160364894091176,-1.2431484701716011,0.7776202057273987,3.4602191911235067,0.3827446883637773,Home,Home,0.0,3.0
2734980,2025-10-15,19:00,Brazil Serie A  ,Mirassol,Internacional RS,2.1,3.25,3.75,0.83,0/0.5,1.03,1.88,2/2.5,1.98,H,13.0,12.0,0.3846153846153846,8.470000000000002,-0.3333333333333333,12.489999999999997,0.3846153846153846,39.21,0.3537967768916372,-0.5,-9.99,0.2800877556899882,-4.019999999999994,49.2,0.6338845325816254,0.5440417522443531,3.0139092898480198,-0.1075417464685275,-0.4164784412284362,0.6515834987128807,3.4303877310764554,Home,Home,3.0,1.0
2734983,2025-10-15,19:00,Brazil Serie A  ,Sport Club do Recife,Ceara,2.4,3.1,3.2,1.0,0/0.5,0.85,1.95,2,1.9,A,12.0,13.0,0.0,5.809999999999996,-0.7692307692307693,31.51,0.0833333333333333,-16.700000000000003,0.2537781703934222,-1.0,21.5,0.2320575430148813,-25.700000000000006,-38.2,0.4858357134083035,0.8764633477718708,-1.9510082563356117,1.1409765272970045,0.0519399313406443,0.2645131795251336,2.002948187676256,Away,Away,1.0,1.0
2815656,2025-10-15,19:20,Categoria Primera A  ,Deportivo Pereira,Millonarios,2.38,3.2,3.1,1.0,0/0.5,0.8,2.03,2/2.5,1.78,H,17.0,19.0,0.7058823529411765,20.57,-0.1052631578947368,12.14,0.7647058823529411,18.8,0.2138050993040052,-0.2631578947368421,8.949999999999998,0.3096289731154949,8.43,9.85,0.5234340724195001,2.270455981410019,1.4369099055923515,1.179214926995349,0.7765049760421814,1.0912410544146702,0.6604049295501702,Home,Home,3.0,2.0
2887568,2025-10-15,20:00,Uruguay Cup  ,Defensor Sporting Montevideo,CA Penarol,3.75,3.3,2.0,0.9,-0.5,0.9,1.8,2,2.0,D,17.0,17.0,0.5882352941176471,-1.7800000000000034,0.8235294117647058,0.5799999999999961,0.7647058823529411,30.599999999999994,0.2480922525974644,0.8235294117647058,14.669999999999998,0.3096289731154949,-2.3599999999999994,15.929999999999996,0.5577212257129593,0.5255805492172742,0.9725844496786756,0.026665483426902,1.1673406813873637,0.4989150657903721,0.1947562317086879,Home,Away,0.0,2.0
2734975,2025-10-15,20:30,Brazil Serie A  ,Atletico Mineiro,Cruzeiro,3.0,3.0,2.6,0.93,0,0.93,1.95,2,1.9,A,12.0,13.0,1.0,-6.700000000000006,-0.3846153846153846,20.73,1.0,10.0,0.2127095754398804,-0.5384615384615384,18.419999999999995,0.136841759461521,-27.430000000000003,-8.419999999999995,0.3495513349014014,-1.6377048106915315,0.2276975935144982,0.7261933278323287,0.6334006563807925,2.36389813852386,0.4057030628662942,Away,Away,1.0,1.0
2734978,2025-10-15,20:30,Brazil Serie A  ,Fortaleza,Vasco da Gama,2.25,3.3,3.3,0.83,0/0.5,1.03,1.9,2,1.95,D,14.0,13.0,0.4285714285714285,5.029999999999999,-0.7692307692307693,29.200000000000003,0.5,-0.0099999999999984,0.1932574619052465,-0.8461538461538461,-1.5000000000000036,0.4236888781333764,-24.17,1.490000000000005,0.6169463400386229,0.6107192317361283,-0.681389296269156,1.3660452956880311,-1.2804750088139896,0.7553260639519028,0.5990857125448336,Away,Home,0.0,2.0
2734982,2025-10-15,20:30,Brazil Serie A  ,Santos,Corinthians Paulista (SP),2.3,3.0,3.6,0.88,0/0.5,0.98,1.98,2,1.88,A,12.0,14.0,0.4166666666666667,-7.5,-0.4285714285714285,2.120000000000001,0.5833333333333334,-6.700000000000006,0.1932574619052465,-0.6428571428571429,17.099999999999998,0.1381178398973613,-9.62,-23.800000000000004,0.3313753018026077,-0.4575691430293075,-0.958592095328492,-0.7010530426018465,0.42188398694918,0.2434838995725389,1.380476082277672,Home,Away,3.0,1.0
