Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,M_HT_H,M_HT_A,M_H,M_A,Odd_H,Odd_D,Odd_A
2025-08-22,05:30,NSW Premier League  ,Sydney FC (Youth),Blacktown City Demons,16.119999999999994,13.809999999999999,0.39479365081093365,-0.30683204011119547,-1.5393993981048886,1.5966991468355807,-0.8132632147155251,4.1,4.2,1.6
2025-08-22,06:00,J1 League  ,Kashiwa Reysol,Urawa Red Diamonds,-33.3,3.2899999999999974,0.38088715664339,-1.0107697684290735,1.397033848406948,-0.16729880361601668,0.15200839047431014,2.15,3.4,3.3
2025-08-22,07:00,Chinese Football Association Yi League  ,Lanzhou Longyuan Athletics,Guangdong Mingtu,-44.0,-20.0,0.2706173075029143,0.6504989158801545,2.259703065488918,0.8811309643063999,0.9709102447067774,2.4,2.9,2.8
2025-08-22,07:30,Chinese Football Association Yi League  ,Hangzhou Linping Wuyue,Wenzhou Professional,10.379999999999999,11.229999999999993,0.2759668686897214,0.7663639142296227,-0.1048053116614304,0.7467701578997152,-0.20840838043007462,2.3,2.7,3.2
2025-08-22,11:00,Finland Veikkausliga  ,Vaasa VPS,KTP Kotka,-6.0,0.0,0.5158071059850327,-0.629902799601111,0.8869336832164544,-0.7630867333454032,-0.6925016902749498,1.7,4.0,4.0
2025-08-22,12:00,Lithuania - 1.Division  ,FK Riteriai,Dziugas Telsiai,-30.890000000000008,-35.900000000000006,0.4084473752843341,-0.2827208227057357,1.1660395442156264,-0.5858405654521006,0.9774160734878874,3.1,3.2,2.1
2025-08-22,13:00,Norway Eliteserien  ,KFUM Oslo,Ham-Kam,-8.839999999999996,-3.37,0.38722894442677247,-0.42430402610282936,-0.22771795126602748,0.02274636580766428,0.16370877914584267,1.65,3.9,5.0
2025-08-22,14:00,Peru Primera Division  ,Ayacucho Futbol Club,EM Deportivo Binacional,1.1699999999999964,-26.31,0.4927973311298686,-0.19070020788386857,-0.4331841931997135,-1.2553897990389928,-0.7809277126844947,1.8,3.3,4.5
2025-08-22,14:30,Argentine Division 1  ,Barracas Central,Defensa Y Justicia,18.08,14.809999999999999,0.6891729372882927,2.2299032471031945,0.059204926720903175,0.8795111317764187,0.5295045788975383,2.7,3.2,2.7
2025-08-22,14:45,Ireland Premier Division  ,Drogheda United,St. Patricks Athletic,33.050000000000004,40.71000000000001,0.4447671184547617,2.4274131236331136,-0.40644234012756075,2.0651267330810077,-2.4386234819682167,3.1,2.9,2.25
2025-08-22,14:45,Ireland Premier Division  ,Galway United,Derry City,-5.389999999999997,2.2699999999999996,0.5422798235389277,-1.034011340178751,-0.40703873232336873,-0.572060307243858,0.08708847881351885,2.9,3.1,2.2
2025-08-22,14:45,Ireland Premier Division  ,Waterford United,Sligo Rovers,4.5799999999999965,0.0,0.7789136878560619,0.5907694257642684,-0.23169942675580013,0.07992603576173767,0.3515354771508289,1.95,3.4,3.2
2025-08-22,14:45,Ireland Premier Division  ,Bohemians,Cork City,-25.310000000000002,20.689999999999994,0.4820297813388664,-1.0364574805088764,0.48051213347817845,0.74631279833338,-1.8904663729677524,1.27,5.25,8.0
2025-08-22,14:45,Ireland First Division  ,Kerry FC,Longford Town,2.309999999999997,-3.1200000000000054,0.4308726362057903,0.14298280833158347,-0.07279971314658988,-0.09692656767146428,0.3943117249478151,2.05,3.25,3.1
2025-08-22,14:45,Ireland First Division  ,Cobh Ramblers,UC Dublin,-4.580000000000001,-5.390000000000004,0.6557464211482578,-0.5885546277189626,-0.1765183619036338,0.512122696443738,1.4972686144440692,1.7,3.6,4.33
2025-08-22,14:45,Ireland First Division  ,Finn Harps,Athlone Town,-22.28,17.600000000000005,0.4458626423188865,-1.4462507600870211,1.0329958092101417,-0.3412467083178637,-1.4482443799654887,1.73,3.8,3.7
2025-08-22,14:45,Ireland First Division  ,Wexford (Youth),Bray Wanderers,-15.299999999999997,-12.989999999999995,0.5872823527375668,-0.08451614302640727,1.3459100123749077,-0.6408884123053586,0.7566908774630708,2.55,3.5,2.3
2025-08-22,14:45,Ireland First Division  ,Treaty United,Dundalk,12.219999999999992,3.0800000000000054,0.4685287901306885,1.0996648365634674,-0.7726229727471171,1.0201666731761745,0.527390657644687,3.6,3.6,1.8
2025-08-22,15:00,Bolivia Primera Division  ,Always Ready,Oriente Petrolero,25.870000000000005,29.200000000000006,0.624482405927031,0.44835266566924864,-1.521797899398373,1.303727696905906,-1.1538096120777261,1.2,6.5,11.0
2025-08-22,15:00,Chile Primera Division  ,Palestino,Colo Colo,-20.800000000000004,38.93,0.3571711922982302,-0.5898824665972527,-1.0502369505940117,0.09510931793104466,-0.7895873793066457,2.63,3.2,2.63
2025-08-22,16:00,Colombia Primera B  ,Boca Juniors De Cali,Real Soacha Cundinamarca,-8.299999999999997,-18.3,0.3743597690761651,1.4110530674140844,1.455033372634351,-0.6463874447735196,0.4204695571769813,2.8,3.1,2.55
2025-08-22,16:15,Peru Primera Division  ,Juan Pablo II College,Cusco FC,-13.839999999999998,-18.490000000000002,0.5900306818848118,1.6142350620359804,1.610177773706708,1.7612129280934907,2.0362231274665104,3.2,3.1,2.3
2025-08-22,17:00,Colombia Copa Cup  ,Patriotas FC,Deportiva Once Caldas,9.370000000000003,8.669999999999996,0.3837197791561951,0.39068269435431463,-1.9716704801809921,0.3710912812171427,-1.06601610827776,3.0,3.5,2.15
2025-08-22,17:00,Argentine Division 2  ,Quilmes,CA San Miguel,28.05,16.89,0.7840211856302086,-0.005461347447751598,-1.9905252458403246,0.10928802009910445,-1.3131332085370873,2.8,2.55,3.1
2025-08-22,17:30,Primera Division de Paraguay  ,FC Nacional Asuncion,Atletico Tembetary,6.279999999999999,3.3000000000000007,0.3104693410063375,0.9993276325865394,0.41660433863996854,0.45874377535577404,0.06837189394694582,1.44,3.8,8.5
2025-08-22,18:00,Uruguay Primera Division  ,Wanderers FC,CA Juventud,3.3200000000000003,-3.2899999999999974,0.4880763931368285,1.6521350108557364,0.5693522942754702,0.45458185190154454,1.0649205851270633,2.5,3.1,2.75
