Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_H,MT_H,M_HT_H,MT_HT_H,M_A,MT_A,M_HT_A,MT_HT_A
2909143,2026-01-13,05:00,Turkey Cup,Alanyaspor,Karagumruk,1.4,4.33,6.5,1.48,4.0,5.5,0.83,1,0.98,1.8,2.5,2.0,D,8.0,8.0,0.25,5.0,-0.875,10.0,0.375,10.0,0.0224169088632961,-1.0,1.25,0.136841759461521,-5.0,8.75,0.1592586683248171,0.0,0.0,0.0,0.0,0.49628049550631176,0.0,0.9704822265861303,0.0
2911628,2026-01-13,07:00,Tipsport Cup,FK Graffin Vlasim,Dukla Prague,1.48,4.1,5.25,1.65,3.8,4.1,0.85,0.5/1,0.95,1.83,3,1.98,A,8.0,10.0,0.125,5.0,-1.0,0.0,0.25,-2.5,0.2152125268244419,-1.0,20.0,0.0566809479806933,5.0,-22.5,0.2718934748051352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909144,2026-01-13,07:30,Turkey Cup,Istanbul Basaksehir,Boluspor,1.09,9.0,21.0,1.2,5.0,12.0,0.85,1.5/2,0.95,1.98,3,1.83,A,8.0,10.0,0.375,22.5,-0.1818181818181818,26.329999999999995,0.5,1.25,0.0822171657090154,-0.2,23.0,0.1681775812035096,-3.8299999999999947,-21.75,0.250394746912525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909178,2026-01-13,10:00,Turkey Cup,Gazisehir Gaziantep,Kocaelispor,2.3,3.4,2.6,2.3,3.4,2.63,1.05,0/0.5,0.75,1.9,2.5,1.9,D,9.0,8.0,0.2222222222222222,-22.24,-0.75,30.0,0.3333333333333333,-3.370000000000005,0.4092698791025891,-0.75,-11.25,0.136841759461521,-52.239999999999995,7.8799999999999955,0.54611163856411,0.0,0.0,0.0,0.0,-0.42358916769124283,0.0,1.4682364037318008,0.0
2852186,2026-01-13,10:25,Saudi Professional League,Al-Okhdood,Al Kholood,2.7,3.2,2.35,3.1,3.2,2.1,0.95,0/-0.5,0.85,1.8,2/2.5,2.0,A,6.0,6.0,-0.2857142857142857,2.899999999999995,-0.8333333333333334,26.700000000000003,0.3333333333333333,-6.700000000000006,0.2504542304090258,-0.8333333333333334,10.0,0.230719932208837,-23.800000000000008,-16.700000000000006,0.48117416261786283,-0.057107361079547156,1.3894176058415482,-0.47274692643021105,1.3894176058415482,-0.1932292595102891,-1.4142135623730951,0.8094039129184307,-1.4142135623730947
2919274,2026-01-13,12:00,Israel Cup,Bnei Yehuda Tel Aviv,Maccabi Herzliya,2.45,3.3,2.5,2.45,3.3,2.5,0.88,0,0.93,2.0,2.5,1.8,A,6.0,6.0,0.5714285714285714,-2.8600000000000003,0.1428571428571428,-2.8600000000000003,0.6666666666666666,-1.690000000000003,0.0967693325592168,0.1666666666666666,26.700000000000003,0.0967693325592168,0.0,-28.390000000000008,0.1935386651184336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2852189,2026-01-13,12:30,Saudi Professional League,Damac FC,Al-Ittihad,8.5,5.0,1.25,8.0,4.75,1.29,0.85,-1.5,0.95,1.98,3,1.83,A,6.0,5.0,-0.1666666666666666,-25.0,0.8333333333333334,-1.690000000000003,-0.1666666666666666,-23.3,0.0967693325592168,1.0,6.0,0.2999883213415286,-23.309999999999995,-29.3,0.39675765390074536,-0.7823337421842513,0.46291004988627577,-1.4127754969041568,1.1107044122270993,-0.3225575574100487,-0.06042504087797121,-0.2939405560209451,0.18306172222627498
2919275,2026-01-13,12:30,Israel Cup,Hapoel Petah Tikva,Maccabi Bnei Raina,1.38,4.33,6.25,1.38,4.33,6.25,0.83,1/1.5,0.98,1.85,3,1.95,H,9.0,8.0,0.1111111111111111,15.599999999999998,-0.8888888888888888,-14.470000000000004,0.1111111111111111,15.599999999999998,0.2666473457440296,-0.875,-15.0,0.3589290901482126,30.07,30.599999999999998,0.6255764358922422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799558,2026-01-13,12:30,German Bundesliga,VfB Stuttgart,Eintracht Frankfurt,1.75,4.0,4.2,1.91,3.7,3.6,0.95,0.5,0.9,1.9,3,1.95,D,7.0,8.0,0.7142857142857143,-25.700000000000003,0.0,13.75,0.7142857142857143,2.899999999999995,0.0967693325592168,0.25,5.0,0.4092698791025891,-39.45,-2.100000000000005,0.5060392116618059,0.16742145950909637,-1.200501737216432,-0.9229867497394462,-1.0338105751503053,-0.3144234769733232,-1.0637266576197149,0.01460000480284623,-0.8458353371214256
2852183,2026-01-13,12:30,Saudi Professional League,Al-Fateh,Al-Riyadh,1.73,3.5,3.9,1.6,3.7,4.5,1.03,1,0.78,1.78,2.5/3,2.03,A,6.0,6.0,0.0,26.700000000000003,-1.0,-23.3,0.0,10.0,0.1176182311592532,-1.0,10.0,0.1876128068994087,50.0,0.0,0.3052310380586619,-0.6010271469080752,0.15386163802484654,-0.04546121257841755,-1.0,0.1300914852391099,1.4018921644703641,-0.8445602678301565,0.987829161147262
