Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_H,MT_H,M_HT_H,MT_HT_H,M_A,MT_A,M_HT_A,MT_HT_A
2860614,2025-11-04,06:00,AFC Champions League Elite,Hiroshima Sanfrecce,Gangwon FC,1.42,3.9,6.25,1.48,3.8,5.75,0.83,1,0.98,1.95,2.5,1.85,A,17.0,17.0,0.8823529411764706,-24.700000000000003,-0.4117647058823529,33.52,1.0,2.9700000000000024,0.173094861439049,-0.5882352941176471,2.9700000000000024,0.2161078603913138,-58.220000000000006,0.0,0.3892027218303628,-0.035506008649666417,0.0,-1.6971092947578121,0.0,-0.2663614394572219,0.0,1.3885061337482185,0.0
2860615,2025-11-04,06:00,AFC Champions League Elite,FC Seoul,Chengdu Rongcheng FC,1.7,3.6,4.0,1.65,3.7,4.33,0.85,0.5/1,0.95,1.95,2.5/3,1.85,A,18.0,14.0,0.7222222222222222,-3.370000000000005,0.6428571428571429,5.029999999999999,1.0,-1.1000000000000014,0.4374906934425036,0.4285714285714285,12.13,0.3906175873976139,-8.400000000000004,-13.230000000000002,0.8281082808401174,0.0,0.0,0.0,0.0,0.5149442846240931,0.0,0.32726368160449626,0.0
2845697,2025-11-04,11:00,Egyptian Premier League,Wadi Degla SC,Haras El Hedoud,1.6,3.2,5.5,1.73,2.9,5.0,0.83,0.5,0.98,1.8,1.5/2,2.0,A,6.0,5.0,-0.3333333333333333,-13.31,-0.8,6.0,-0.1666666666666666,15.01,0.1876128068994087,-0.8,0.0,0.0362231609697874,-19.310000000000002,15.01,0.2238359678691961,0.6902814766206741,0.0,-0.20193997055748236,0.0,-0.004588218559452673,0.0,-0.027076515792838658,0.0
2844428,2025-11-04,13:30,South Africa Premier Soccer League,Sekhukhune United,Richards Bay,1.9,2.88,5.0,1.9,2.88,5.0,0.9,0.5,0.9,1.9,1.5/2,1.9,D,5.0,5.0,0.8,-14.0,-0.6,12.0,1.0,20.0,0.230719932208837,-1.0,0.0,0.0362231609697874,-26.0,20.0,0.2669430931786244,0.13943573935190143,0.0,-0.7783983252745452,0.0,0.11847192636150568,0.0,0.18704733001036597,0.0
2844429,2025-11-04,13:30,South Africa Premier Soccer League,Kaizer Chiefs,Orbit College,1.44,3.8,8.0,1.44,3.8,8.0,0.83,1,0.98,1.85,2,1.95,A,7.0,5.0,0.7142857142857143,-11.400000000000002,-0.8,0.0,0.7142857142857143,2.899999999999995,0.0362231609697874,-1.0,-14.0,0.230719932208837,-11.400000000000002,16.899999999999995,0.2669430931786244,-0.35948686849859285,0.0,-0.4942754596318195,0.0,0.0,0.0,0.0,0.0
2844430,2025-11-04,13:30,South Africa Premier Soccer League,Chippa United,Magesi,3.1,2.45,2.8,3.1,2.4,2.9,0.95,0,0.85,2.0,1.5/2,1.8,D,5.0,5.0,-0.6,6.0,-0.4,-2.0,-0.6,20.0,0.230719932208837,-1.0,-20.0,0.230719932208837,8.0,40.0,0.461439864417674,0.13943573935190143,0.0,2.0484705525818197e-05,0.0,-0.678471462156323,0.0,-0.3834019910485351,0.0
2861140,2025-11-04,13:45,UEFA Champions League,Slavia Praha,Arsenal,11.0,6.25,1.25,8.0,5.5,1.33,0.9,-1.5,0.95,2.03,3,1.83,A,6.0,9.0,1.0,-18.330000000000005,0.0,10.0,1.0,-23.3,0.1876128068994087,0.7777777777777778,26.700000000000003,0.0455860626446362,-28.330000000000005,-50.0,0.2331988695440449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845698,2025-11-04,14:00,Egyptian Premier League,El Mokawloon El Arab,Smouha SC,2.9,2.7,2.5,2.9,2.7,2.45,1.08,0,0.73,1.95,1.5/2,1.85,A,6.0,5.0,0.0,-13.31,-0.2,18.0,0.3333333333333333,-40.0,0.1176182311592532,-0.2,12.0,0.1176182311592532,-31.310000000000002,-52.0,0.2352364623185064,-1.914787012600532,0.0,-0.622511337810293,0.0,-0.6513855485263546,0.0,-0.14391153539516285,0.0
2845699,2025-11-04,14:00,Egyptian Premier League,ZED FC,NBE SC,3.25,3.0,2.25,3.25,3.0,2.25,0.85,0/-0.5,0.95,1.95,2,1.85,D,6.0,5.0,0.5,-13.31,0.8,6.0,0.6666666666666666,26.700000000000003,0.0967693325592168,1.0,20.0,0.230719932208837,-19.310000000000002,6.700000000000003,0.3274892647680538,0.7179109909002931,0.0,-0.5741456305762198,0.0,-0.004588218559452673,0.0,-0.8449216530091078,0.0
2893680,2025-11-04,15:00,Bolivia Primera Division,San Antonio Bulo Bulo,Always Ready,2.65,3.5,2.3,3.05,3.75,1.96,1.03,0/-0.5,0.78,1.88,3/3.5,1.93,A,11.0,11.0,0.4545454545454545,-0.8700000000000009,0.3636363636363636,8.190000000000001,0.4545454545454545,-0.8700000000000009,0.2800877556899882,0.3636363636363636,23.599999999999994,0.3126695474501863,-9.060000000000002,-24.469999999999995,0.5927573031401745,-0.4731056533907735,-1.3226926323670616,-0.4964582422550438,-1.3226926323670616,0.8117735921643501,-0.2286920585581747,0.20059724873744475,-0.1382779132781186
