Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Result,Games_Home,Games_Away,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,M_H,MT_H,M_HT_H,MT_HT_H,M_A,MT_A,M_HT_A,MT_HT_A
2911629,2026-01-14,04:30,Tipsport Cup,Viktoria Zizkov,Teplice,4.0,4.0,1.62,4.0,4.0,1.62,0.78,-1,1.03,2.0,3,1.8,A,8.0,9.0,0.5,-15.0,-0.7777777777777778,22.26,0.625,10.0,0.0822171657090154,-1.0,26.700000000000003,0.188775429471914,-37.260000000000005,-16.700000000000003,0.2709925951809294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916808,2026-01-14,06:00,Thai Chang Fa Cup,Bangkok United FC,DP Kanchanaburi,1.4,4.5,5.5,1.4,4.5,5.5,0.85,1/1.5,0.95,1.9,3/3.5,1.9,A,8.0,9.0,0.8888888888888888,-6.700000000000006,-0.8,13.0,0.75,-2.5,0.3589290901482126,-0.8888888888888888,7.769999999999995,0.1077892874862118,-19.700000000000006,-10.269999999999996,0.4667183776344244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916810,2026-01-14,06:30,Thai Chang Fa Cup,Lamphun Warrior,Sukhothai,2.4,3.4,2.5,2.4,3.4,2.5,0.85,0,0.95,1.8,2.5,2.0,A,7.0,6.0,0.125,-2.5,-1.0,2.899999999999995,0.2857142857142857,-21.410000000000004,0.4092698791025891,-1.0,31.67,0.0256789559489747,-5.399999999999995,-53.080000000000005,0.4349488350515638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916809,2026-01-14,07:00,Thai Chang Fa Cup,Prachuap Khiri Khan,BG Pathum United,2.5,3.4,2.4,2.5,3.4,2.4,1.0,0,0.8,1.8,2.5,2.0,D,9.0,9.0,0.5,3.0,0.0,3.0,0.3333333333333333,15.599999999999998,0.1077892874862118,0.3333333333333333,15.599999999999998,0.188775429471914,0.0,0.0,0.2965647169581258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909160,2026-01-14,07:30,Turkey Cup,Antalyaspor,Genclerbirligi,2.7,3.4,2.38,2.63,3.3,2.45,0.98,0,0.83,1.83,2/2.5,1.98,D,8.0,9.0,-0.25,-11.25,-1.0,26.700000000000003,-0.125,-27.5,0.5291051942301385,-1.0,7.769999999999995,0.136841759461521,-37.95,-35.269999999999996,0.6659469536916595,-1.1931221335265685,0.0,-0.9121753518105196,0.0,0.0,0.0,0.0,0.0
2919016,2026-01-14,08:00,Greece Cup,Levadiakos,AE Kifisias,1.62,3.75,5.5,1.67,3.8,5.25,0.83,0.5/1,0.98,1.93,2.5/3,1.88,D,8.0,8.0,0.25,35.0,-0.625,30.0,0.375,30.0,0.4092698791025891,-1.0,35.0,0.2504542304090258,5.0,-5.0,0.6597241095116149,1.3542315140121783,0.0,0.16588974012475363,0.0,0.5242214807915869,0.0,0.37570347803463855,0.0
2909573,2026-01-14,08:30,Coppa Italia Serie C,Renate AC,Latina,2.1,2.8,3.5,2.1,2.8,3.5,0.83,0/0.5,0.98,1.9,2,1.9,A,10.0,10.0,0.2,19.0,-0.8,3.0,0.3,6.0,0.2504542304090258,-0.9,23.0,0.2365895936154873,16.0,-17.0,0.4870438240245131,-0.6613738671892143,0.0,1.3534662914146147,0.0,0.5546213745499837,0.0,-0.6940709097963141,0.0
2852187,2026-01-14,09:45,Saudi Professional League,Al Qadsiah,Al-Feiha,1.42,3.9,6.5,1.4,4.0,7.0,0.85,1/1.5,0.95,1.98,2.5/3,1.83,A,6.0,6.0,1.0,26.700000000000003,-0.2857142857142857,7.149999999999999,1.0,10.0,0.2999883213415286,-0.6666666666666666,10.0,0.2504542304090258,19.550000000000004,0.0,0.5504425517505545,-0.0475808819523317,-0.46944327856504764,0.3957181192156123,-1.0181088445738549,-0.18831216549867788,-1.4109314055485758,-0.02068872439880859,-0.24997441607656826
2909146,2026-01-14,10:00,Turkey Cup,Istanbulspor,Trabzonspor,8.0,4.33,1.3,4.1,3.8,1.65,0.98,-0.5/1,0.83,1.98,3,1.83,A,10.0,8.0,0.5,-1.0,0.0,5.0,0.4,3.0,0.2365895936154873,-0.125,47.5,0.3057378545838018,-6.0,-44.5,0.5423274481992891,-0.0077860312599863256,0.0,0.2440496945427728,0.0,0.0,0.0,0.0,0.0
2919017,2026-01-14,10:00,Greece Cup,AEK Athens,OFI Crete,1.22,5.75,15.0,1.22,6.5,12.0,0.83,1.5/2,0.98,2.03,3,1.78,D,8.0,7.0,0.875,-2.5,-0.2857142857142857,-2.8600000000000003,1.0,-11.25,0.0256789559489747,-0.5714285714285714,2.899999999999995,0.2999883213415286,0.3600000000000003,-14.149999999999995,0.32566727729050327,-0.997733361014731,0.0,-0.7654822796057594,0.0,-0.8107672833888984,0.0,-0.8284489449756949,0.0
2919018,2026-01-14,11:30,Greece Cup,Olympiakos Piraeus,PAOK Saloniki,1.85,3.6,4.1,2.0,3.3,4.0,0.98,0.5,0.83,1.83,2/2.5,1.98,D,8.0,7.0,1.0,1.25,0.75,22.5,1.0,22.5,0.1582169222626268,0.4285714285714285,17.099999999999998,0.3589290901482126,-21.25,5.400000000000002,0.5171460124108394,1.4944241352138616,0.0,-0.1829387316844272,0.0,0.2076384310002148,0.0,0.27113234656268864,0.0
