Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Result,Aggression_Home_HT,HandScore_Home_HT,Aggression_Away_HT,HandScore_Away_HT,Aggression_Home,HandScore_Home,OverScore_Home,Aggression_Away,HandScore_Away,OverScore_Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H_Asi,Asian_Line,Odd_A_Asi,Odd_Over25,OverLine,Odd_Under25,Games_Home,Games_Away,M_HT_H,M_H,M_HT_A,M_A,Diff_MHT_Abs,Diff_MFT_Abs,M_Adv_HT,M_Adv_FT,MT_H,MT_A,Goals_H_FT,Goals_A_FT,Goals_H_HT,Goals_A_HT,Corners_H,Corners_A,Yellow_H,Yellow_A,Red_H,Red_A,Odd_H_OP,Odd_D_OP,Odd_A_OP,Odd_Over,OverQnt,Odd_Under,Radar_H,Radar_A,MT_HT_H,MT_HT_A
2793226.0,2025-11-01,13:00,Switzerland Super League,Thun,FC Sion,2.05,3.6,3.4,D,0.2,20.0,-0.6,6.0,0.2,20.0,0.230719932208837,-0.4,60.0,0.230719932208837,14.0,-40.0,0.461439864417674,0.83,0/0.5,0.98,1.85,2.5/3,1.95,5.0,5.0,0.2014848856687279,0.5569800041161156,-0.1620017524235157,1.219637948258273,,,,,0.0,0.1829456922387409,2.0,1.0,1.0,1.0,6.0,8.0,4.0,1.0,0.0,0.0,2.01,3.5,3.2,,,,,,0.0,-0.2360970043439788
2882475.0,2025-11-01,13:30,Scotland League Cup,Motherwell,Saint Mirren,2.45,3.5,2.7,D,0.6,0.0,-0.6,26.0,0.6,20.0,0.1176182311592532,-0.8,20.0,0.1176182311592532,-26.0,0.0,0.2352364623185064,1.0,0,0.8,2.0,2.5,1.8,5.0,5.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,4.0,0.0,2.0,8.0,2.0,1.0,2.0,0.0,0.0,2.45,3.5,2.7,,,,,,0.0,0.0
2845692.0,2025-11-01,14:00,Egyptian Premier League,Ismaily,Kahraba Ismailia,2.55,2.8,2.88,A,-0.3333333333333333,-25.0,-0.8333333333333334,31.67,-0.3333333333333333,-18.330000000000005,0.230719932208837,-1.0,26.700000000000003,0.1176182311592532,-56.67,-45.03000000000001,0.3483381633680902,0.83,0,0.98,1.93,1.5/2,1.88,6.0,6.0,-1.5510327140662616,-1.6152456972439369,0.6854068145143775,1.855520939582091,,,,,0.0,0.0,2.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,2.55,2.8,2.88,,,,,,0.0,0.0
2790796.0,2025-11-01,13:45,Holland Eredivisie,NAC Breda,Go Ahead Eagles,2.4,3.6,2.75,A,0.2,20.0,-0.2,-22.0,0.4,6.0,0.3755282641185388,-0.2,26.0,0.230719932208837,42.0,-20.0,0.6062481963273758,0.88,0,0.93,1.83,3,1.98,5.0,5.0,-0.3795513709742123,0.5245602335863772,-0.6187023738097002,0.2802275152986662,,,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.5,3.75,2.55,,,,,,0.0,0.0
2776258.0,2025-11-01,13:45,Argentine Division 1,Aldosivi Mar del Plata,Independiente Rivadavia,2.5,2.8,3.4,A,-0.2857142857142857,-2.8600000000000003,-0.8,35.309999999999995,-0.2857142857142857,-4.98,0.3537967768916372,-0.8666666666666667,22.01,0.3195073356553728,-38.17,-26.99,0.6733041125470101,0.9,0,0.9,1.78,1.5/2,2.03,14.0,15.0,-0.6567339028412812,-1.4946038759241325,1.5331743757977547,0.7352871783758357,,,,,-1.131562678987963,-0.5023673036025527,3.0,1.0,1.0,0.0,6.0,7.0,3.0,2.0,0.0,0.0,2.88,2.88,2.88,,,,,,0.2549229552198159,0.1932747114828686
2806957.0,2025-11-01,13:30,Spain Primera Division RFEF,Racing de Ferrol,Tenerife,2.45,2.9,2.75,D,1.0,-20.0,1.0,20.0,1.0,20.0,0.230719932208837,1.0,20.0,0.0614903152761605,-40.0,0.0,0.2922102474849974,0.93,0,0.88,1.88,2,1.93,5.0,5.0,-1.4705297993283233,0.0307490340008122,0.8027536493992066,0.8935701014183516,,,,,-1.0697320142285438,-0.5118906968889916,0.0,2.0,0.0,1.0,7.0,4.0,3.0,2.0,0.0,0.0,2.6,2.9,2.55,,,,,,-0.2205794698992484,-0.5118906968889916
2889145.0,2025-11-01,16:15,Peru Primera Division,Comerciantes Unidos,Sporting Cristal,4.1,3.4,1.9,D,0.0,6.9,0.2,1.309999999999997,0.0625,13.75,0.184809825547528,0.0666666666666666,0.0,0.1982422808259466,5.590000000000003,13.75,0.3830521063734746,0.8,-0.5/1,1.0,1.93,2.5,1.88,16.0,15.0,-0.4866456982707562,0.325187988890653,-0.6647147560257627,-1.4459104989013982,,,,,1.7171898982119045,-1.6095085775272433,1.0,4.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,0.0,4.5,3.4,1.75,,,,,,0.4617459404768486,-0.6528548383479692
2850155.0,2025-11-01,20:00,Costa Rica Primera Division,Puntarenas,Perez Zeledon,1.9,3.5,3.9,A,-0.5714285714285714,33.57,-1.0,31.4,-0.1666666666666666,15.01,0.1876128068994087,-1.0,45.7,0.2504542304090258,2.1700000000000017,-30.690000000000005,0.4380670373084345,0.98,0.5,0.83,1.85,2/2.5,1.95,6.0,7.0,0.2617790507404919,0.5527630809356193,1.144230439417875,1.4869825112502923,,,,,0.0,-0.5102106261204062,1.0,2.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0,1.95,3.4,3.7,,,,,,0.0,-0.0869282828502275
2807749.0,2025-11-01,13:30,Spanish La Liga 2,Leganes,Burgos CF,2.01,3.05,4.0,A,0.8,26.0,-0.6,20.0,1.0,-20.0,0.0455860626446362,-1.0,20.0,0.3755282641185388,6.0,-40.0,0.421114326763175,1.03,0.5,0.78,1.98,2,1.83,5.0,5.0,0.7369887523445792,-1.635097194580517,-0.0332354621652223,-0.1037024736079915,,,,,0.0,-1.2970031565742892,1.0,2.0,1.0,2.0,9.0,4.0,3.0,3.0,0.0,0.0,1.96,3.05,3.9,,,,,,0.0,-1.2970031565742892
2837875.0,2025-11-01,19:00,Primera Division de Paraguay,Clud Libertad,Olimpia Asuncion,2.4,3.25,2.75,D,0.85,-23.5,0.6,-22.0,1.0,-3.5,0.2030499192693116,0.65,-15.0,0.2455923110138912,-1.5,11.5,0.4486422302832028,0.8,0,1.0,1.9,2.5,1.9,20.0,20.0,-2.635032249179845,-0.8501087453423608,-2.1878135573379907,-2.051698393123224,,,,,-1.2176287498573073,-0.4640435526658661,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,0.0,1.0,2.45,3.25,2.7,,,,,,-0.9223231260636005,-0.9171513262882706
2800113.0,2025-11-01,14:00,France Ligue 1,Monaco,Paris FC,1.67,4.33,4.5,D,1.0,20.0,-0.8,0.0,1.0,12.0,0.3755282641185388,-0.8,0.0,0.230719932208837,20.0,12.0,0.6062481963273758,1.0,1/1.5,0.85,2.05,3,1.8,5.0,5.0,0.2523044656208765,-0.0966346234308435,-0.969987329961404,0.5624131310264988,,,,,0.0,1.2970031565742892,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,1.44,4.6,6.0,,,,,,0.0,-1.2658931190064429
2745178.0,2025-11-01,15:00,Brazil Serie B,Goias,Atletico Paranaense,2.5,3.05,2.82,A,1.0,-10.6,0.1764705882352941,18.219999999999995,1.0,8.830000000000002,0.3259026690286935,-0.0588235294117647,14.669999999999998,0.5897007098262422,-28.82,-5.839999999999996,0.9156033788549358,1.03,0/0.5,0.78,1.98,2,1.83,17.0,17.0,-0.7110358813757942,-0.1813283155324215,0.0794420963501171,0.3375280899183376,,,,,-1.8986446067225309,0.2687087117490016,0.0,1.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,2.35,3.05,3.05,,,,,,-1.2595717280286534,-1.860363735940392
2814314.0,2025-11-01,15:00,Belgian Second Division,Olympic Charleroi,RFC de Liege,3.7,3.9,1.83,A,-0.6666666666666666,-40.0,0.0,46.0,-0.5,-40.0,0.1176182311592532,-0.2,40.0,0.0362231609697874,-86.0,-80.0,0.1538413921290406,0.9,-0.5,0.9,1.9,2.5/3,1.9,6.0,5.0,-1.4444198713859422,-1.2627974539129678,1.13140901717429,0.6856197547834013,,,,,-0.1894196180869451,0.1002710706712601,1.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,1.0,0.0,3.5,3.9,1.9,,,,,,-0.2166629807078913,0.1002710706712604
2847371.0,2025-11-01,15:00,France Ligue 2,Red Star FC 93,Saint Etienne,2.88,3.4,2.35,A,0.8,-20.0,0.5,-13.31,0.8,0.0,0.1176182311592532,1.0,26.700000000000003,0.1876128068994087,-6.69,-26.700000000000003,0.3052310380586619,0.78,0/-0.5,1.03,1.9,2.5,1.9,5.0,6.0,-1.085082985207121,-0.754221180574781,-0.4952159600169059,1.0307313844204111,,,,,-1.3181428798451875,1.112097329263066,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.88,3.3,2.38,,,,,,-0.6213151192866996,1.354820528491513
2893674.0,2025-11-01,15:00,Bolivia Primera Division,Real Oruro,San Jose de Oruro,2.6,3.2,2.5,D,0.3636363636363636,23.599999999999994,-0.9090909090909092,-0.8700000000000009,0.4545454545454545,5.5,0.2800877556899882,-1.0,5.5,0.2127095754398804,24.469999999999995,0.0,0.4927973311298686,0.95,0/0.5,0.85,1.8,2.5,2.0,11.0,11.0,1.1002972260339237,-0.085662823082114,-0.5224345265465891,-0.9292562431552476,,,,,-1.0,1.0957394343827864,1.0,1.0,0.0,0.0,5.0,8.0,5.0,5.0,0.0,0.0,2.15,3.25,2.95,,,,,,-1.71947275009346,-0.1591011657037297
2893638.0,2025-11-01,11:00,England FA Cup,Peterborough United,Cardiff City,3.4,3.8,2.0,D,-0.3333333333333333,15.01,-0.3333333333333333,19.99,-0.3333333333333333,-6.700000000000006,0.1876128068994087,0.0,15.01,0.0,-4.979999999999999,-21.710000000000008,0.1876128068994087,1.0,0/-0.5,0.85,1.83,2.5,2.03,6.0,6.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,2.0,0.0,0.0,0.0,3.25,3.6,2.05,,,,,,0.0,0.0
2794742.0,2025-11-01,10:00,Czech Republic Gambrinus Liga,Synot Slovacko,Slovan Liberec,3.2,3.2,2.15,D,-0.5,-1.690000000000003,-0.1666666666666666,-8.3,-0.3333333333333333,10.0,0.0967693325592168,-0.1666666666666666,-1.690000000000003,0.1876128068994087,6.609999999999998,11.690000000000005,0.2843821394586255,1.0,0/-0.5,0.8,2.0,2.5,1.8,6.0,6.0,-0.701616531988006,0.0091366352332597,-1.338494148835912,-0.4836656351981513,,,,,-1.4142135623730954,0.0,0.0,3.0,0.0,1.0,6.0,5.0,3.0,3.0,0.0,0.0,3.3,3.25,2.05,,,,,,-1.2469752083498655,0.0
2889144.0,2025-11-01,14:00,Peru Primera Division,Los Chankas,Ayacucho Futbol Club,2.05,3.3,3.5,D,0.4285714285714285,2.120000000000001,-0.9375,-0.6000000000000041,0.5714285714285714,26.43,0.4535045882751561,-1.0,18.1,0.2320575430148813,2.720000000000005,8.329999999999998,0.6855621312900374,0.8,0.5,1.0,1.9,2.5,1.9,14.0,16.0,-1.0829364031541775,1.255236223951991,-1.1708736505722672,0.0527234661794472,,,,,1.4715344849451697,-1.352443338410722,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,1.8,3.4,4.33,,,,,,-0.4936095640789006,-1.0245660654587485
2720006.0,2025-11-01,01:00,K League 2,Gyeongnam FC,Seoul E-Land FC,4.5,3.8,1.7,A,-0.3888888888888889,9.409999999999997,0.3333333333333333,11.099999999999996,-0.3333333333333333,-1.1000000000000014,0.2903070395897999,0.2777777777777778,15.01,0.3371606942825162,-1.6899999999999995,-16.11,0.6274677338723161,1.0,-0.5,0.8,1.8,2.5,2.0,18.0,18.0,0.4136017695003506,-0.5446758490859221,0.0104021943603891,-0.2215943881239516,,,,,-1.679414275854509,1.4047215061881118,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,4.0,3.7,1.8,,,,,,1.9563880926294124,0.9506582489730192
2793227.0,2025-11-01,13:00,Switzerland Super League,Winterthur,Servette,4.0,3.9,1.8,D,-0.6,6.0,-0.2,-28.0,-0.8,0.0,0.3755282641185388,-0.8,0.0,0.3006360524426366,34.0,0.0,0.6761643165611754,0.95,-0.5,0.85,1.8,3,2.0,5.0,5.0,-0.5241170192557569,-0.6621988321688284,-1.4677381379724386,-1.2443273786042084,,,,,0.0,0.0,4.0,2.0,0.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,3.6,3.75,1.79,,,,,,0.0,0.0
2845691.0,2025-11-01,14:00,Egyptian Premier League,El Gouna FC,Pharco,2.05,2.75,4.2,A,-0.4,-2.0,-1.0,0.0,-0.6,12.0,0.3006360524426366,-1.0,20.0,0.1500357088201714,-2.0,-8.0,0.4506717612628079,0.78,0/0.5,1.03,1.85,1.5,1.95,5.0,5.0,1.0306764960348411,0.5812025404575538,-0.548260921299167,0.6391528017206649,,,,,0.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,0.0,3.0,1.0,0.0,2.05,2.75,4.2,,,,,,0.0,0.0
2865731.0,2025-11-01,11:30,Bulgaria Premier League,Septemvri Sofia,Slavia Sofia,3.75,3.25,1.96,H,-0.6666666666666666,26.700000000000003,-0.5,15.01,-0.8333333333333334,26.700000000000003,0.4364905634363539,-0.3333333333333333,-23.3,0.1876128068994087,11.690000000000005,50.0,0.6241033703357626,0.83,0/-0.5,0.98,1.8,2/2.5,2.0,6.0,6.0,1.183927734273989,0.3261370080465099,1.343524795379683,-1.7403429675793003,,,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,2.0,1.0,0.0,0.0,3.25,3.1,2.3,,,,,,0.0,0.0
2791821.0,2025-11-01,13:15,Belgian Pro League,Club Brugge,FCV Dender EH,1.22,6.0,9.5,H,0.8,-14.0,-1.0,10.0,1.0,40.0,0.1176182311592532,-1.0,10.0,0.1176182311592532,-24.0,30.0,0.2352364623185064,0.85,1.5/2,0.95,1.95,3/3.5,1.85,5.0,6.0,-1.2268837764727971,0.8064435688189212,-0.1655460211197502,-0.2582321930749456,,,,,0.0,0.0,2.0,1.0,2.0,0.0,7.0,4.0,1.0,1.0,0.0,0.0,1.22,5.75,10.0,,,,,,0.0,0.0
2790325.0,2025-11-01,11:30,Holland Eerste Divisie,Roda JC,FC Utrecht (Youth),1.53,4.75,4.75,H,0.5714285714285714,-12.87,-1.0,-6.700000000000006,0.5714285714285714,17.099999999999998,0.1582169222626268,-1.0,-1.690000000000003,0.1176182311592532,-6.169999999999993,18.79,0.27583515342188,0.88,1,0.93,1.85,3,1.95,7.0,6.0,-1.3485797119677898,0.0685768555468855,-0.5940851477681144,-0.5276299366485848,,,,,0.5788394200341828,0.0515117943703592,1.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.51,4.75,5.0,,,,,,0.9578754127049696,0.5773502691896264
2893627.0,2025-11-01,11:00,England FA Cup,Bromley,Bristol Rovers,1.83,3.6,4.33,H,0.2857142857142857,11.439999999999998,-0.2857142857142857,2.899999999999995,0.4285714285714285,17.099999999999998,0.3589290901482126,-0.4285714285714285,2.899999999999995,0.3589290901482126,8.540000000000003,14.200000000000005,0.7178581802964252,0.95,0/0.5,0.9,1.93,2.5,1.93,7.0,7.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,2.2,3.3,3.2,,,,,,0.0,0.0
2800399.0,2025-11-01,12:00,Austrian Bundesliga,FC Blau Weiss Linz,LASK Linz,3.1,3.5,2.2,D,0.4,20.0,-0.4,0.0,0.4,0.0,0.1176182311592532,-0.4,-20.0,0.0455860626446362,20.0,20.0,0.1632042938038894,0.83,0/-0.5,0.98,1.98,2.5/3,1.83,5.0,5.0,1.2427070558702764,-0.2716574702642337,-1.535400189926771,-1.7207179161438453,,,,,0.6485015782871446,-0.7071067811865474,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.9,3.6,2.25,,,,,,0.1013858250942992,0.202030508910442
