Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-08-03,NSW Premier League  ,Wollongong Wolves,Sydney FC (Youth),3.008461538,2.858461538,7.67,1,0,1.85,4,3.1
2025-08-03,NSW Premier League  ,Blacktown City Demons,Mt Druitt Town Rangers FC,2.917802198,-21.7721978,10.2,2,2,1.36,5.25,5
2025-08-03,NSW Premier League  ,Sydney United,St George Saints,-13.68538462,-9.05,6.46,1,1,1.85,3.8,3.1
2025-08-03,Chinese Football Association Yi League  ,Kunming City Star,Guangxi Hengchen,-25.42484848,-48.46686869,-23.9,0,3,9.5,5,1.25
2025-08-03,Chinese Football Association Yi League  ,Shenzhen 2028,Chengdu Rongcheng B,-26.44222222,-5.94,3.6,4,1,1.85,3.3,3.5
2025-08-03,Chinese Football Association Yi League  ,Guangzhou dandelion FC,Ganzhou Ruishi,7.427222222,15.33333333,-14.9,1,0,1.44,3.9,6.25
2025-08-03,Chinese Football Association Yi League  ,Wenzhou Professional,Quanzhou Yassin,-59.91888889,-9.867777778,-14.3,3,2,1.53,3.9,5
2025-08-03,Chinese Football Association Yi League  ,Guangxi Lanhang,Guangdong Mingtu,-51.01,-42,-5.28,1,2,4,3.4,1.75
2025-08-03,Chinese Football Association Yi League  ,Wuhan Three Towns B,Guizhou Zhucheng Jingji FC,-14.63,-15.3725,0.94,0,2,4.1,3.1,1.83
2025-08-03,J2 League  ,Roasso Kumamoto,Mito Hollyhock,-30.38412587,-19.86041958,2.7,2,1,3,3.25,2.3
2025-08-03,Chinese Super League  ,Dalian Zhixing,Qingdao Manatee,3.1,40.16111111,-29.8,2,0,1.7,3.7,4.75
2025-08-03,Chinese Football Association Jia League  ,Suzhou Dongwu,Dalian Kun City,-13.22777778,-26.63,-1.8,0,4,2.05,3.1,3.25
2025-08-03,Chinese Football Association Jia League  ,Foshan Nanshi,Nantong Zhiyun,20.97,-3.423333333,-5.33,1,1,4,3.2,1.83
2025-08-03,Chinese Football Association Jia League  ,Qingdao Red Lions,Dingnan Ganlian,-20.03666667,-29.975,-34.3,0,2,2.7,3,2.5
