Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H,Odd_D,Odd_A
2025-08-11,06:00,J1 League  ,Cerezo Osaka,Albirex Niigata,7.575000000000001,17.686666666666675,6.459999999999994,1.62,4.1,5.0
2025-08-11,06:00,J2 League  ,Renofa Yamaguchi,Ventforet Kofu,7.519999999999996,-19.896666666666672,-13.550000000000004,2.55,2.9,3.0
2025-08-11,12:00,Finland Veikkausliga  ,HJK Helsinki,Ilves Tampere,16.751111111111108,6.764444444444445,37.0,2.45,3.5,2.7
2025-08-11,13:00,Swedish Allsvenskan  ,GAIS,IFK Goteborg,9.086944444444445,-1.4066666666666627,7.6,2.05,3.5,3.5
2025-08-11,13:00,Swedish Allsvenskan  ,Elfsborg,IFK Varnamo,21.196388888888887,37.89388888888889,-3.4999999999999982,1.44,4.75,6.5
2025-08-11,16:00,Peru Primera Division  ,Alianza Atletico Sullana,UTC Cajamarca,11.245454545454544,20.792727272727273,-0.3000000000000007,1.5,4.1,6.0
2025-08-11,16:30,Colombia Primera B  ,Leones,Tigres Zipaquira,4.826923076923077,-27.85076923076923,29.46,2.6,3.1,2.7
2025-08-11,17:00,Primera Division de Venezuela  ,Yaracuyanos,Monagas SC,-15.250833333333329,16.05666666666667,-0.8000000000000025,3.9,3.6,1.75
2025-08-11,17:00,Primera Division de Ecuador  ,Club Sport Emelec,Deportivo Cuenca,-29.851818181818185,-24.307272727272725,-31.900000000000002,1.85,3.3,4.33
2025-08-11,18:00,Colombia Primera B  ,Jaguares de Cordoba,Real Santander,-14.81020202020202,12.399797979797977,-20.840000000000003,1.38,4.75,8.0
2025-08-11,18:00,Argentine Division 1  ,Defensa Y Justicia,Deportivo Riestra,-56.495000000000005,-20.4975,10.600000000000001,2.05,3.0,4.1
2025-08-11,18:00,Brazil Serie B  ,Criciuma,Atletico Paranaense,-29.10111111111111,1.9811111111111117,42.7,2.35,3.2,3.0
2025-08-11,18:00,Uruguay Primera Division  ,Defensor Sporting Montevideo,CA River Plate,-14.883333333333335,20.113333333333333,3.1499999999999986,1.83,3.4,4.0
2025-08-11,18:10,Argentine Division 2  ,All Boys,Patronato Parana,-22.378333333333334,-9.809999999999997,24.779999999999998,2.3,2.88,3.5
2025-08-11,19:00,Colombia Primera B  ,Atletico Huila,Atletico FC,6.646730769230768,13.844615384615384,-5.759999999999998,1.48,4.0,7.0
2025-08-11,19:00,Brazil Serie A  ,Juventude,Corinthians Paulista (SP),18.228055555555557,-5.151111111111106,-42.74,3.9,3.2,2.05
2025-08-11,19:00,Chile Primera Division  ,Deportes Limache,Audax Italiano,5.6041666666666625,-4.823333333333336,-36.9,2.8,3.2,2.5
2025-08-11,19:05,Colombia Primera B  ,Orsomarso,Patriotas FC,-14.059797979797983,-22.187777777777782,-1.8300000000000018,3.0,2.88,2.6
2025-08-11,19:30,Primera Division de Venezuela  ,Portuguesa FC,Deportivo Rayo Zuliano,-4.24444444444444,35.696666666666665,9.8,2.0,3.25,3.2
2025-08-11,20:00,Peru Primera Division  ,Deportivo Garcilaso,Alianza Universidad,2.8454545454545412,27.382727272727273,22.5,1.6,3.7,5.5
2025-08-11,20:10,Argentine Division 2  ,Racing de Cordoba,Quilmes,32.565,-9.891666666666675,23.17,2.1,2.9,4.2
2025-08-11,20:30,Brazil Serie B  ,SC Paysandu Para,Vila Nova,-25.79555555555556,-12.743333333333336,-4.240000000000002,2.15,3.25,3.3
2025-08-11,21:00,Primera Division de Colombiano-Apertura  ,Boyaca Chico,La Equidad,7.583333333333335,15.100000000000001,28.15,2.25,3.1,3.4
